https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume AR,Volume BUSD,tradecount
1674259200000,2023-01-21,ARBUSD,9.5,9.95,9.21,9.21,264677.29,2541098.4011,12025
1674172800000,2023-01-20,ARBUSD,8.87,9.54,8.67,9.49,143850.86,1302746.6314,7227
1674086400000,2023-01-19,ARBUSD,8.64,9.3,8.59,8.87,108729.39,964198.8092,5344
1674000000000,2023-01-18,ARBUSD,9.47,9.62,8.32,8.64,239922.3,2150097.636,11481
1673913600000,2023-01-17,ARBUSD,9.0,9.76,8.77,9.46,298026.6,2792469.4472,12422
1673827200000,2023-01-16,ARBUSD,9.1,9.4,8.63,9.0,237280.96,2136715.1084,10108
1673740800000,2023-01-15,ARBUSD,9.37,9.37,8.64,9.1,190033.05,1724565.234,7809
1673654400000,2023-01-14,ARBUSD,8.34,9.54,8.24,9.36,557943.47,4924199.727,18567
1673568000000,2023-01-13,ARBUSD,7.93,8.59,7.8,8.34,195569.95,1581897.1008,7470
1673481600000,2023-01-12,ARBUSD,7.77,8.11,7.61,7.93,195982.93,1542149.7925,7343
1673395200000,2023-01-11,ARBUSD,7.55,7.84,7.34,7.77,95439.69,719770.3301,4166
1673308800000,2023-01-10,ARBUSD,7.55,7.77,7.31,7.57,132684.44,1004286.0482,4383
1673222400000,2023-01-09,ARBUSD,7.29,7.82,7.25,7.52,167978.46,1264814.8791,5171
1673136000000,2023-01-08,ARBUSD,6.93,7.35,6.78,7.27,131031.37,924142.4272,4576
1673049600000,2023-01-07,ARBUSD,6.86,6.95,6.78,6.93,53836.75,369851.9407,2153
1672963200000,2023-01-06,ARBUSD,6.64,6.89,6.39,6.85,55461.58,365987.4075,2404
1672876800000,2023-01-05,ARBUSD,6.93,7.07,6.57,6.62,92882.31,626782.3955,2917
1672790400000,2023-01-04,ARBUSD,6.69,7.06,6.67,6.94,71607.29,494286.1088,3705
1672704000000,2023-01-03,ARBUSD,6.65,6.74,6.54,6.7,40486.92,268378.0292,2010
1672617600000,2023-01-02,ARBUSD,6.37,6.75,6.23,6.65,119236.99,777958.5016,5161
1672531200000,2023-01-01,ARBUSD,6.17,6.4,6.08,6.36,29858.91,186542.6281,2551
1672444800000,2022-12-31,ARBUSD,6.2,6.29,6.16,6.17,36860.46,229763.1416,1868
1672358400000,2022-12-30,ARBUSD,6.46,6.46,6.08,6.22,62606.77,388481.45434,2689
1672272000000,2022-12-29,ARBUSD,6.42,6.62,6.3,6.46,77558.8,504485.421,3755
1672185600000,2022-12-28,ARBUSD,6.72,6.76,6.25,6.42,66017.28,425663.6408,3734
1672099200000,2022-12-27,ARBUSD,6.68,6.74,6.46,6.7,60207.31,396359.0636,3314
1672012800000,2022-12-26,ARBUSD,6.34,6.76,6.32,6.66,80576.61,526136.9604,3336
1671926400000,2022-12-25,ARBUSD,6.29,6.95,6.17,6.34,156008.36,993440.0593,4596
1671840000000,2022-12-24,ARBUSD,6.57,6.63,6.24,6.29,210194.2,1354432.2443,7126
1671753600000,2022-12-23,ARBUSD,6.97,7.07,6.53,6.56,157277.48,1073156.4743,5875
1671667200000,2022-12-22,ARBUSD,7.1,7.22,6.82,6.97,128092.76,894491.8964,3885
1671580800000,2022-12-21,ARBUSD,7.35,7.45,6.99,7.1,84458.15,608821.4871,3440
1671494400000,2022-12-20,ARBUSD,7.3,7.64,7.28,7.37,86067.04,643950.2891,2947
1671408000000,2022-12-19,ARBUSD,7.73,7.84,7.21,7.3,42541.63,322441.4656,1975
1671321600000,2022-12-18,ARBUSD,7.82,7.87,7.62,7.71,38390.97,296464.8165,1974
1671235200000,2022-12-17,ARBUSD,7.39,7.86,7.28,7.81,99019.46,747243.7784,3545
1671148800000,2022-12-16,ARBUSD,8.32,8.41,7.35,7.39,164222.47,1304369.4591,5817
1671062400000,2022-12-15,ARBUSD,8.75,8.77,8.26,8.32,75062.28,636137.2455,2273
1670976000000,2022-12-14,ARBUSD,8.88,9.05,8.63,8.75,119437.48,1058848.6098,4145
1670889600000,2022-12-13,ARBUSD,8.76,9.12,8.33,8.88,277189.08,2426835.9042,7958
1670803200000,2022-12-12,ARBUSD,8.67,8.77,8.5,8.75,94942.82,820273.6235,3296
1670716800000,2022-12-11,ARBUSD,8.91,9.01,8.61,8.67,64733.2,573176.8563,2289
1670630400000,2022-12-10,ARBUSD,8.99,9.02,8.88,8.91,40765.59,365541.5707,1402
1670544000000,2022-12-09,ARBUSD,9.18,9.24,8.92,8.99,73336.82,668083.2815,2076
1670457600000,2022-12-08,ARBUSD,8.95,9.26,8.81,9.18,131641.84,1188858.0163,2895
1670371200000,2022-12-07,ARBUSD,9.52,9.54,8.78,8.96,180794.8,1650475.4983,5186
1670284800000,2022-12-06,ARBUSD,9.38,10.3,9.29,9.48,284478.04,2729690.7205,9020
1670198400000,2022-12-05,ARBUSD,9.31,9.5,9.16,9.38,111302.3,1041618.1902,3505
1670112000000,2022-12-04,ARBUSD,9.17,9.4,9.15,9.31,40991.96,378722.2835,1742
1670025600000,2022-12-03,ARBUSD,9.58,9.6,9.13,9.17,60507.87,570545.7138,2327
1669939200000,2022-12-02,ARBUSD,9.41,9.6,9.2,9.57,88798.59,835927.094,3653
1669852800000,2022-12-01,ARBUSD,9.69,9.87,9.28,9.41,131858.68,1255266.5954,5242
1669766400000,2022-11-30,ARBUSD,9.14,9.83,9.06,9.7,206088.66,1941035.4306,7327
1669680000000,2022-11-29,ARBUSD,9.12,9.44,9.04,9.11,86292.07,795589.5439,2777
1669593600000,2022-11-28,ARBUSD,9.19,9.64,8.83,9.15,181305.2,1644647.4717,7268
1669507200000,2022-11-27,ARBUSD,9.23,9.61,9.15,9.18,104918.94,991036.5922,3624
1669420800000,2022-11-26,ARBUSD,9.29,9.52,9.1,9.24,81735.42,762531.2416,2941
1669334400000,2022-11-25,ARBUSD,9.13,9.38,8.84,9.29,110560.07,1006381.2397,4027
1669248000000,2022-11-24,ARBUSD,9.48,9.79,8.93,9.14,163620.87,1527899.9289,6490
1669161600000,2022-11-23,ARBUSD,9.1,9.63,8.99,9.46,163669.02,1528999.7764,6162
1669075200000,2022-11-22,ARBUSD,9.13,9.29,8.6,9.08,121249.93,1089352.1185,5008
1668988800000,2022-11-21,ARBUSD,9.43,9.75,8.81,9.14,185064.97,1722403.3554,7862
1668902400000,2022-11-20,ARBUSD,10.4,11.19,9.34,9.45,251120.1,2597120.8068,10215
1668816000000,2022-11-19,ARBUSD,10.22,10.56,9.69,10.4,74242.39,752312.6631,3818
1668729600000,2022-11-18,ARBUSD,9.9,10.37,9.9,10.23,142223.17,1439923.9852,4589
1668643200000,2022-11-17,ARBUSD,9.43,10.07,9.33,9.92,181966.22,1779093.5708,5924
1668556800000,2022-11-16,ARBUSD,9.42,10.72,9.18,9.43,489822.63,4832513.7672,15132
1668470400000,2022-11-15,ARBUSD,9.02,9.5,8.82,9.42,206724.88,1905534.0045,5948
1668384000000,2022-11-14,ARBUSD,8.67,9.34,8.3,9.05,245648.15,2173522.1101,9298
1668297600000,2022-11-13,ARBUSD,8.99,9.19,8.5,8.64,183895.17,1629437.9279,6108
1668211200000,2022-11-12,ARBUSD,9.65,9.66,8.72,8.98,210960.91,1911946.4022,7538
1668124800000,2022-11-11,ARBUSD,10.58,10.95,9.06,9.65,525469.93,5161104.155,16453
1668038400000,2022-11-10,ARBUSD,8.88,10.97,8.71,10.52,636884.16,6372410.0273,19672
1667952000000,2022-11-09,ARBUSD,11.65,11.84,8.64,8.85,580067.15,5910340.9351,21576
1667865600000,2022-11-08,ARBUSD,13.6,14.18,10.4,11.67,746634.26,9230691.9214,30288
1667779200000,2022-11-07,ARBUSD,14.17,14.54,13.2,13.61,273722.84,3833805.9536,16774
1667692800000,2022-11-06,ARBUSD,14.98,17.39,14.02,14.2,694721.14,11034359.4928,30223
1667606400000,2022-11-05,ARBUSD,15.14,16.4,14.6,14.97,473890.93,7264896.2652,27666
1667520000000,2022-11-04,ARBUSD,14.68,17.72,13.73,15.14,1363415.91,20691406.1768,68776
1667433600000,2022-11-03,ARBUSD,11.31,17.77,11.3,14.67,3268607.61,50444874.5417,145613
1667347200000,2022-11-02,ARBUSD,10.17,11.3,9.92,11.3,219520.86,2263530.8136,18150
1667260800000,2022-11-01,ARBUSD,10.4,10.47,10.11,10.17,62945.78,644963.615,10167
1667174400000,2022-10-31,ARBUSD,10.38,10.47,9.93,10.39,118580.33,1213960.5343,9080
1667088000000,2022-10-30,ARBUSD,10.13,11.51,10.03,10.38,226477.98,2437712.4605,10959
1667001600000,2022-10-29,ARBUSD,10.19,10.68,10.03,10.13,79448.75,823985.316,7902
1666915200000,2022-10-28,ARBUSD,10.24,10.57,9.97,10.2,67391.24,690525.8963,4303
1666828800000,2022-10-27,ARBUSD,10.63,11.1,10.11,10.25,118357.44,1259719.1513,6451
1666742400000,2022-10-26,ARBUSD,10.53,11.1,10.53,10.65,82971.11,893093.4973,4482
1666656000000,2022-10-25,ARBUSD,10.21,10.93,10.02,10.52,61646.3,645103.4214,4538
1666569600000,2022-10-24,ARBUSD,10.59,10.59,10.13,10.19,44747.81,463365.5168,2453
1666483200000,2022-10-23,ARBUSD,10.36,10.95,10.36,10.59,76664.3,815725.3475,4710
1666396800000,2022-10-22,ARBUSD,10.5,10.5,10.23,10.36,31296.8,323264.5484,3316
1666310400000,2022-10-21,ARBUSD,10.12,10.58,9.75,10.49,49106.55,496151.3316,4868
1666224000000,2022-10-20,ARBUSD,9.87,10.24,9.7,10.14,69360.74,690502.7053,4841
1666137600000,2022-10-19,ARBUSD,10.22,10.27,9.77,9.86,48004.87,484171.5778,4192
1666051200000,2022-10-18,ARBUSD,9.96,10.38,9.84,10.21,78996.75,797248.1295,4902
1665964800000,2022-10-17,ARBUSD,10.06,10.3,9.8,9.94,70085.4,704683.5408,3571
1665878400000,2022-10-16,ARBUSD,9.7,10.19,9.69,10.06,76834.87,763825.9896,4270
1665792000000,2022-10-15,ARBUSD,9.72,9.99,9.38,9.71,55498.35,540428.6459,3484
1665705600000,2022-10-14,ARBUSD,9.73,10.0,9.43,9.71,117263.43,1140240.7204,6369
1665619200000,2022-10-13,ARBUSD,8.91,10.0,8.5,9.71,279124.72,2602261.9958,15156
1665532800000,2022-10-12,ARBUSD,8.65,8.97,8.63,8.92,22953.17,202761.3921,2004
1665446400000,2022-10-11,ARBUSD,8.73,8.75,8.4,8.65,40882.73,352650.028,3199
1665360000000,2022-10-10,ARBUSD,8.87,9.01,8.62,8.75,34157.43,301677.3197,3397
1665273600000,2022-10-09,ARBUSD,8.84,8.99,8.81,8.87,18880.33,168014.55,2240
1665187200000,2022-10-08,ARBUSD,9.02,9.15,8.76,8.85,34383.85,308098.9627,2386
1665100800000,2022-10-07,ARBUSD,9.13,9.21,8.98,9.02,30882.36,280791.9432,2833
1665014400000,2022-10-06,ARBUSD,9.53,9.71,9.11,9.16,82989.4,789542.4343,5386
1664928000000,2022-10-05,ARBUSD,9.66,9.74,9.29,9.52,29855.6,283723.7838,2540
1664841600000,2022-10-04,ARBUSD,9.48,9.72,9.44,9.65,28536.23,273873.4498,2108
1664755200000,2022-10-03,ARBUSD,9.06,9.8,8.96,9.48,48943.31,457583.6233,3702
1664668800000,2022-10-02,ARBUSD,9.27,9.42,9.02,9.05,42864.95,396003.2699,3036
1664582400000,2022-10-01,ARBUSD,9.34,9.43,9.17,9.26,23892.52,223258.2033,1768
1664496000000,2022-09-30,ARBUSD,9.09,9.87,8.99,9.35,103704.66,962335.0344,5173
1664409600000,2022-09-29,ARBUSD,9.3,9.37,8.9,9.1,60557.22,551629.4632,3624
1664323200000,2022-09-28,ARBUSD,9.42,9.49,8.91,9.29,73564.76,672237.401,3658
1664236800000,2022-09-27,ARBUSD,9.46,10.09,9.17,9.42,105665.99,1030491.8996,4781
1664150400000,2022-09-26,ARBUSD,9.36,9.63,9.13,9.46,47874.9,448514.0944,3097
1664064000000,2022-09-25,ARBUSD,9.71,9.91,9.33,9.36,55270.94,533670.6935,3208
1663977600000,2022-09-24,ARBUSD,10.2,10.33,9.62,9.74,52113.49,521528.5776,2628
1663891200000,2022-09-23,ARBUSD,10.08,10.38,9.77,10.18,77796.34,780643.1448,5905
1663804800000,2022-09-22,ARBUSD,9.2,10.3,9.16,10.07,136745.35,1362723.4905,6344
1663718400000,2022-09-21,ARBUSD,9.51,9.77,8.9,9.2,105188.89,974843.04,6584
1663632000000,2022-09-20,ARBUSD,9.63,10.14,9.43,9.51,55039.52,536475.9534,4328
1663545600000,2022-09-19,ARBUSD,9.43,9.96,9.11,9.62,78612.77,745458.9975,3919
1663459200000,2022-09-18,ARBUSD,10.17,10.64,9.34,9.43,78601.74,780405.8964,4677
1663372800000,2022-09-17,ARBUSD,10.13,10.36,9.93,10.21,30800.9,311273.7507,1342
1663286400000,2022-09-16,ARBUSD,9.75,10.29,9.59,10.12,76975.7,770520.0332,3714
1663200000000,2022-09-15,ARBUSD,9.78,9.8,9.31,9.75,82918.85,793381.638,4647
1663113600000,2022-09-14,ARBUSD,9.71,9.99,9.51,9.8,54493.44,531069.8507,2898
1663027200000,2022-09-13,ARBUSD,10.73,11.03,9.6,9.72,103230.74,1067811.3905,4808
1662940800000,2022-09-12,ARBUSD,11.3,11.67,10.66,10.73,84639.01,947787.1529,5859
1662854400000,2022-09-11,ARBUSD,11.08,11.76,10.88,11.29,84877.19,954823.7595,6922
1662768000000,2022-09-10,ARBUSD,10.95,11.39,10.76,11.08,82820.54,920007.3909,5203
1662681600000,2022-09-09,ARBUSD,10.01,11.6,9.98,10.96,199946.77,2213407.5251,7612
1662595200000,2022-09-08,ARBUSD,9.74,10.11,9.53,10.0,95580.46,948153.9565,3754
1662508800000,2022-09-07,ARBUSD,9.33,9.81,9.26,9.73,52289.24,495831.9236,2323
1662422400000,2022-09-06,ARBUSD,10.17,10.49,9.32,9.34,89181.85,890045.7694,4086
1662336000000,2022-09-05,ARBUSD,10.27,10.4,9.94,10.16,38578.08,390359.0727,1761
1662249600000,2022-09-04,ARBUSD,10.14,10.26,9.91,10.26,35174.7,355168.6145,1528
1662163200000,2022-09-03,ARBUSD,10.0,10.28,9.92,10.12,25684.37,259935.6632,1466
1662076800000,2022-09-02,ARBUSD,10.09,10.55,9.82,9.98,68578.96,696925.5427,3312
1661990400000,2022-09-01,ARBUSD,10.0,10.28,9.84,10.11,36370.57,364662.1482,1978
1661904000000,2022-08-31,ARBUSD,10.11,10.64,9.83,10.01,40860.84,417997.797,2664
1661817600000,2022-08-30,ARBUSD,10.91,11.02,9.98,10.09,57022.62,601375.8905,2137
1661731200000,2022-08-29,ARBUSD,10.29,10.98,10.08,10.91,38722.94,410553.7688,1860
1661644800000,2022-08-28,ARBUSD,10.98,11.02,10.26,10.28,30047.86,323318.7181,2356
1661558400000,2022-08-27,ARBUSD,11.1,11.38,10.88,11.0,20160.3,223776.7399,1737
1661472000000,2022-08-26,ARBUSD,12.29,12.3,11.05,11.12,96106.41,1117255.2981,3810
1661385600000,2022-08-25,ARBUSD,12.45,12.88,12.19,12.29,22207.2,280033.1651,1223
1661299200000,2022-08-24,ARBUSD,12.46,13.07,12.2,12.45,31243.9,393643.3394,2185
1661212800000,2022-08-23,ARBUSD,12.22,12.52,11.67,12.44,17924.16,217838.3945,2407
1661126400000,2022-08-22,ARBUSD,12.7,12.71,11.58,12.21,42405.0,513557.6031,1858
1661040000000,2022-08-21,ARBUSD,12.19,12.8,11.91,12.68,24991.01,309804.0105,1596
1660953600000,2022-08-20,ARBUSD,11.87,12.28,11.73,12.25,47058.6,568624.5814,1882
1660867200000,2022-08-19,ARBUSD,12.61,12.62,11.5,11.85,85239.81,1024527.2305,4221
1660780800000,2022-08-18,ARBUSD,13.15,13.49,12.56,12.61,34405.62,452817.4268,2216
1660694400000,2022-08-17,ARBUSD,13.89,14.44,13.08,13.19,48215.96,666554.0977,3054
1660608000000,2022-08-16,ARBUSD,13.94,14.07,13.55,13.89,37769.99,524035.1645,3426
1660521600000,2022-08-15,ARBUSD,13.91,14.36,13.57,13.95,42908.09,600641.0146,3133
1660435200000,2022-08-14,ARBUSD,14.57,14.87,13.52,13.9,79110.69,1134378.3776,4964
1660348800000,2022-08-13,ARBUSD,14.91,15.33,14.43,14.57,44241.93,661657.6484,3032
1660262400000,2022-08-12,ARBUSD,14.79,14.95,14.24,14.89,74193.5,1084787.1801,3381
1660176000000,2022-08-11,ARBUSD,15.56,16.17,14.67,14.8,98235.58,1507168.2644,4332
1660089600000,2022-08-10,ARBUSD,14.39,15.72,13.87,15.56,78491.83,1176911.8976,4005
1660003200000,2022-08-09,ARBUSD,15.13,15.39,14.2,14.43,48733.93,717994.3639,3155
1659916800000,2022-08-08,ARBUSD,14.65,15.69,14.63,15.06,108855.17,1652450.7913,4467
1659830400000,2022-08-07,ARBUSD,14.88,15.04,14.28,14.65,44623.12,655458.3741,2769
1659744000000,2022-08-06,ARBUSD,14.7,15.7,14.37,14.86,74885.25,1128859.3372,4436
1659657600000,2022-08-05,ARBUSD,14.04,14.88,13.95,14.7,61711.1,888489.8541,3257
1659571200000,2022-08-04,ARBUSD,13.97,14.45,13.55,14.04,95328.56,1335338.8295,3926
1659484800000,2022-08-03,ARBUSD,13.93,14.88,13.67,13.97,82966.96,1186944.9971,4578
1659398400000,2022-08-02,ARBUSD,14.44,14.69,13.24,13.93,102543.46,1422574.094,4840
1659312000000,2022-08-01,ARBUSD,15.49,16.43,14.16,14.44,132613.99,2002806.0208,6382
1659225600000,2022-07-31,ARBUSD,14.74,18.23,14.17,15.48,267182.79,4391978.0021,16213
1659139200000,2022-07-30,ARBUSD,13.54,15.81,13.47,14.74,301101.1,4380441.2631,10271
1659052800000,2022-07-29,ARBUSD,14.02,15.14,13.01,13.54,163299.68,2286134.7778,8345
1658966400000,2022-07-28,ARBUSD,14.47,14.66,13.09,13.98,124768.14,1745068.7824,6193
1658880000000,2022-07-27,ARBUSD,12.33,14.46,12.08,14.46,96796.9,1279599.7523,5826
1658793600000,2022-07-26,ARBUSD,12.65,12.68,11.61,12.3,42610.15,516251.008,3700
1658707200000,2022-07-25,ARBUSD,13.33,13.51,12.43,12.65,57886.4,745239.5091,3510
1658620800000,2022-07-24,ARBUSD,13.66,14.16,13.27,13.31,46878.52,644248.0955,2916
1658534400000,2022-07-23,ARBUSD,13.39,14.11,13.09,13.65,50953.43,693827.8195,3642
1658448000000,2022-07-22,ARBUSD,14.24,14.86,13.14,13.36,83179.39,1181368.8069,4828
1658361600000,2022-07-21,ARBUSD,13.86,14.63,13.46,14.22,71003.17,1001352.2311,4068
1658275200000,2022-07-20,ARBUSD,15.52,15.97,13.47,13.87,115868.21,1744486.1559,7317
1658188800000,2022-07-19,ARBUSD,16.47,16.76,15.4,15.51,104535.85,1665675.1785,6998
1658102400000,2022-07-18,ARBUSD,15.43,17.42,15.38,16.47,79931.15,1329424.9194,6357
1658016000000,2022-07-17,ARBUSD,15.9,16.25,15.14,15.4,51997.69,812473.2898,3679
1657929600000,2022-07-16,ARBUSD,14.05,16.41,13.85,15.95,77106.78,1200640.007,6387
1657843200000,2022-07-15,ARBUSD,14.35,14.82,13.63,14.02,52552.81,743942.2952,4827
1657756800000,2022-07-14,ARBUSD,12.87,14.75,12.27,14.31,64981.59,864350.125,4234
1657670400000,2022-07-13,ARBUSD,10.92,12.96,10.6,12.81,116508.67,1359830.522,6499
1657584000000,2022-07-12,ARBUSD,11.96,12.27,10.79,10.92,142609.22,1602002.05,6825
1657497600000,2022-07-11,ARBUSD,11.69,12.35,11.32,11.99,69750.88,827110.9498,5038
1657411200000,2022-07-10,ARBUSD,11.7,12.0,11.26,11.67,39222.1,458304.4542,2824
1657324800000,2022-07-09,ARBUSD,11.33,12.08,11.31,11.69,33166.91,389826.0423,2572
1657238400000,2022-07-08,ARBUSD,12.21,12.54,11.3,11.3,73644.9,869551.3326,4255
1657152000000,2022-07-07,ARBUSD,11.74,12.36,11.47,12.2,51606.3,608453.44,3640
1657065600000,2022-07-06,ARBUSD,11.96,12.23,11.56,11.7,58650.81,693707.9693,3923
1656979200000,2022-07-05,ARBUSD,12.1,12.47,11.19,11.94,88483.1,1043321.3189,4872
1656892800000,2022-07-04,ARBUSD,11.63,12.17,11.05,12.09,187661.61,2171365.2791,7703
1656806400000,2022-07-03,ARBUSD,10.17,11.94,9.97,11.64,116246.38,1280650.8424,5962
1656720000000,2022-07-02,ARBUSD,10.74,10.78,9.86,10.16,61854.85,633997.5271,3651
1656633600000,2022-07-01,ARBUSD,9.73,10.82,9.6,10.78,308257.71,3133939.2905,11404
1656547200000,2022-06-30,ARBUSD,9.04,9.82,8.27,9.72,162753.42,1495731.9866,6932
1656460800000,2022-06-29,ARBUSD,9.17,9.39,8.76,9.07,47162.22,426571.9196,3388
1656374400000,2022-06-28,ARBUSD,9.98,10.16,9.11,9.19,44699.27,432470.0961,3313
1656288000000,2022-06-27,ARBUSD,9.82,10.37,9.59,10.0,43706.71,435964.5137,3148
1656201600000,2022-06-26,ARBUSD,10.44,10.93,9.79,9.82,58614.35,616240.2455,3326
1656115200000,2022-06-25,ARBUSD,10.74,10.99,9.93,10.46,48731.28,511349.0584,3407
1656028800000,2022-06-24,ARBUSD,9.77,10.91,9.71,10.71,70406.36,721119.2299,3197
1655942400000,2022-06-23,ARBUSD,9.0,9.8,8.96,9.77,42166.21,400563.69,2727
1655856000000,2022-06-22,ARBUSD,9.72,9.8,8.95,8.98,66365.08,615085.7423,4003
1655769600000,2022-06-21,ARBUSD,9.73,10.5,9.46,9.73,221223.43,2223198.9596,6696
1655683200000,2022-06-20,ARBUSD,8.62,9.85,8.21,9.7,99185.73,900815.1532,4460
1655596800000,2022-06-19,ARBUSD,7.95,8.8,7.52,8.61,203390.12,1666644.0073,5524
1655510400000,2022-06-18,ARBUSD,8.16,8.34,7.17,7.95,128909.32,1007573.9667,4277
1655424000000,2022-06-17,ARBUSD,8.72,9.16,8.02,8.16,71947.33,617178.915,3288
1655337600000,2022-06-16,ARBUSD,9.73,9.85,8.27,8.73,114100.05,1024057.5884,4894
1655251200000,2022-06-15,ARBUSD,8.74,9.85,7.71,9.75,169591.5,1446644.7614,6435
1655164800000,2022-06-14,ARBUSD,9.06,9.72,8.07,8.76,142503.96,1252193.5524,5168
1655078400000,2022-06-13,ARBUSD,10.07,10.25,8.41,9.07,178628.44,1619000.5816,6869
1654992000000,2022-06-12,ARBUSD,11.1,11.39,9.94,10.02,114858.39,1203312.391,5488
1654905600000,2022-06-11,ARBUSD,12.33,12.62,10.8,11.08,72076.16,842039.7376,4890
1654819200000,2022-06-10,ARBUSD,13.25,13.55,12.2,12.33,52342.75,673637.5224,4592
1654732800000,2022-06-09,ARBUSD,13.86,14.23,13.11,13.25,31112.2,421249.1672,3503
1654646400000,2022-06-08,ARBUSD,14.06,14.78,13.33,13.86,61579.33,862312.5214,5903
1654560000000,2022-06-07,ARBUSD,13.09,14.77,12.24,14.07,116657.48,1553650.1541,7098
1654473600000,2022-06-06,ARBUSD,12.68,13.95,12.68,13.1,68666.77,913878.1164,4354
1654387200000,2022-06-05,ARBUSD,12.82,12.96,12.37,12.7,22643.31,287406.7583,2210
1654300800000,2022-06-04,ARBUSD,12.51,12.95,11.98,12.79,30937.42,389016.8201,2521
1654214400000,2022-06-03,ARBUSD,13.27,13.39,12.15,12.48,39802.19,502408.7461,3132
1654128000000,2022-06-02,ARBUSD,13.01,13.35,12.66,13.27,55601.05,722385.1584,3310
1654041600000,2022-06-01,ARBUSD,15.29,15.32,12.95,13.03,59903.13,848721.9075,5341
1653955200000,2022-05-31,ARBUSD,15.23,16.42,14.31,15.28,73839.05,1135396.7536,6253
1653868800000,2022-05-30,ARBUSD,13.32,15.6,13.2,15.22,61211.56,906334.4147,5075
1653782400000,2022-05-29,ARBUSD,13.07,13.5,12.64,13.32,39940.37,520687.5558,2793
1653696000000,2022-05-28,ARBUSD,13.04,13.52,12.83,13.09,36845.14,484881.0102,3191
1653609600000,2022-05-27,ARBUSD,13.83,14.15,12.31,13.03,82212.01,1068716.771,5632
1653523200000,2022-05-26,ARBUSD,14.51,14.97,12.82,13.82,64084.05,881595.5425,4722
1653436800000,2022-05-25,ARBUSD,14.64,15.76,14.35,14.53,86487.26,1290628.6389,4681
1653350400000,2022-05-24,ARBUSD,14.72,15.27,13.63,14.64,83164.95,1191849.6958,4833
1653264000000,2022-05-23,ARBUSD,15.68,16.42,14.38,14.67,59489.58,935519.4138,4344
1653177600000,2022-05-22,ARBUSD,14.95,15.99,14.84,15.68,33319.61,514523.5693,2669
1653091200000,2022-05-21,ARBUSD,14.52,15.31,14.03,14.97,34321.73,506168.1127,3285
1653004800000,2022-05-20,ARBUSD,15.49,15.87,14.22,14.48,74810.4,1128365.0478,4612
1652918400000,2022-05-19,ARBUSD,14.26,15.76,13.6,15.46,80511.13,1195652.6979,4937
1652832000000,2022-05-18,ARBUSD,15.71,16.11,14.02,14.24,51043.7,768291.5342,4193
1652745600000,2022-05-17,ARBUSD,15.48,16.5,14.69,15.66,96081.33,1512531.5962,6589
1652659200000,2022-05-16,ARBUSD,18.8,18.89,15.23,15.44,106315.62,1788555.1283,8378
1652572800000,2022-05-15,ARBUSD,15.49,19.75,14.67,18.82,158256.59,2787847.8802,13903
1652486400000,2022-05-14,ARBUSD,13.78,15.6,12.93,15.48,91409.67,1272454.847,6946
1652400000000,2022-05-13,ARBUSD,15.0,16.25,13.29,13.69,110652.34,1639206.7086,8792
1652313600000,2022-05-12,ARBUSD,14.77,16.55,9.07,15.0,295941.09,3671714.2377,14188
1652227200000,2022-05-11,ARBUSD,17.87,19.34,13.56,14.75,139073.88,2238305.4893,10744
1652140800000,2022-05-10,ARBUSD,17.1,20.47,15.86,17.89,97949.26,1820476.5825,9562
1652054400000,2022-05-09,ARBUSD,19.79,20.43,16.46,16.99,78414.8,1416739.3513,6898
1651968000000,2022-05-08,ARBUSD,20.24,20.54,19.37,19.76,31781.33,634742.8242,4307
1651881600000,2022-05-07,ARBUSD,22.2,22.28,19.98,20.17,45871.81,982029.5285,5566
1651795200000,2022-05-06,ARBUSD,22.6,22.98,21.18,22.2,79642.71,1769137.2517,7908
1651708800000,2022-05-05,ARBUSD,26.31,26.97,22.15,22.67,59357.44,1448234.0315,6179
1651622400000,2022-05-04,ARBUSD,24.32,26.58,23.78,26.26,36732.59,917488.4889,5599
1651536000000,2022-05-03,ARBUSD,24.85,25.64,24.07,24.35,22991.5,574340.1848,4263
1651449600000,2022-05-02,ARBUSD,25.09,25.42,22.94,24.83,52016.04,1268702.6359,5393
1651363200000,2022-05-01,ARBUSD,22.75,25.65,22.49,25.1,41730.01,1011572.3352,5451
1651276800000,2022-04-30,ARBUSD,25.21,26.01,22.04,22.75,34208.09,831497.1754,5429
1651190400000,2022-04-29,ARBUSD,26.2,26.66,24.18,25.22,34677.41,873413.4603,5269
1651104000000,2022-04-28,ARBUSD,26.51,27.45,25.95,26.23,31330.35,833593.9754,4171
1651017600000,2022-04-27,ARBUSD,26.37,28.47,25.86,26.51,104038.3,2851207.8313,9417
1650931200000,2022-04-26,ARBUSD,27.64,28.4,24.79,26.33,36877.88,977854.3052,5528
1650844800000,2022-04-25,ARBUSD,26.8,27.89,25.4,27.67,26935.72,711465.8744,4486
1650758400000,2022-04-24,ARBUSD,27.92,28.83,26.72,26.8,35966.66,999928.2226,4219
1650672000000,2022-04-23,ARBUSD,28.38,28.7,27.78,27.84,12440.15,351694.0993,2550
1650585600000,2022-04-22,ARBUSD,28.16,29.18,28.0,28.38,28462.95,815145.8104,3826
1650499200000,2022-04-21,ARBUSD,29.8,30.57,27.61,28.15,32421.74,964724.0368,4658
1650412800000,2022-04-20,ARBUSD,30.94,31.8,29.54,29.8,30573.09,940968.55,5095
