https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ATOM,Volume USDT,tradecount
1719360000000,2024-06-26,ATOMUSDT,6.94,6.982,6.736,6.791,1127984.98,7718134.7025,46603
1719273600000,2024-06-25,ATOMUSDT,6.839,7.046,6.827,6.94,1375420.84,9573326.21223,52656
1719187200000,2024-06-24,ATOMUSDT,6.694,6.863,6.364,6.838,2064243.44,13703193.82987,68854
1719100800000,2024-06-23,ATOMUSDT,6.744,6.846,6.615,6.695,863945.62,5832305.72933,36344
1719014400000,2024-06-22,ATOMUSDT,6.788,6.808,6.715,6.744,630433.8,4259926.11976,28652
1718928000000,2024-06-21,ATOMUSDT,6.839,6.933,6.755,6.787,1200186.36,8214978.98809,43923
1718841600000,2024-06-20,ATOMUSDT,6.895,7.117,6.817,6.837,1513490.07,10515369.36883,47779
1718755200000,2024-06-19,ATOMUSDT,6.689,6.964,6.639,6.894,1541986.51,10526041.63248,49030
1718668800000,2024-06-18,ATOMUSDT,6.997,7.022,6.202,6.688,4139698.27,26939842.22161,132517
1718582400000,2024-06-17,ATOMUSDT,7.223,7.244,6.75,6.997,2073491.21,14615821.65746,77167
1718496000000,2024-06-16,ATOMUSDT,7.144,7.252,7.049,7.222,600233.45,4301566.46588,29477
1718409600000,2024-06-15,ATOMUSDT,7.113,7.215,7.091,7.142,812946.35,5806886.98201,30455
1718323200000,2024-06-14,ATOMUSDT,7.442,7.505,6.951,7.115,2287337.87,16523752.51867,79308
1718236800000,2024-06-13,ATOMUSDT,7.775,7.799,7.345,7.441,1759285.69,13279934.86289,55500
1718150400000,2024-06-12,ATOMUSDT,7.517,7.892,7.405,7.775,1682582.18,12991528.98936,63196
1718064000000,2024-06-11,ATOMUSDT,7.855,7.864,7.373,7.517,2381580.34,18122710.26927,75118
1717977600000,2024-06-10,ATOMUSDT,7.88,7.928,7.716,7.855,1417401.44,11099909.10481,52005
1717891200000,2024-06-09,ATOMUSDT,7.757,8.35,7.726,7.88,1419071.35,11142667.94764,62567
1717804800000,2024-06-08,ATOMUSDT,8.102,8.123,7.716,7.757,1887973.15,14987731.26029,76233
1717718400000,2024-06-07,ATOMUSDT,8.617,8.708,7.5,8.102,3609416.11,29624705.44714,135082
1717632000000,2024-06-06,ATOMUSDT,8.693,8.809,8.569,8.617,1514247.32,13130636.11926,57437
1717545600000,2024-06-05,ATOMUSDT,8.539,8.738,8.494,8.692,1230124.64,10587118.39246,45220
1717459200000,2024-06-04,ATOMUSDT,8.34,8.545,8.288,8.538,1120073.92,9430744.83676,38162
1717372800000,2024-06-03,ATOMUSDT,8.295,8.498,8.242,8.339,1190069.19,10007022.00575,49763
1717286400000,2024-06-02,ATOMUSDT,8.324,8.4,8.171,8.292,942557.45,7828467.31606,35766
1717200000000,2024-06-01,ATOMUSDT,8.299,8.379,8.256,8.326,637535.43,5302851.27502,27030
1717113600000,2024-05-31,ATOMUSDT,8.541,8.542,8.242,8.3,1116070.05,9369196.1913,49915
1717027200000,2024-05-30,ATOMUSDT,8.637,8.726,8.394,8.54,1531035.37,13134634.91365,64089
1716940800000,2024-05-29,ATOMUSDT,8.722,8.911,8.619,8.637,2387217.26,20894458.01605,84738
1716854400000,2024-05-28,ATOMUSDT,8.697,8.838,8.459,8.722,2164630.22,18710387.66861,82590
1716768000000,2024-05-27,ATOMUSDT,8.404,8.734,8.39,8.695,1421907.77,12200185.8222,52925
1716681600000,2024-05-26,ATOMUSDT,8.493,8.511,8.278,8.404,1027230.76,8630355.79589,29396
1716595200000,2024-05-25,ATOMUSDT,8.461,8.543,8.418,8.491,755991.09,6410992.70792,23241
1716508800000,2024-05-24,ATOMUSDT,8.358,8.492,8.196,8.46,1268435.2,10630731.92636,35770
1716422400000,2024-05-23,ATOMUSDT,8.561,8.641,8.011,8.361,3224518.75,26926971.84854,90542
1716336000000,2024-05-22,ATOMUSDT,8.785,8.83,8.452,8.561,2279363.12,19701170.58566,63907
1716249600000,2024-05-21,ATOMUSDT,8.919,9.041,8.7,8.785,2822350.74,24959061.66123,77004
1716163200000,2024-05-20,ATOMUSDT,8.205,8.962,8.107,8.92,2924601.35,24835479.96455,92233
1716076800000,2024-05-19,ATOMUSDT,8.605,8.606,8.158,8.206,1062725.84,8910834.60691,38515
1715990400000,2024-05-18,ATOMUSDT,8.656,8.737,8.546,8.603,1176198.4,10172356.14352,38135
1715904000000,2024-05-17,ATOMUSDT,8.534,8.8,8.452,8.655,2000540.11,17279355.31584,58498
1715817600000,2024-05-16,ATOMUSDT,8.434,8.544,8.264,8.533,2000933.49,16861396.1388,53257
1715731200000,2024-05-15,ATOMUSDT,8.135,8.53,7.987,8.434,2275979.4,18742823.95975,64252
1715644800000,2024-05-14,ATOMUSDT,8.4,8.448,8.115,8.134,1403381.3,11648136.1577,48445
1715558400000,2024-05-13,ATOMUSDT,8.479,8.681,8.262,8.4,1289015.5,10933571.53675,45494
1715472000000,2024-05-12,ATOMUSDT,8.505,8.667,8.46,8.476,599377.73,5136682.05196,24518
1715385600000,2024-05-11,ATOMUSDT,8.641,8.76,8.491,8.503,899468.89,7756481.67306,42063
1715299200000,2024-05-10,ATOMUSDT,9.123,9.171,8.615,8.641,1510834.47,13445908.01384,59054
1715212800000,2024-05-09,ATOMUSDT,9.085,9.302,8.875,9.123,1880860.62,17085223.22485,65664
1715126400000,2024-05-08,ATOMUSDT,8.938,9.342,8.849,9.086,2538388.86,22987821.23155,77980
1715040000000,2024-05-07,ATOMUSDT,9.206,9.392,8.899,8.94,2173277.3,20001428.16394,68256
1714953600000,2024-05-06,ATOMUSDT,9.334,9.507,9.179,9.209,2563216.84,24015852.06563,92381
1714867200000,2024-05-05,ATOMUSDT,8.693,9.405,8.617,9.335,2010054.43,18191509.26844,87966
1714780800000,2024-05-04,ATOMUSDT,8.764,8.837,8.65,8.693,1074742.24,9396015.93517,45982
1714694400000,2024-05-03,ATOMUSDT,8.645,8.914,8.536,8.765,1583013.12,13825455.49087,56030
1714608000000,2024-05-02,ATOMUSDT,8.742,9.1,8.553,8.647,3350261.26,29396695.24586,97569
1714521600000,2024-05-01,ATOMUSDT,8.442,8.805,8.021,8.745,7381291.74,61859451.10473,187730
1714435200000,2024-04-30,ATOMUSDT,8.151,8.589,7.636,8.443,3834613.12,31104630.36815,108338
1714348800000,2024-04-29,ATOMUSDT,8.202,8.26,7.928,8.151,1604304.25,12947048.47069,49272
1714262400000,2024-04-28,ATOMUSDT,8.397,8.524,8.162,8.2,967511.23,8094290.6386,31332
1714176000000,2024-04-27,ATOMUSDT,8.303,8.478,8.0,8.397,1582145.86,13041748.46128,43169
1714089600000,2024-04-26,ATOMUSDT,8.321,8.4,8.128,8.301,1512115.22,12508600.23368,42650
1714003200000,2024-04-25,ATOMUSDT,8.407,8.503,8.208,8.321,1803804.2,15078803.84187,47690
1713916800000,2024-04-24,ATOMUSDT,8.7,8.884,8.32,8.404,2809699.41,24360189.36354,67437
1713830400000,2024-04-23,ATOMUSDT,8.918,9.243,8.663,8.7,4511757.84,39932511.7984,98240
1713744000000,2024-04-22,ATOMUSDT,8.753,9.023,8.666,8.916,2845350.87,25251515.31348,69052
1713657600000,2024-04-21,ATOMUSDT,8.677,8.823,8.489,8.756,1576144.22,13656881.58853,42038
1713571200000,2024-04-20,ATOMUSDT,8.149,8.696,8.099,8.678,1416798.6,11913465.15738,40821
1713484800000,2024-04-19,ATOMUSDT,8.198,8.382,7.608,8.15,3300468.04,26773177.18717,86745
1713398400000,2024-04-18,ATOMUSDT,8.041,8.325,7.881,8.198,2403610.91,19565084.88337,65398
1713312000000,2024-04-17,ATOMUSDT,8.166,8.284,7.784,8.041,2516746.19,20256807.80156,66468
1713225600000,2024-04-16,ATOMUSDT,8.139,8.248,7.778,8.166,3626766.78,29132098.3913,95026
1713139200000,2024-04-15,ATOMUSDT,8.336,8.735,7.86,8.136,5610585.51,46729693.41016,137410
1713052800000,2024-04-14,ATOMUSDT,8.069,8.535,7.766,8.336,6352957.94,52069681.56636,192317
1712966400000,2024-04-13,ATOMUSDT,9.371,9.375,7.243,8.07,11531760.29,95703251.72872,322105
1712880000000,2024-04-12,ATOMUSDT,10.757,10.901,8.77,9.371,6162510.94,59845374.97472,196808
1712793600000,2024-04-11,ATOMUSDT,10.814,10.947,10.583,10.758,1830743.51,19701635.83592,60135
1712707200000,2024-04-10,ATOMUSDT,10.835,10.888,10.332,10.814,2947076.02,31465453.37238,95869
1712620800000,2024-04-09,ATOMUSDT,11.304,11.324,10.769,10.837,2684683.93,29581448.67213,91361
1712534400000,2024-04-08,ATOMUSDT,11.08,11.417,10.918,11.305,2666118.35,30031612.16526,88406
1712448000000,2024-04-07,ATOMUSDT,11.099,11.234,10.933,11.081,1490999.54,16584729.15205,52245
1712361600000,2024-04-06,ATOMUSDT,10.893,11.181,10.842,11.099,1001203.11,11029880.3926,32549
1712275200000,2024-04-05,ATOMUSDT,11.013,11.058,10.634,10.893,2177322.47,23617462.22359,70028
1712188800000,2024-04-04,ATOMUSDT,10.826,11.301,10.661,11.012,2622584.9,28964332.63744,79972
1712102400000,2024-04-03,ATOMUSDT,10.968,11.236,10.647,10.825,2920598.72,32050935.5218,90621
1712016000000,2024-04-02,ATOMUSDT,11.63,11.639,10.819,10.967,3843021.89,42703895.04046,117919
1711929600000,2024-04-01,ATOMUSDT,12.293,12.39,11.382,11.63,3805052.82,44849677.09484,126622
1711843200000,2024-03-31,ATOMUSDT,12.257,12.401,12.144,12.293,1542263.18,18948936.54443,74131
1711756800000,2024-03-30,ATOMUSDT,12.518,12.846,12.22,12.257,2489403.72,31397811.85158,93395
1711670400000,2024-03-29,ATOMUSDT,12.295,12.624,12.048,12.518,3177814.36,39291186.62882,123329
1711584000000,2024-03-28,ATOMUSDT,12.63,12.662,12.16,12.295,3201435.97,39746478.42313,123273
1711497600000,2024-03-27,ATOMUSDT,12.215,13.04,11.826,12.629,6495547.33,81229442.51725,230761
1711411200000,2024-03-26,ATOMUSDT,12.184,12.377,11.927,12.215,2670963.65,32585142.07962,100464
1711324800000,2024-03-25,ATOMUSDT,11.612,12.291,11.537,12.182,2596388.72,31040108.87543,90821
1711238400000,2024-03-24,ATOMUSDT,11.337,11.678,11.275,11.611,1332136.1,15265067.40461,52438
1711152000000,2024-03-23,ATOMUSDT,11.416,11.639,11.236,11.339,1526883.75,17527790.67771,58515
1711065600000,2024-03-22,ATOMUSDT,11.634,11.838,11.096,11.416,2943359.71,33661824.67494,104966
1710979200000,2024-03-21,ATOMUSDT,11.757,11.98,11.514,11.635,2922343.76,34306576.44036,103053
1710892800000,2024-03-20,ATOMUSDT,10.892,11.786,10.691,11.755,4950241.56,55359388.60047,170773
1710806400000,2024-03-19,ATOMUSDT,11.723,11.834,10.63,10.892,6827540.33,75942625.95485,238429
1710720000000,2024-03-18,ATOMUSDT,12.266,12.44,11.537,11.723,3703431.22,44208649.62706,137445
1710633600000,2024-03-17,ATOMUSDT,11.93,12.393,11.487,12.276,3710951.48,44888891.3596,145512
1710547200000,2024-03-16,ATOMUSDT,12.634,12.9,11.602,11.931,5520599.22,68166586.55071,235485
1710460800000,2024-03-15,ATOMUSDT,13.68,13.845,11.81,12.634,7474377.89,94333067.78272,314069
1710374400000,2024-03-14,ATOMUSDT,14.113,14.274,12.91,13.68,7020397.9,95902440.29277,301422
1710288000000,2024-03-13,ATOMUSDT,13.41,14.135,13.259,14.114,4383579.57,59910643.03962,200375
1710201600000,2024-03-12,ATOMUSDT,13.707,13.829,12.65,13.41,5491243.58,73165380.05419,249941
1710115200000,2024-03-11,ATOMUSDT,13.169,13.865,12.612,13.705,5781455.71,77942485.36014,224952
1710028800000,2024-03-10,ATOMUSDT,13.347,13.552,12.865,13.171,4034257.57,53552371.65504,155755
1709942400000,2024-03-09,ATOMUSDT,13.408,13.899,13.299,13.347,3803136.9,51802868.16472,150576
1709856000000,2024-03-08,ATOMUSDT,13.898,14.001,12.906,13.408,4512796.02,60517367.57358,208736
1709769600000,2024-03-07,ATOMUSDT,14.221,14.585,13.533,13.893,5819880.7,80965199.96555,252119
1709683200000,2024-03-06,ATOMUSDT,12.0,14.301,11.531,14.222,7732011.16,99551400.77174,349315
1709596800000,2024-03-05,ATOMUSDT,12.481,12.885,10.718,12.0,10239003.83,125473281.81655,513271
1709510400000,2024-03-04,ATOMUSDT,12.157,12.847,12.071,12.48,6282955.27,78276570.59445,261934
1709424000000,2024-03-03,ATOMUSDT,12.199,12.28,11.2,12.152,3862964.14,46027973.35881,181256
1709337600000,2024-03-02,ATOMUSDT,11.642,12.2,11.594,12.199,4086507.42,48704007.39801,164351
1709251200000,2024-03-01,ATOMUSDT,11.278,11.649,11.204,11.641,3413532.85,38797105.25503,133803
1709164800000,2024-02-29,ATOMUSDT,11.397,12.233,11.001,11.282,6004179.92,70105116.34792,253654
1709078400000,2024-02-28,ATOMUSDT,11.212,11.718,10.66,11.397,5745137.63,65202333.69226,236866
1708992000000,2024-02-27,ATOMUSDT,11.135,11.493,10.832,11.21,5357462.53,60060405.92819,198139
1708905600000,2024-02-26,ATOMUSDT,10.376,11.171,10.263,11.138,4507482.24,48400263.04698,180494
1708819200000,2024-02-25,ATOMUSDT,10.418,10.451,10.213,10.375,1578418.21,16285261.64396,64866
1708732800000,2024-02-24,ATOMUSDT,9.959,10.579,9.764,10.418,3423655.76,35280416.03525,115807
1708646400000,2024-02-23,ATOMUSDT,9.787,10.059,9.676,9.957,3076138.99,30390756.53409,93529
1708560000000,2024-02-22,ATOMUSDT,9.984,10.047,9.708,9.786,2790382.09,27616787.94452,89028
1708473600000,2024-02-21,ATOMUSDT,10.368,10.369,9.734,9.983,3081154.47,30704719.47106,109546
1708387200000,2024-02-20,ATOMUSDT,10.729,10.752,10.0,10.369,3453939.8,35917410.14184,123974
1708300800000,2024-02-19,ATOMUSDT,10.593,10.788,10.478,10.729,2702153.97,28724612.18174,89851
1708214400000,2024-02-18,ATOMUSDT,10.275,10.644,10.197,10.594,2293061.53,23923347.01898,98485
1708128000000,2024-02-17,ATOMUSDT,10.237,10.331,9.876,10.275,2044705.3,20762482.23593,75121
1708041600000,2024-02-16,ATOMUSDT,10.33,10.477,9.991,10.235,2559775.31,26267517.09506,106950
1707955200000,2024-02-15,ATOMUSDT,10.243,10.453,10.083,10.329,3572996.19,36680781.73137,130932
1707868800000,2024-02-14,ATOMUSDT,10.295,10.427,10.059,10.244,3391888.05,34729887.25182,127573
1707782400000,2024-02-13,ATOMUSDT,9.911,10.382,9.868,10.293,4752142.61,47973901.12451,163487
1707696000000,2024-02-12,ATOMUSDT,9.74,10.03,9.501,9.911,3486068.51,34085804.75765,115440
1707609600000,2024-02-11,ATOMUSDT,9.97,10.266,9.633,9.74,4018120.61,39912689.5777,133285
1707523200000,2024-02-10,ATOMUSDT,10.021,10.094,9.904,9.971,1453812.45,14555189.37304,68199
1707436800000,2024-02-09,ATOMUSDT,9.642,10.199,9.612,10.02,3095124.02,30802115.3172,110729
1707350400000,2024-02-08,ATOMUSDT,9.597,9.739,9.44,9.641,2163362.38,20709782.08409,75622
1707264000000,2024-02-07,ATOMUSDT,9.13,9.668,9.12,9.597,2311057.11,21656123.33281,68939
1707177600000,2024-02-06,ATOMUSDT,9.061,9.234,9.036,9.13,1514585.93,13839257.49504,50235
1707091200000,2024-02-05,ATOMUSDT,8.963,9.18,8.843,9.058,1228189.89,11114223.34673,42401
1707004800000,2024-02-04,ATOMUSDT,9.049,9.11,8.937,8.966,857646.42,7757577.49492,32001
1706918400000,2024-02-03,ATOMUSDT,9.168,9.217,9.043,9.048,857448.01,7853784.89347,29695
1706832000000,2024-02-02,ATOMUSDT,9.137,9.284,9.09,9.167,1386186.96,12725717.71805,43760
1706745600000,2024-02-01,ATOMUSDT,9.108,9.245,8.963,9.136,1770713.9,16130455.75221,56265
1706659200000,2024-01-31,ATOMUSDT,9.41,9.449,9.013,9.108,2775564.58,25706386.89357,81950
1706572800000,2024-01-30,ATOMUSDT,9.665,9.728,9.31,9.408,1806814.14,17312033.40668,62837
1706486400000,2024-01-29,ATOMUSDT,9.431,9.695,9.382,9.664,1568666.83,15015469.91928,56980
1706400000000,2024-01-28,ATOMUSDT,9.672,9.77,9.346,9.429,1658925.92,15867482.25611,57786
1706313600000,2024-01-27,ATOMUSDT,9.63,9.733,9.433,9.671,1204603.16,11538802.91315,51811
1706227200000,2024-01-26,ATOMUSDT,9.234,9.75,9.164,9.63,1367523.54,13022973.23407,55308
1706140800000,2024-01-25,ATOMUSDT,9.344,9.36,9.051,9.234,1372898.68,12635735.80903,54427
1706054400000,2024-01-24,ATOMUSDT,9.226,9.372,9.141,9.344,1363197.3,12617001.82219,52078
1705968000000,2024-01-23,ATOMUSDT,9.178,9.34,8.7,9.23,2891628.93,26039881.16598,104623
1705881600000,2024-01-22,ATOMUSDT,9.649,9.683,9.042,9.18,2886509.38,26973547.14274,99176
1705795200000,2024-01-21,ATOMUSDT,9.843,9.944,9.624,9.651,1282178.34,12537090.43686,62667
1705708800000,2024-01-20,ATOMUSDT,9.711,9.852,9.592,9.845,1096706.67,10627619.21368,42866
1705622400000,2024-01-19,ATOMUSDT,9.7,9.893,9.27,9.71,2994846.61,28738213.48099,106829
1705536000000,2024-01-18,ATOMUSDT,10.154,10.263,9.542,9.7,2640214.97,26096536.98928,91950
1705449600000,2024-01-17,ATOMUSDT,10.287,10.35,10.032,10.153,2160975.84,21942088.93171,79101
1705363200000,2024-01-16,ATOMUSDT,10.184,10.591,10.056,10.288,2897613.39,29923786.62604,108390
1705276800000,2024-01-15,ATOMUSDT,9.998,10.407,9.967,10.183,3120614.92,31704178.52369,108915
1705190400000,2024-01-14,ATOMUSDT,10.207,10.57,9.957,9.994,2996046.1,30677458.43699,114698
1705104000000,2024-01-13,ATOMUSDT,9.964,10.344,9.654,10.208,2313015.11,23348834.19783,97493
1705017600000,2024-01-12,ATOMUSDT,10.655,10.947,9.605,9.965,5147343.63,53729041.96681,208514
1704931200000,2024-01-11,ATOMUSDT,10.39,10.899,10.207,10.655,4556173.34,48222618.48409,188083
1704844800000,2024-01-10,ATOMUSDT,9.665,10.644,9.341,10.385,4032696.59,39846469.67643,168982
1704758400000,2024-01-09,ATOMUSDT,9.948,10.07,9.37,9.666,4760005.68,46368382.9277,202509
1704672000000,2024-01-08,ATOMUSDT,9.41,9.987,8.88,9.95,4015397.82,37920481.08355,156324
1704585600000,2024-01-07,ATOMUSDT,9.827,9.914,9.31,9.41,3089679.48,30062524.1141,127209
1704499200000,2024-01-06,ATOMUSDT,10.324,10.41,9.519,9.829,4294855.09,42514843.04126,171746
1704412800000,2024-01-05,ATOMUSDT,10.268,10.8,9.737,10.328,6714398.32,68829661.89186,257068
1704326400000,2024-01-04,ATOMUSDT,9.922,10.357,9.738,10.268,4863069.88,49160431.68907,163497
1704240000000,2024-01-03,ATOMUSDT,10.96,11.382,9.123,9.922,7009719.63,72771291.92329,285937
1704153600000,2024-01-02,ATOMUSDT,11.201,11.422,10.926,10.963,3090508.99,34670475.82661,119607
1704067200000,2024-01-01,ATOMUSDT,10.6,11.204,10.452,11.201,2227784.22,24250114.1565,88025
1703980800000,2023-12-31,ATOMUSDT,10.75,10.99,10.33,10.6,2683841.16,29028564.52692,104458
1703894400000,2023-12-30,ATOMUSDT,10.986,11.032,10.568,10.75,2755027.24,29762123.58299,106791
1703808000000,2023-12-29,ATOMUSDT,11.396,11.54,10.701,10.986,4119385.67,46128625.34664,181934
1703721600000,2023-12-28,ATOMUSDT,11.962,12.219,11.293,11.4,4411529.23,51633374.68219,213093
1703635200000,2023-12-27,ATOMUSDT,11.637,12.1,11.153,11.96,3901854.62,45628943.93753,205698
1703548800000,2023-12-26,ATOMUSDT,11.894,12.6,11.069,11.637,9068321.44,108858495.20717,446861
1703462400000,2023-12-25,ATOMUSDT,11.229,12.056,11.001,11.894,4906600.46,56949371.26096,230814
1703376000000,2023-12-24,ATOMUSDT,11.33,11.75,11.054,11.233,5377444.69,61763503.13079,232239
1703289600000,2023-12-23,ATOMUSDT,11.399,11.419,11.043,11.33,3271338.98,36681628.648,122257
1703203200000,2023-12-22,ATOMUSDT,11.401,11.75,10.968,11.399,5268763.21,59625141.5836,213100
1703116800000,2023-12-21,ATOMUSDT,10.662,11.702,10.485,11.402,6570770.65,71749812.52251,212042
1703030400000,2023-12-20,ATOMUSDT,10.421,10.9,10.234,10.663,4637987.25,49387530.1439,161380
1702944000000,2023-12-19,ATOMUSDT,10.902,11.029,10.286,10.421,3602473.22,38427063.95921,144042
1702857600000,2023-12-18,ATOMUSDT,11.104,11.153,10.2,10.902,4674443.36,49824029.86881,194691
1702771200000,2023-12-17,ATOMUSDT,12.045,12.08,11.065,11.104,4560084.23,52449665.98451,213787
1702684800000,2023-12-16,ATOMUSDT,10.883,12.1,10.691,12.05,4888833.6,56211571.18943,215126
1702598400000,2023-12-15,ATOMUSDT,11.535,11.548,10.827,10.884,4172905.39,46766263.42044,181428
1702512000000,2023-12-14,ATOMUSDT,11.66,11.932,11.013,11.534,6058054.56,69546191.92516,264895
1702425600000,2023-12-13,ATOMUSDT,11.742,11.927,10.737,11.657,9214603.53,103564629.22757,472222
1702339200000,2023-12-12,ATOMUSDT,9.861,12.412,9.823,11.744,13344301.03,151383422.92332,667124
1702252800000,2023-12-11,ATOMUSDT,10.691,10.705,9.45,9.86,5747794.74,57123517.12593,277463
1702166400000,2023-12-10,ATOMUSDT,10.469,10.7,10.103,10.694,2858327.15,29818787.6423,139226
1702080000000,2023-12-09,ATOMUSDT,10.41,11.358,10.38,10.468,6755392.31,73464260.50512,326344
1701993600000,2023-12-08,ATOMUSDT,9.901,10.685,9.828,10.406,4826866.69,49368447.27863,191027
1701907200000,2023-12-07,ATOMUSDT,9.745,10.032,9.547,9.902,3873663.22,38084523.64507,168152
1701820800000,2023-12-06,ATOMUSDT,9.891,10.29,9.7,9.745,6076391.93,60514179.65518,267028
1701734400000,2023-12-05,ATOMUSDT,9.777,9.933,9.482,9.891,3816600.51,37033299.14937,166977
1701648000000,2023-12-04,ATOMUSDT,9.541,9.876,9.205,9.777,5677618.72,54499527.08746,220389
1701561600000,2023-12-03,ATOMUSDT,9.635,9.656,9.35,9.539,1811334.41,17211397.77449,82888
1701475200000,2023-12-02,ATOMUSDT,9.466,9.702,9.394,9.635,1949092.36,18599624.59878,85162
1701388800000,2023-12-01,ATOMUSDT,9.249,9.472,9.179,9.466,1851704.83,17371714.13022,71712
1701302400000,2023-11-30,ATOMUSDT,9.225,9.5,9.123,9.249,2456821.19,22807347.25114,88757
1701216000000,2023-11-29,ATOMUSDT,9.254,9.326,9.01,9.222,2472582.04,22747681.81391,84965
1701129600000,2023-11-28,ATOMUSDT,9.307,9.361,8.786,9.256,3333002.78,30325785.9503,124014
1701043200000,2023-11-27,ATOMUSDT,9.912,9.951,8.96,9.307,3895989.42,36554809.494,142186
1700956800000,2023-11-26,ATOMUSDT,9.491,10.013,9.267,9.912,6272048.44,61016056.85545,230882
1700870400000,2023-11-25,ATOMUSDT,8.908,9.675,8.841,9.491,2648668.07,24475023.80696,98262
1700784000000,2023-11-24,ATOMUSDT,8.752,9.089,8.712,8.908,2643683.77,23542454.2821,100470
1700697600000,2023-11-23,ATOMUSDT,8.805,9.077,8.657,8.744,1888757.11,16738324.78065,74597
1700611200000,2023-11-22,ATOMUSDT,8.199,8.924,8.179,8.806,2922591.38,25261636.77698,88581
1700524800000,2023-11-21,ATOMUSDT,8.966,9.078,8.188,8.203,4425541.53,38685399.47551,182544
1700438400000,2023-11-20,ATOMUSDT,9.366,9.547,8.877,8.966,3400076.82,31621651.64936,115953
1700352000000,2023-11-19,ATOMUSDT,9.23,9.396,8.966,9.365,2344474.39,21525576.55208,84958
1700265600000,2023-11-18,ATOMUSDT,9.389,9.42,8.865,9.231,3547210.02,32545707.28915,120999
1700179200000,2023-11-17,ATOMUSDT,9.594,10.223,9.038,9.39,4041826.86,38824162.03142,171521
1700092800000,2023-11-16,ATOMUSDT,9.646,10.195,9.424,9.594,5713053.52,56245429.38905,246995
1700006400000,2023-11-15,ATOMUSDT,9.116,9.793,8.951,9.646,5049213.8,47699746.56644,171977
1699920000000,2023-11-14,ATOMUSDT,9.175,9.41,8.62,9.118,6023952.47,55234079.18161,205776
1699833600000,2023-11-13,ATOMUSDT,9.528,10.579,9.169,9.173,7317236.91,72354763.71124,311867
1699747200000,2023-11-12,ATOMUSDT,9.241,9.7,8.872,9.527,3560214.76,33431860.82393,137010
1699660800000,2023-11-11,ATOMUSDT,9.178,9.449,8.859,9.239,3034301.61,27864188.47009,126631
1699574400000,2023-11-10,ATOMUSDT,9.026,9.544,8.934,9.178,5665848.6,52183873.92633,200801
1699488000000,2023-11-09,ATOMUSDT,8.65,9.066,8.13,9.023,5736471.69,50213348.80792,198241
1699401600000,2023-11-08,ATOMUSDT,8.464,8.756,8.367,8.65,2454465.66,21079233.12714,86247
1699315200000,2023-11-07,ATOMUSDT,8.734,8.742,8.153,8.463,3167265.87,26655512.76778,119275
1699228800000,2023-11-06,ATOMUSDT,8.358,8.762,8.305,8.738,3411600.26,29146967.24229,130490
1699142400000,2023-11-05,ATOMUSDT,8.092,8.55,8.046,8.358,4592113.06,38357071.11685,140557
1699056000000,2023-11-04,ATOMUSDT,7.754,8.228,7.704,8.093,3694014.76,29136344.83871,89806
1698969600000,2023-11-03,ATOMUSDT,7.833,7.834,7.514,7.754,3314326.61,25465976.95961,107031
1698883200000,2023-11-02,ATOMUSDT,7.887,8.098,7.527,7.833,4618140.27,36142420.53915,118232
1698796800000,2023-11-01,ATOMUSDT,7.927,8.031,7.538,7.886,4644560.82,36132083.31329,126165
1698710400000,2023-10-31,ATOMUSDT,8.102,8.249,7.651,7.929,5836059.21,46451474.1735,170384
1698624000000,2023-10-30,ATOMUSDT,7.313,8.145,7.199,8.105,4190291.27,32066627.06157,120035
1698537600000,2023-10-29,ATOMUSDT,7.181,7.39,7.04,7.314,1287829.94,9313290.21766,37570
1698451200000,2023-10-28,ATOMUSDT,7.026,7.222,7.019,7.183,1030981.31,7380054.9654,40408
1698364800000,2023-10-27,ATOMUSDT,7.17,7.179,6.9,7.027,1484717.96,10458365.79916,56114
1698278400000,2023-10-26,ATOMUSDT,7.118,7.379,6.902,7.168,2979952.04,21294515.12707,112185
1698192000000,2023-10-25,ATOMUSDT,7.002,7.223,6.86,7.116,2408114.3,17006015.81049,62249
1698105600000,2023-10-24,ATOMUSDT,7.033,7.313,6.72,7.002,4853520.59,34279527.96993,112506
1698019200000,2023-10-23,ATOMUSDT,6.754,7.062,6.614,7.032,2972510.41,20142546.15088,74546
1697932800000,2023-10-22,ATOMUSDT,6.629,6.762,6.503,6.755,1437084.46,9517970.25192,36182
1697846400000,2023-10-21,ATOMUSDT,6.407,6.699,6.361,6.629,1520330.15,9932537.49634,35925
1697760000000,2023-10-20,ATOMUSDT,6.263,6.484,6.247,6.407,1421213.89,9066533.98891,35672
1697673600000,2023-10-19,ATOMUSDT,6.293,6.293,6.158,6.263,1409092.49,8774930.30778,33628
1697587200000,2023-10-18,ATOMUSDT,6.444,6.484,6.287,6.292,1143198.31,7293391.93991,26523
1697500800000,2023-10-17,ATOMUSDT,6.628,6.632,6.377,6.443,1058891.37,6862448.33852,28067
1697414400000,2023-10-16,ATOMUSDT,6.601,6.805,6.558,6.627,1773544.72,11804767.18924,49379
1697328000000,2023-10-15,ATOMUSDT,6.581,6.69,6.523,6.6,1000933.93,6607754.04972,26717
1697241600000,2023-10-14,ATOMUSDT,6.565,6.661,6.559,6.581,463422.86,3064117.82604,14842
1697155200000,2023-10-13,ATOMUSDT,6.585,6.65,6.501,6.565,975899.9,6443170.46048,31963
