https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ENJ,Volume USDT,tradecount
1733961600000,2024-12-12,ENJUSDT,0.3014,0.3549,0.2974,0.3266,57769503.1,19118578.05369,161332
1733875200000,2024-12-11,ENJUSDT,0.2758,0.309,0.2629,0.3016,27008994.6,7818824.91419,80390
1733788800000,2024-12-10,ENJUSDT,0.2866,0.2937,0.2467,0.2758,58919951.9,16050625.96905,152652
1733702400000,2024-12-09,ENJUSDT,0.3647,0.3649,0.2455,0.2867,71049479.6,21688110.08518,191851
1733616000000,2024-12-08,ENJUSDT,0.3642,0.3686,0.3551,0.3649,20260608.2,7324271.44744,61706
1733529600000,2024-12-07,ENJUSDT,0.378,0.3819,0.36,0.3645,18677367.4,6898398.87626,52740
1733443200000,2024-12-06,ENJUSDT,0.3756,0.3877,0.3535,0.378,34842622.0,13004556.55151,93392
1733356800000,2024-12-05,ENJUSDT,0.3757,0.3948,0.3552,0.3755,53865113.9,20222481.93629,151233
1733270400000,2024-12-04,ENJUSDT,0.3512,0.3885,0.3429,0.3757,65043981.4,23896035.43767,159077
1733184000000,2024-12-03,ENJUSDT,0.333,0.3538,0.3121,0.3511,59105667.5,19893732.18042,141891
1733097600000,2024-12-02,ENJUSDT,0.3258,0.3361,0.2999,0.3331,50175036.0,15827896.3729,108673
1733011200000,2024-12-01,ENJUSDT,0.3294,0.3349,0.3098,0.3258,39391514.6,12682176.67425,78191
1732924800000,2024-11-30,ENJUSDT,0.303,0.357,0.2951,0.3294,59656736.8,19431868.66076,136750
1732838400000,2024-11-29,ENJUSDT,0.295,0.3058,0.2799,0.303,30968899.6,9051283.78934,69438
1732752000000,2024-11-28,ENJUSDT,0.286,0.3043,0.2699,0.2951,36862463.7,10619565.46272,75224
1732665600000,2024-11-27,ENJUSDT,0.2687,0.2976,0.2606,0.286,30923268.2,8528441.26433,63773
1732579200000,2024-11-26,ENJUSDT,0.2745,0.2897,0.2552,0.2687,49457013.8,13491158.40002,104770
1732492800000,2024-11-25,ENJUSDT,0.303,0.3051,0.268,0.2748,80657178.6,22751694.73173,159531
1732406400000,2024-11-24,ENJUSDT,0.2397,0.3139,0.2372,0.303,228681569.7,64132459.38453,427076
1732320000000,2024-11-23,ENJUSDT,0.2098,0.2423,0.2066,0.2397,62087886.6,14125848.76144,105560
1732233600000,2024-11-22,ENJUSDT,0.2004,0.2102,0.1918,0.2099,28059121.1,5622374.34952,44245
1732147200000,2024-11-21,ENJUSDT,0.1905,0.2035,0.1837,0.2005,27653185.9,5388768.38675,45960
1732060800000,2024-11-20,ENJUSDT,0.1994,0.2022,0.1849,0.1904,24853027.1,4820066.02082,42288
1731974400000,2024-11-19,ENJUSDT,0.2101,0.2173,0.1934,0.1995,47332713.5,9752687.20042,63584
1731888000000,2024-11-18,ENJUSDT,0.1734,0.2275,0.1722,0.2102,157862533.6,32633194.55413,202865
1731801600000,2024-11-17,ENJUSDT,0.1856,0.1856,0.1695,0.1734,29253389.0,5200452.01895,38927
1731715200000,2024-11-16,ENJUSDT,0.1617,0.1899,0.1603,0.1856,58461758.2,10241792.02111,78051
1731628800000,2024-11-15,ENJUSDT,0.1535,0.1618,0.1476,0.1616,17466690.1,2695846.49121,28903
1731542400000,2024-11-14,ENJUSDT,0.1589,0.1657,0.1511,0.1535,20097568.0,3165151.68694,38280
1731456000000,2024-11-13,ENJUSDT,0.1678,0.1702,0.1505,0.159,41156005.8,6535526.73849,66826
1731369600000,2024-11-12,ENJUSDT,0.1744,0.1849,0.1568,0.1677,42441748.4,7116705.61852,68905
1731283200000,2024-11-11,ENJUSDT,0.1652,0.1751,0.1611,0.1744,27607048.8,4656281.9695,43994
1731196800000,2024-11-10,ENJUSDT,0.1576,0.1767,0.1552,0.1651,28862613.7,4771408.42555,43667
1731110400000,2024-11-09,ENJUSDT,0.1518,0.1577,0.149,0.1574,11560587.0,1772906.75377,19208
1731024000000,2024-11-08,ENJUSDT,0.1494,0.1538,0.1462,0.1518,14219800.8,2134615.70384,21220
1730937600000,2024-11-07,ENJUSDT,0.1481,0.1522,0.1452,0.1494,9412369.7,1403124.12483,15049
1730851200000,2024-11-06,ENJUSDT,0.1333,0.1491,0.1333,0.148,14644830.5,2087762.94339,23499
1730764800000,2024-11-05,ENJUSDT,0.1262,0.1353,0.1261,0.1333,9570461.8,1254530.30144,13237
1730678400000,2024-11-04,ENJUSDT,0.13,0.1323,0.1239,0.1262,8101742.4,1040312.13728,12039
1730592000000,2024-11-03,ENJUSDT,0.1359,0.1365,0.125,0.1299,13546462.3,1764836.87758,23568
1730505600000,2024-11-02,ENJUSDT,0.1385,0.1406,0.1345,0.1358,5444279.8,747499.29494,10039
1730419200000,2024-11-01,ENJUSDT,0.1404,0.1441,0.1362,0.1386,12691749.2,1773475.83104,21562
1730332800000,2024-10-31,ENJUSDT,0.1483,0.149,0.1377,0.1404,12887440.6,1834359.61555,22394
1730246400000,2024-10-30,ENJUSDT,0.151,0.1514,0.1457,0.1483,11625719.0,1729928.76333,18595
1730160000000,2024-10-29,ENJUSDT,0.1475,0.1528,0.1469,0.1509,12046605.6,1798118.13392,28691
1730073600000,2024-10-28,ENJUSDT,0.1465,0.1488,0.14,0.1474,12639890.9,1823150.25358,30131
1729987200000,2024-10-27,ENJUSDT,0.1442,0.1484,0.1412,0.1463,6668286.5,960644.54516,9683
1729900800000,2024-10-26,ENJUSDT,0.1424,0.1482,0.1388,0.1442,12982627.8,1862908.95345,19421
1729814400000,2024-10-25,ENJUSDT,0.1591,0.1605,0.1363,0.1426,14420759.6,2157059.48675,24772
1729728000000,2024-10-24,ENJUSDT,0.1538,0.163,0.1511,0.159,10085258.0,1586540.50867,17543
1729641600000,2024-10-23,ENJUSDT,0.1632,0.1638,0.1487,0.1538,9691109.0,1503933.4799,15606
1729555200000,2024-10-22,ENJUSDT,0.1612,0.1669,0.1577,0.1632,10141912.7,1631888.15203,16018
1729468800000,2024-10-21,ENJUSDT,0.1687,0.172,0.1604,0.1612,15905832.6,2641140.48204,20719
1729382400000,2024-10-20,ENJUSDT,0.1567,0.1687,0.1548,0.1686,19342815.0,3160227.73829,31462
1729296000000,2024-10-19,ENJUSDT,0.1542,0.1606,0.1524,0.1567,13650501.7,2136127.68111,18874
1729209600000,2024-10-18,ENJUSDT,0.1479,0.1548,0.1459,0.154,9187893.7,1378049.37537,14682
1729123200000,2024-10-17,ENJUSDT,0.1518,0.1532,0.1443,0.1479,9008617.7,1330696.74133,16629
1729036800000,2024-10-16,ENJUSDT,0.1566,0.157,0.1495,0.1518,9455319.5,1441894.4732,14190
1728950400000,2024-10-15,ENJUSDT,0.1594,0.1607,0.1503,0.1567,12882299.6,2014754.12255,19370
1728864000000,2024-10-14,ENJUSDT,0.1512,0.1604,0.1487,0.1593,9481965.8,1474510.09487,16074
1728777600000,2024-10-13,ENJUSDT,0.1515,0.1534,0.1463,0.1512,6578759.6,986365.60624,11084
1728691200000,2024-10-12,ENJUSDT,0.1516,0.1544,0.1509,0.1514,5247548.6,801782.21825,9304
1728604800000,2024-10-11,ENJUSDT,0.1442,0.1521,0.144,0.1516,6012191.8,895056.17093,12306
1728518400000,2024-10-10,ENJUSDT,0.1421,0.1456,0.1376,0.1441,9836030.0,1394243.87481,14242
1728432000000,2024-10-09,ENJUSDT,0.1486,0.1506,0.1402,0.1422,6899569.4,1005812.50543,13993
1728345600000,2024-10-08,ENJUSDT,0.1502,0.1534,0.1463,0.1486,7391120.5,1107955.21638,13752
1728259200000,2024-10-07,ENJUSDT,0.1497,0.1542,0.1476,0.1503,8203194.5,1246769.2765,14990
1728172800000,2024-10-06,ENJUSDT,0.1483,0.1508,0.1454,0.1495,4715208.6,697940.45209,8811
1728086400000,2024-10-05,ENJUSDT,0.1487,0.1506,0.1458,0.1483,7400606.5,1096041.32244,9725
1728000000000,2024-10-04,ENJUSDT,0.141,0.1509,0.1403,0.1487,9530473.2,1392489.90938,14297
1727913600000,2024-10-03,ENJUSDT,0.1428,0.1461,0.1356,0.1411,15333686.1,2146987.98423,20634
1727827200000,2024-10-02,ENJUSDT,0.1471,0.1556,0.1388,0.1429,16468513.7,2420861.52419,24921
1727740800000,2024-10-01,ENJUSDT,0.1658,0.1746,0.1438,0.1472,25068081.6,3936795.9905,36565
1727654400000,2024-09-30,ENJUSDT,0.1784,0.184,0.1645,0.1658,24846999.2,4345421.33588,35957
1727568000000,2024-09-29,ENJUSDT,0.1696,0.1819,0.1653,0.1784,13910431.0,2424581.89138,21662
1727481600000,2024-09-28,ENJUSDT,0.1749,0.18,0.1664,0.1695,14067074.3,2433061.46352,20348
1727395200000,2024-09-27,ENJUSDT,0.1653,0.1757,0.1652,0.1749,19925001.8,3429649.131,25554
1727308800000,2024-09-26,ENJUSDT,0.1583,0.1662,0.1548,0.1654,14042352.6,2288269.96125,19934
1727222400000,2024-09-25,ENJUSDT,0.1608,0.1651,0.1568,0.1584,11318830.6,1821513.17579,15844
1727136000000,2024-09-24,ENJUSDT,0.1551,0.1613,0.1515,0.1607,11765246.7,1836654.10468,16150
1727049600000,2024-09-23,ENJUSDT,0.1506,0.1561,0.1471,0.1551,10418402.0,1595187.15042,13747
1726963200000,2024-09-22,ENJUSDT,0.1558,0.1563,0.1454,0.1508,9007023.6,1354399.20124,11147
1726876800000,2024-09-21,ENJUSDT,0.1522,0.1564,0.1483,0.1558,6213700.2,946191.56911,8709
1726790400000,2024-09-20,ENJUSDT,0.1486,0.1566,0.147,0.1522,10905414.9,1653630.50875,14326
1726704000000,2024-09-19,ENJUSDT,0.1454,0.1516,0.1454,0.1485,10665955.0,1590007.79303,13801
1726617600000,2024-09-18,ENJUSDT,0.139,0.1454,0.1333,0.1452,8951057.0,1236834.87695,11379
1726531200000,2024-09-17,ENJUSDT,0.1344,0.141,0.1329,0.1389,5717533.7,787140.26771,8176
1726444800000,2024-09-16,ENJUSDT,0.1371,0.1394,0.1329,0.1345,7893608.2,1070717.019,10716
1726358400000,2024-09-15,ENJUSDT,0.147,0.1488,0.1355,0.1373,7115193.1,1015248.75328,9713
1726272000000,2024-09-14,ENJUSDT,0.1496,0.1505,0.1451,0.147,4914243.4,725653.17176,7628
1726185600000,2024-09-13,ENJUSDT,0.1445,0.1517,0.1417,0.1496,12454922.0,1820248.23622,16214
1726099200000,2024-09-12,ENJUSDT,0.1421,0.1458,0.1411,0.1446,7042249.1,1012594.16964,10125
1726012800000,2024-09-11,ENJUSDT,0.1476,0.1477,0.1366,0.1422,11232422.0,1585901.15956,19928
1725926400000,2024-09-10,ENJUSDT,0.148,0.1498,0.1448,0.1476,9085638.7,1337016.23094,12648
1725840000000,2024-09-09,ENJUSDT,0.138,0.1496,0.1369,0.148,14475987.1,2078351.74094,22451
1725753600000,2024-09-08,ENJUSDT,0.1329,0.1395,0.1323,0.1379,6335117.3,859282.55319,12986
1725667200000,2024-09-07,ENJUSDT,0.1318,0.1342,0.1299,0.1329,8628910.3,1140026.29014,16418
1725580800000,2024-09-06,ENJUSDT,0.1341,0.1391,0.1272,0.1318,15490665.8,2068900.8817,19718
1725494400000,2024-09-05,ENJUSDT,0.1391,0.1399,0.1326,0.1341,7727239.3,1053922.99221,12040
1725408000000,2024-09-04,ENJUSDT,0.1336,0.1407,0.1277,0.1391,12611952.6,1697230.62932,17918
1725321600000,2024-09-03,ENJUSDT,0.138,0.1461,0.1334,0.1337,19557352.7,2724666.11238,26485
1725235200000,2024-09-02,ENJUSDT,0.1319,0.1386,0.1317,0.1381,6437809.8,873858.90942,11324
1725148800000,2024-09-01,ENJUSDT,0.1385,0.1396,0.1307,0.1322,6215319.5,845418.43519,10870
1725062400000,2024-08-31,ENJUSDT,0.144,0.1451,0.1378,0.1386,6760968.0,951930.40855,10219
1724976000000,2024-08-30,ENJUSDT,0.1441,0.1458,0.1354,0.1441,9008825.2,1269250.09893,16749
1724889600000,2024-08-29,ENJUSDT,0.1413,0.1489,0.1401,0.1442,7943907.2,1142456.11376,15930
1724803200000,2024-08-28,ENJUSDT,0.1428,0.151,0.1373,0.1412,13041631.5,1862279.62845,22317
1724716800000,2024-08-27,ENJUSDT,0.153,0.1569,0.1391,0.1429,9659504.9,1428250.75118,20549
1724630400000,2024-08-26,ENJUSDT,0.1611,0.1632,0.1522,0.1531,9799541.5,1545994.86229,20763
1724544000000,2024-08-25,ENJUSDT,0.1648,0.1651,0.157,0.161,8928628.4,1439360.23597,17946
1724457600000,2024-08-24,ENJUSDT,0.161,0.1686,0.1584,0.1649,11331350.6,1858930.01649,26455
1724371200000,2024-08-23,ENJUSDT,0.1489,0.1625,0.1489,0.161,14933796.3,2347071.8378,28576
1724284800000,2024-08-22,ENJUSDT,0.146,0.152,0.1443,0.1489,10874391.3,1615487.28157,18168
1724198400000,2024-08-21,ENJUSDT,0.1414,0.1478,0.1369,0.146,14739827.9,2080138.42882,22189
1724112000000,2024-08-20,ENJUSDT,0.1386,0.1451,0.1385,0.1414,10814855.7,1542617.7335,16686
1724025600000,2024-08-19,ENJUSDT,0.1383,0.1411,0.1354,0.1388,9143710.5,1261502.70668,15198
1723939200000,2024-08-18,ENJUSDT,0.1339,0.1435,0.132,0.1382,11555783.2,1605325.92652,18466
1723852800000,2024-08-17,ENJUSDT,0.1323,0.134,0.1292,0.1339,5328682.1,697796.55712,9473
1723766400000,2024-08-16,ENJUSDT,0.1309,0.1344,0.1278,0.1323,8120816.8,1065096.82769,11752
1723680000000,2024-08-15,ENJUSDT,0.1361,0.1406,0.1287,0.1309,11620033.8,1555709.16724,16832
1723593600000,2024-08-14,ENJUSDT,0.1413,0.1443,0.1347,0.1361,9429441.2,1318842.99777,15299
1723507200000,2024-08-13,ENJUSDT,0.1385,0.1433,0.136,0.1414,9660415.7,1346592.85252,14650
1723420800000,2024-08-12,ENJUSDT,0.1322,0.1407,0.1307,0.1385,13842798.0,1890382.26138,23816
1723334400000,2024-08-11,ENJUSDT,0.1411,0.1429,0.1306,0.1322,12714550.2,1750564.17297,22439
1723248000000,2024-08-10,ENJUSDT,0.1396,0.1423,0.1377,0.1413,8697944.2,1220053.29113,15427
1723161600000,2024-08-09,ENJUSDT,0.1421,0.1425,0.1362,0.1396,16738521.7,2325207.19589,26849
1723075200000,2024-08-08,ENJUSDT,0.1257,0.1427,0.1239,0.142,18782289.7,2520345.03878,28908
1722988800000,2024-08-07,ENJUSDT,0.1354,0.139,0.1228,0.1256,46925185.0,6160505.40272,56087
1722902400000,2024-08-06,ENJUSDT,0.1362,0.143,0.1331,0.1354,50128748.3,6931761.98947,56116
1722816000000,2024-08-05,ENJUSDT,0.1451,0.1468,0.1173,0.1362,52446166.0,6935015.54658,98186
1722729600000,2024-08-04,ENJUSDT,0.1524,0.1562,0.1389,0.1451,16818849.8,2482393.89045,30684
1722643200000,2024-08-03,ENJUSDT,0.1612,0.1653,0.1512,0.1524,12717673.3,1997824.93137,24563
1722556800000,2024-08-02,ENJUSDT,0.1732,0.1746,0.1586,0.1613,12523754.8,2092506.79816,26375
1722470400000,2024-08-01,ENJUSDT,0.1741,0.1761,0.1613,0.1732,13856817.2,2352806.28243,29850
1722384000000,2024-07-31,ENJUSDT,0.181,0.1839,0.1729,0.1743,10096930.3,1804473.00514,22804
1722297600000,2024-07-30,ENJUSDT,0.1843,0.1894,0.1783,0.1811,12814740.4,2374752.49112,26129
1722211200000,2024-07-29,ENJUSDT,0.1847,0.1956,0.1841,0.1846,13353033.2,2531470.37022,28961
1722124800000,2024-07-28,ENJUSDT,0.1881,0.1892,0.1826,0.1846,6221655.0,1152550.68066,14517
1722038400000,2024-07-27,ENJUSDT,0.1893,0.1922,0.1832,0.1882,8730847.7,1647891.52578,20788
1721952000000,2024-07-26,ENJUSDT,0.1808,0.1903,0.1797,0.1893,7821438.8,1458982.38414,16541
1721865600000,2024-07-25,ENJUSDT,0.1818,0.1824,0.1712,0.1808,13899235.2,2452538.60857,32156
1721779200000,2024-07-24,ENJUSDT,0.1824,0.1938,0.1807,0.1818,11807347.1,2198999.92897,26133
1721692800000,2024-07-23,ENJUSDT,0.194,0.1989,0.1807,0.1825,15977834.2,3014513.62062,36290
1721606400000,2024-07-22,ENJUSDT,0.2049,0.2054,0.1932,0.194,11694453.3,2332096.96355,26660
1721520000000,2024-07-21,ENJUSDT,0.2019,0.205,0.1905,0.2049,10843804.7,2165063.20737,25937
1721433600000,2024-07-20,ENJUSDT,0.2035,0.2059,0.2005,0.2019,10158847.9,2067935.08162,23946
1721347200000,2024-07-19,ENJUSDT,0.1932,0.2053,0.1886,0.2034,12548811.8,2485957.78735,31478
1721260800000,2024-07-18,ENJUSDT,0.1984,0.2031,0.188,0.1932,8867477.2,1734662.8066,26534
1721174400000,2024-07-17,ENJUSDT,0.1902,0.2044,0.1902,0.1983,14447798.3,2862539.77425,34233
1721088000000,2024-07-16,ENJUSDT,0.1866,0.1928,0.1794,0.1903,11364336.6,2127191.52413,32220
1721001600000,2024-07-15,ENJUSDT,0.1768,0.1878,0.1763,0.1866,9841480.0,1781047.24105,26627
1720915200000,2024-07-14,ENJUSDT,0.1679,0.1786,0.1678,0.1769,12459383.4,2139614.9973,27041
1720828800000,2024-07-13,ENJUSDT,0.1647,0.17,0.1626,0.1679,6532646.2,1089014.68431,17320
1720742400000,2024-07-12,ENJUSDT,0.1625,0.1655,0.1582,0.1647,9618131.0,1554375.95596,22339
1720656000000,2024-07-11,ENJUSDT,0.1658,0.1725,0.1614,0.1626,12687636.3,2106302.51599,27684
1720569600000,2024-07-10,ENJUSDT,0.1661,0.1719,0.164,0.1659,9207452.9,1540102.5405,22778
1720483200000,2024-07-09,ENJUSDT,0.1631,0.1786,0.1613,0.1662,10774133.1,1788113.97967,25884
1720396800000,2024-07-08,ENJUSDT,0.1594,0.17,0.1512,0.1631,13422858.4,2168976.82687,39152
1720310400000,2024-07-07,ENJUSDT,0.1713,0.1713,0.1585,0.1592,7973514.9,1321207.57966,25033
1720224000000,2024-07-06,ENJUSDT,0.1643,0.1729,0.1595,0.1714,16784051.9,2753064.24955,35688
1720137600000,2024-07-05,ENJUSDT,0.1594,0.1682,0.1351,0.1642,45034497.5,6776760.40313,82803
1720051200000,2024-07-04,ENJUSDT,0.1855,0.1862,0.158,0.1593,20013326.7,3431686.87989,43627
1719964800000,2024-07-03,ENJUSDT,0.1919,0.1933,0.1823,0.1857,10215553.5,1915644.46635,28605
1719878400000,2024-07-02,ENJUSDT,0.1945,0.2002,0.1913,0.1919,7084440.0,1382364.95804,23699
1719792000000,2024-07-01,ENJUSDT,0.1946,0.1984,0.1931,0.1945,6822149.7,1334183.54255,19513
1719705600000,2024-06-30,ENJUSDT,0.1871,0.1947,0.1859,0.1946,7023557.8,1333065.1519,19601
1719619200000,2024-06-29,ENJUSDT,0.191,0.1962,0.186,0.1871,7163602.5,1371158.86542,19380
1719532800000,2024-06-28,ENJUSDT,0.1962,0.1985,0.1888,0.191,19249546.6,3723748.53115,34858
1719446400000,2024-06-27,ENJUSDT,0.1998,0.2042,0.1945,0.1962,18276836.4,3638077.00101,37329
1719360000000,2024-06-26,ENJUSDT,0.2041,0.2075,0.1981,0.1998,9509289.6,1924555.87309,24554
1719273600000,2024-06-25,ENJUSDT,0.2008,0.2077,0.1989,0.2041,14546920.3,2960761.72325,33742
1719187200000,2024-06-24,ENJUSDT,0.1887,0.2012,0.1785,0.2008,33931776.7,6531178.62898,70991
1719100800000,2024-06-23,ENJUSDT,0.1914,0.1972,0.1827,0.1888,14323046.6,2716523.25658,32761
1719014400000,2024-06-22,ENJUSDT,0.1932,0.1949,0.1899,0.1914,11629898.1,2238981.51894,27895
1718928000000,2024-06-21,ENJUSDT,0.1917,0.2005,0.1895,0.1932,30753654.8,5991132.69473,46859
1718841600000,2024-06-20,ENJUSDT,0.1905,0.2015,0.1895,0.1918,10584602.2,2064800.1411,21457
1718755200000,2024-06-19,ENJUSDT,0.1879,0.1965,0.1861,0.1905,11852922.0,2271459.93899,22098
1718668800000,2024-06-18,ENJUSDT,0.2042,0.2053,0.17,0.1879,39499715.8,7364753.42544,62629
1718582400000,2024-06-17,ENJUSDT,0.2197,0.2208,0.1957,0.2041,21445137.8,4452603.90897,37807
1718496000000,2024-06-16,ENJUSDT,0.2147,0.2216,0.2115,0.2197,7090033.2,1538086.116,15007
1718409600000,2024-06-15,ENJUSDT,0.2134,0.2204,0.2122,0.2147,10495905.2,2278248.47271,22808
1718323200000,2024-06-14,ENJUSDT,0.2257,0.2304,0.2052,0.2134,20670802.0,4499035.47527,50031
1718236800000,2024-06-13,ENJUSDT,0.24,0.24,0.2233,0.2257,12947444.5,2969737.84559,33543
1718150400000,2024-06-12,ENJUSDT,0.2347,0.2464,0.2298,0.24,22935361.8,5473381.25158,50018
1718064000000,2024-06-11,ENJUSDT,0.2501,0.2529,0.229,0.2347,19449910.2,4642871.92126,41210
1717977600000,2024-06-10,ENJUSDT,0.2579,0.258,0.2461,0.25,10282980.8,2595693.48604,27845
1717891200000,2024-06-09,ENJUSDT,0.252,0.2603,0.25,0.2579,7062564.1,1805770.69895,19510
1717804800000,2024-06-08,ENJUSDT,0.2661,0.2705,0.2494,0.2519,17611973.9,4538287.60502,45295
1717718400000,2024-06-07,ENJUSDT,0.2992,0.3008,0.2323,0.2661,33156551.4,8920175.69072,76588
1717632000000,2024-06-06,ENJUSDT,0.303,0.3055,0.293,0.299,17700609.4,5302721.73136,35423
1717545600000,2024-06-05,ENJUSDT,0.2949,0.3063,0.2948,0.303,26211273.1,7905445.02467,57540
1717459200000,2024-06-04,ENJUSDT,0.2983,0.304,0.2924,0.2948,22859010.6,6817637.02991,47878
1717372800000,2024-06-03,ENJUSDT,0.2985,0.3126,0.296,0.2984,22689199.6,6950013.74,51282
1717286400000,2024-06-02,ENJUSDT,0.3124,0.3159,0.2923,0.2986,21513486.5,6547240.98957,53001
1717200000000,2024-06-01,ENJUSDT,0.3175,0.32,0.3092,0.3125,29946301.9,9405520.03123,65443
1717113600000,2024-05-31,ENJUSDT,0.3542,0.3564,0.3084,0.3175,40187764.3,13015310.91278,100743
1717027200000,2024-05-30,ENJUSDT,0.3572,0.3714,0.351,0.3542,8017233.0,2889258.82189,31113
1716940800000,2024-05-29,ENJUSDT,0.3647,0.3723,0.3553,0.3567,8152317.5,2964053.49466,35037
1716854400000,2024-05-28,ENJUSDT,0.3844,0.3978,0.3575,0.3645,20981167.9,7888234.25136,74609
1716768000000,2024-05-27,ENJUSDT,0.3409,0.389,0.3385,0.3846,23012367.0,8512622.68582,78045
1716681600000,2024-05-26,ENJUSDT,0.3519,0.355,0.3382,0.3411,5822143.3,2019319.03149,16974
1716595200000,2024-05-25,ENJUSDT,0.35,0.3566,0.3449,0.352,5456444.1,1910898.99497,19339
1716508800000,2024-05-24,ENJUSDT,0.3487,0.3649,0.3408,0.3502,8654273.8,3040668.17913,30062
1716422400000,2024-05-23,ENJUSDT,0.3578,0.3709,0.3232,0.3487,18896138.7,6559565.56388,74913
1716336000000,2024-05-22,ENJUSDT,0.3568,0.3751,0.3506,0.3578,21728836.7,7903794.74301,84959
1716249600000,2024-05-21,ENJUSDT,0.3336,0.3642,0.3295,0.3568,26795131.5,9305208.80053,90407
1716163200000,2024-05-20,ENJUSDT,0.3079,0.3344,0.3028,0.3336,11513002.3,3718799.1024,42391
1716076800000,2024-05-19,ENJUSDT,0.323,0.33,0.3059,0.3079,5732189.8,1818957.79652,22935
1715990400000,2024-05-18,ENJUSDT,0.3193,0.3244,0.3143,0.323,6307558.4,2020157.2708,22956
1715904000000,2024-05-17,ENJUSDT,0.2994,0.3269,0.2972,0.3192,12499242.6,3937472.35586,42122
1715817600000,2024-05-16,ENJUSDT,0.2993,0.3028,0.2876,0.2994,8911674.1,2649613.08264,26669
1715731200000,2024-05-15,ENJUSDT,0.2837,0.3008,0.2792,0.2993,18372829.2,5323568.21606,56577
1715644800000,2024-05-14,ENJUSDT,0.2794,0.2901,0.2695,0.2837,20558572.9,5749527.43696,53796
1715558400000,2024-05-13,ENJUSDT,0.2804,0.2874,0.2675,0.2794,9288361.7,2589503.47266,30970
1715472000000,2024-05-12,ENJUSDT,0.283,0.2875,0.2792,0.2803,4357316.0,1234025.24978,14069
1715385600000,2024-05-11,ENJUSDT,0.2833,0.2893,0.2807,0.283,4328407.1,1233335.80984,18938
1715299200000,2024-05-10,ENJUSDT,0.2959,0.3009,0.2799,0.2833,8901286.4,2586745.69988,34656
1715212800000,2024-05-09,ENJUSDT,0.2822,0.2992,0.275,0.2959,8448864.1,2409612.77465,31213
1715126400000,2024-05-08,ENJUSDT,0.2896,0.2907,0.2793,0.2822,13461066.2,3835118.55435,37072
1715040000000,2024-05-07,ENJUSDT,0.3,0.3069,0.2892,0.2897,9869246.3,2968608.76102,31069
1714953600000,2024-05-06,ENJUSDT,0.3083,0.318,0.2994,0.3,12567222.9,3857148.56741,37341
1714867200000,2024-05-05,ENJUSDT,0.3071,0.3115,0.2986,0.3082,8605673.8,2627930.02147,25355
1714780800000,2024-05-04,ENJUSDT,0.3091,0.3125,0.3054,0.307,6138645.8,1893106.59359,19877
1714694400000,2024-05-03,ENJUSDT,0.3021,0.318,0.2947,0.309,9423074.7,2864931.10364,28107
1714608000000,2024-05-02,ENJUSDT,0.2939,0.306,0.2865,0.3021,8542228.7,2539014.9324,26041
1714521600000,2024-05-01,ENJUSDT,0.2843,0.2973,0.2695,0.2941,16016057.4,4544100.56079,56267
1714435200000,2024-04-30,ENJUSDT,0.3017,0.3049,0.2742,0.2844,15957001.0,4558415.83764,48765
1714348800000,2024-04-29,ENJUSDT,0.3024,0.3094,0.2932,0.3015,14077826.9,4211260.55779,37076
1714262400000,2024-04-28,ENJUSDT,0.3171,0.34,0.3006,0.3023,20358906.1,6391120.60514,51134
1714176000000,2024-04-27,ENJUSDT,0.3297,0.3311,0.3125,0.317,12024346.7,3865599.02908,38899
1714089600000,2024-04-26,ENJUSDT,0.3378,0.3403,0.3244,0.3294,8095416.0,2689096.74382,30770
1714003200000,2024-04-25,ENJUSDT,0.3315,0.343,0.3224,0.3378,7833925.1,2599045.02176,26502
1713916800000,2024-04-24,ENJUSDT,0.3476,0.3598,0.3271,0.3314,12304839.4,4245792.31428,37027
1713830400000,2024-04-23,ENJUSDT,0.3493,0.3544,0.3405,0.3476,8106582.1,2816333.83431,26136
1713744000000,2024-04-22,ENJUSDT,0.3413,0.3572,0.3388,0.3492,9610943.6,3359542.43739,31606
1713657600000,2024-04-21,ENJUSDT,0.3535,0.3551,0.3316,0.3411,8976426.6,3081680.9516,31550
1713571200000,2024-04-20,ENJUSDT,0.3321,0.3549,0.3282,0.3537,8822054.7,3002281.01818,31040
1713484800000,2024-04-19,ENJUSDT,0.3266,0.346,0.2988,0.3319,14293667.8,4661063.99648,46858
1713398400000,2024-04-18,ENJUSDT,0.3167,0.3292,0.31,0.3268,10001226.9,3208758.30157,30412
1713312000000,2024-04-17,ENJUSDT,0.3224,0.3267,0.3,0.317,14171667.0,4456613.74432,40912
1713225600000,2024-04-16,ENJUSDT,0.3169,0.3271,0.303,0.3223,14464019.9,4572730.89859,43119
1713139200000,2024-04-15,ENJUSDT,0.3362,0.3519,0.3057,0.3166,19818129.4,6575824.17749,54164
1713052800000,2024-04-14,ENJUSDT,0.3084,0.3415,0.294,0.3366,31527416.5,9928637.02512,86208
1712966400000,2024-04-13,ENJUSDT,0.3608,0.361,0.26,0.3084,59828201.2,19070793.21325,170124
1712880000000,2024-04-12,ENJUSDT,0.4451,0.4539,0.32,0.3609,40331245.9,15355971.45002,134928
1712793600000,2024-04-11,ENJUSDT,0.4443,0.465,0.4391,0.4452,9508495.2,4275768.90944,28537
