https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume SAND,Volume USDT,tradecount
1732838400000,2024-11-29,SANDUSDT,0.6159,0.6923,0.6094,0.6556,221801208.0,145238646.1736,409887
1732752000000,2024-11-28,SANDUSDT,0.6239,0.6239,0.5802,0.6161,97992205.0,58731924.7157,167859
1732665600000,2024-11-27,SANDUSDT,0.6121,0.6388,0.5774,0.6238,205980416.0,125892379.7224,380813
1732579200000,2024-11-26,SANDUSDT,0.6996,0.7066,0.5809,0.6122,300240853.0,189797685.1563,558887
1732492800000,2024-11-25,SANDUSDT,0.7727,0.868,0.6747,0.6996,748521136.0,572820511.1292,1783517
1732406400000,2024-11-24,SANDUSDT,0.4381,0.8166,0.4292,0.773,859701258.0,517774563.057,1816597
1732320000000,2024-11-23,SANDUSDT,0.3771,0.4591,0.3718,0.4381,156812030.0,64607599.7195,241716
1732233600000,2024-11-22,SANDUSDT,0.3479,0.3789,0.3414,0.3772,73767557.0,26234298.9767,89772
1732147200000,2024-11-21,SANDUSDT,0.3332,0.3529,0.3233,0.3478,46903795.0,16015499.1239,63967
1732060800000,2024-11-20,SANDUSDT,0.3492,0.3522,0.3253,0.3331,30793565.0,10392895.5022,48500
1731974400000,2024-11-19,SANDUSDT,0.3595,0.3609,0.3366,0.3491,43231583.0,15049758.3679,54268
1731888000000,2024-11-18,SANDUSDT,0.3485,0.3728,0.344,0.3593,77633871.0,27788634.6982,97577
1731801600000,2024-11-17,SANDUSDT,0.3946,0.3985,0.3407,0.3484,120079198.0,43278201.5289,167054
1731715200000,2024-11-16,SANDUSDT,0.2914,0.4026,0.2896,0.3946,236581735.0,81874238.4823,303320
1731628800000,2024-11-15,SANDUSDT,0.2742,0.2916,0.2662,0.2915,41522879.0,11612740.1397,55822
1731542400000,2024-11-14,SANDUSDT,0.2838,0.2927,0.2681,0.2742,44495292.0,12434468.3935,73856
1731456000000,2024-11-13,SANDUSDT,0.3012,0.3081,0.2744,0.2838,74858768.0,21621926.3907,103341
1731369600000,2024-11-12,SANDUSDT,0.3058,0.3223,0.2817,0.3015,87338770.0,26337535.3516,113123
1731283200000,2024-11-11,SANDUSDT,0.2892,0.3074,0.2843,0.3056,51787598.0,15288852.2769,73167
1731196800000,2024-11-10,SANDUSDT,0.2753,0.3003,0.2707,0.2891,56784078.0,16243025.7186,81328
1731110400000,2024-11-09,SANDUSDT,0.2648,0.2767,0.2582,0.2752,27200499.0,7207174.4824,32027
1731024000000,2024-11-08,SANDUSDT,0.2583,0.265,0.2525,0.2648,23248571.0,6021200.5945,30182
1730937600000,2024-11-07,SANDUSDT,0.2558,0.2623,0.2533,0.258,23732768.0,6103926.4756,27489
1730851200000,2024-11-06,SANDUSDT,0.2372,0.2571,0.237,0.2557,21073700.0,5279268.8311,31197
1730764800000,2024-11-05,SANDUSDT,0.2276,0.2396,0.2261,0.2371,10662575.0,2497130.6224,12417
1730678400000,2024-11-04,SANDUSDT,0.2324,0.2362,0.2232,0.2275,11462301.0,2644364.0388,14155
1730592000000,2024-11-03,SANDUSDT,0.2399,0.2408,0.2239,0.2325,20320268.0,4692089.3838,22969
1730505600000,2024-11-02,SANDUSDT,0.2441,0.2471,0.2379,0.2398,11558694.0,2795958.5662,12412
1730419200000,2024-11-01,SANDUSDT,0.2434,0.2496,0.2368,0.2442,20691142.0,5008922.2429,20455
1730332800000,2024-10-31,SANDUSDT,0.2564,0.2574,0.2409,0.2435,16011495.0,3981121.532,16988
1730246400000,2024-10-30,SANDUSDT,0.26,0.2606,0.251,0.2565,18921276.0,4843297.3118,19359
1730160000000,2024-10-29,SANDUSDT,0.2531,0.2626,0.2525,0.26,24086679.0,6181112.5946,29914
1730073600000,2024-10-28,SANDUSDT,0.2516,0.2564,0.2424,0.253,18034787.0,4491171.9049,29238
1729987200000,2024-10-27,SANDUSDT,0.2478,0.2541,0.2465,0.2515,8233373.0,2061859.4744,9817
1729900800000,2024-10-26,SANDUSDT,0.2433,0.2485,0.2385,0.2479,17894511.0,4367436.1062,19087
1729814400000,2024-10-25,SANDUSDT,0.2664,0.2673,0.2345,0.2434,22996976.0,5875415.53,32616
1729728000000,2024-10-24,SANDUSDT,0.2644,0.2692,0.2581,0.2664,13528877.0,3574373.2337,17813
1729641600000,2024-10-23,SANDUSDT,0.2805,0.2828,0.2572,0.2644,18431977.0,4941533.3808,23403
1729555200000,2024-10-22,SANDUSDT,0.2764,0.2817,0.2674,0.2803,17666773.0,4846891.0384,20900
1729468800000,2024-10-21,SANDUSDT,0.287,0.2906,0.2757,0.2764,22224751.0,6290201.8243,25594
1729382400000,2024-10-20,SANDUSDT,0.2808,0.2895,0.2774,0.287,31665155.0,9030451.6764,34562
1729296000000,2024-10-19,SANDUSDT,0.281,0.2971,0.2756,0.2808,48333063.0,13900638.662,60736
1729209600000,2024-10-18,SANDUSDT,0.2585,0.2819,0.2562,0.281,24205091.0,6546327.4002,27272
1729123200000,2024-10-17,SANDUSDT,0.2692,0.2705,0.2529,0.2586,14555631.0,3783472.4552,16421
1729036800000,2024-10-16,SANDUSDT,0.2703,0.2715,0.2636,0.2692,13151758.0,3516790.459,16013
1728950400000,2024-10-15,SANDUSDT,0.277,0.2784,0.2604,0.2703,23246281.0,6296695.7118,26188
1728864000000,2024-10-14,SANDUSDT,0.2623,0.2793,0.2592,0.2769,15127503.0,4104793.6767,24267
1728777600000,2024-10-13,SANDUSDT,0.2648,0.2686,0.2565,0.2621,10449433.0,2752385.8485,13774
1728691200000,2024-10-12,SANDUSDT,0.2592,0.2671,0.2583,0.2648,9685122.0,2551953.0579,13749
1728604800000,2024-10-11,SANDUSDT,0.2476,0.2603,0.2468,0.2589,9316595.0,2375516.4997,14285
1728518400000,2024-10-10,SANDUSDT,0.2454,0.2498,0.2398,0.2476,10933394.0,2682161.7243,14344
1728432000000,2024-10-09,SANDUSDT,0.2509,0.2542,0.2416,0.2454,11061214.0,2741592.4465,14652
1728345600000,2024-10-08,SANDUSDT,0.2543,0.258,0.2485,0.2509,12560493.0,3181788.1498,16470
1728259200000,2024-10-07,SANDUSDT,0.2577,0.264,0.2534,0.2542,11807109.0,3061832.7215,14030
1728172800000,2024-10-06,SANDUSDT,0.2521,0.259,0.2506,0.2576,6254276.0,1595053.1526,7466
1728086400000,2024-10-05,SANDUSDT,0.2526,0.2558,0.2486,0.252,5835504.0,1474973.2071,8178
1728000000000,2024-10-04,SANDUSDT,0.2451,0.2546,0.2435,0.2526,12629046.0,3154661.0078,15463
1727913600000,2024-10-03,SANDUSDT,0.2435,0.2484,0.2354,0.2453,15537754.0,3749381.1275,21060
1727827200000,2024-10-02,SANDUSDT,0.2492,0.2573,0.238,0.2435,17495662.0,4349795.6372,24370
1727740800000,2024-10-01,SANDUSDT,0.27,0.2791,0.2418,0.2492,27524924.0,7157184.1604,40680
1727654400000,2024-09-30,SANDUSDT,0.2902,0.2924,0.2672,0.2701,17449123.0,4898620.1388,26153
1727568000000,2024-09-29,SANDUSDT,0.2921,0.2955,0.2844,0.2903,11281612.0,3269042.5291,16842
1727481600000,2024-09-28,SANDUSDT,0.3003,0.3014,0.287,0.292,12295190.0,3604519.7853,16510
1727395200000,2024-09-27,SANDUSDT,0.2905,0.3032,0.2891,0.3002,16888266.0,5020146.4808,21560
1727308800000,2024-09-26,SANDUSDT,0.2763,0.2909,0.2723,0.2905,13521242.0,3836806.3279,19609
1727222400000,2024-09-25,SANDUSDT,0.2839,0.2889,0.2747,0.2762,14662242.0,4115207.2545,18607
1727136000000,2024-09-24,SANDUSDT,0.2778,0.2857,0.2718,0.2837,18278558.0,5110396.6046,17470
1727049600000,2024-09-23,SANDUSDT,0.2768,0.2835,0.2711,0.2777,10651616.0,2957949.8571,15384
1726963200000,2024-09-22,SANDUSDT,0.288,0.2889,0.2688,0.2769,11376440.0,3174004.6597,13232
1726876800000,2024-09-21,SANDUSDT,0.2718,0.2899,0.2704,0.2881,13142710.0,3698132.1323,15468
1726790400000,2024-09-20,SANDUSDT,0.2683,0.2764,0.2645,0.272,10044255.0,2721937.6168,13120
1726704000000,2024-09-19,SANDUSDT,0.2572,0.2706,0.2572,0.2684,13920759.0,3682651.951,17362
1726617600000,2024-09-18,SANDUSDT,0.2518,0.2574,0.2415,0.257,11888423.0,2963042.491,14805
1726531200000,2024-09-17,SANDUSDT,0.2426,0.255,0.2398,0.2519,9018186.0,2248321.6432,11606
1726444800000,2024-09-16,SANDUSDT,0.2452,0.2488,0.2396,0.2426,7700181.0,1874313.6401,10736
1726358400000,2024-09-15,SANDUSDT,0.2552,0.2573,0.2431,0.2453,7859103.0,1978046.2116,10667
1726272000000,2024-09-14,SANDUSDT,0.2611,0.2614,0.2518,0.2552,11882486.0,3038075.8783,11786
1726185600000,2024-09-13,SANDUSDT,0.2597,0.2638,0.2557,0.2611,13073001.0,3403492.9807,14542
1726099200000,2024-09-12,SANDUSDT,0.2542,0.26,0.2533,0.2596,9602485.0,2467482.0208,10367
1726012800000,2024-09-11,SANDUSDT,0.2546,0.2556,0.2438,0.2543,8548518.0,2138772.077,10499
1725926400000,2024-09-10,SANDUSDT,0.2543,0.2573,0.2497,0.2545,8293941.0,2100890.0979,9461
1725840000000,2024-09-09,SANDUSDT,0.2448,0.2579,0.2436,0.2543,8700121.0,2187454.8347,12676
1725753600000,2024-09-08,SANDUSDT,0.2396,0.2481,0.2385,0.2445,5411702.0,1317488.5438,7828
1725667200000,2024-09-07,SANDUSDT,0.2348,0.2435,0.2337,0.2395,5985931.0,1432017.8483,7808
1725580800000,2024-09-06,SANDUSDT,0.2436,0.2495,0.2263,0.2349,29010448.0,6996871.8873,24067
1725494400000,2024-09-05,SANDUSDT,0.25,0.2515,0.2414,0.2438,7804881.0,1924507.021,14098
1725408000000,2024-09-04,SANDUSDT,0.2418,0.2544,0.2292,0.2501,15683348.0,3831125.6664,18771
1725321600000,2024-09-03,SANDUSDT,0.2503,0.2548,0.241,0.2418,9177219.0,2278710.0846,13915
1725235200000,2024-09-02,SANDUSDT,0.2353,0.2536,0.2342,0.2504,17183750.0,4153259.9009,18012
1725148800000,2024-09-01,SANDUSDT,0.2516,0.2527,0.2345,0.2354,11090474.0,2709643.2066,16067
1725062400000,2024-08-31,SANDUSDT,0.2553,0.2577,0.2492,0.2518,4612766.0,1173386.5242,13102
1724976000000,2024-08-30,SANDUSDT,0.2525,0.2599,0.2432,0.2554,12884315.0,3263933.9396,23678
1724889600000,2024-08-29,SANDUSDT,0.2538,0.2625,0.2488,0.2526,17516001.0,4475300.8789,17370
1724803200000,2024-08-28,SANDUSDT,0.2597,0.2644,0.2472,0.254,17556864.0,4496848.9576,27050
1724716800000,2024-08-27,SANDUSDT,0.2785,0.2845,0.2537,0.2597,13913844.0,3777748.7871,24918
1724630400000,2024-08-26,SANDUSDT,0.2945,0.2976,0.2767,0.2785,11189549.0,3208458.3139,18549
1724544000000,2024-08-25,SANDUSDT,0.3032,0.3038,0.2891,0.2945,12663320.0,3745577.167,20644
1724457600000,2024-08-24,SANDUSDT,0.3002,0.3093,0.2964,0.3035,12776677.0,3857638.7164,22311
1724371200000,2024-08-23,SANDUSDT,0.2759,0.3025,0.2759,0.3002,19256766.0,5564256.4548,30034
1724284800000,2024-08-22,SANDUSDT,0.2742,0.2777,0.2683,0.2759,8561298.0,2350671.022,18309
1724198400000,2024-08-21,SANDUSDT,0.2614,0.2775,0.2591,0.2741,9077264.0,2425860.4426,19061
1724112000000,2024-08-20,SANDUSDT,0.26,0.2661,0.2561,0.2614,9580942.0,2512988.4365,16238
1724025600000,2024-08-19,SANDUSDT,0.2553,0.2611,0.2507,0.26,9950978.0,2539655.4529,16807
1723939200000,2024-08-18,SANDUSDT,0.2525,0.2621,0.2477,0.2553,12645977.0,3242423.0403,17671
1723852800000,2024-08-17,SANDUSDT,0.2486,0.2526,0.2471,0.2525,5149153.0,1282632.9257,9164
1723766400000,2024-08-16,SANDUSDT,0.2476,0.2513,0.2414,0.2488,9641071.0,2385965.8031,14490
1723680000000,2024-08-15,SANDUSDT,0.2555,0.2623,0.2443,0.2475,14175773.0,3595823.1887,19504
1723593600000,2024-08-14,SANDUSDT,0.2666,0.2677,0.2528,0.2556,12270061.0,3194582.0651,15764
1723507200000,2024-08-13,SANDUSDT,0.2638,0.2712,0.2559,0.2666,6846583.0,1803851.4875,11891
1723420800000,2024-08-12,SANDUSDT,0.2517,0.2675,0.249,0.2637,11567712.0,2994905.332,17953
1723334400000,2024-08-11,SANDUSDT,0.2715,0.2743,0.2492,0.2516,9019923.0,2368316.1702,13970
1723248000000,2024-08-10,SANDUSDT,0.2647,0.2751,0.2623,0.2715,6617228.0,1775301.7274,11602
1723161600000,2024-08-09,SANDUSDT,0.267,0.267,0.258,0.2647,8266061.0,2173350.8753,13044
1723075200000,2024-08-08,SANDUSDT,0.2385,0.268,0.2338,0.2671,16431085.0,4164993.2908,23584
1722988800000,2024-08-07,SANDUSDT,0.246,0.2524,0.2333,0.2385,15034057.0,3658971.4054,24851
1722902400000,2024-08-06,SANDUSDT,0.2378,0.2533,0.2376,0.246,15809410.0,3895274.0956,31607
1722816000000,2024-08-05,SANDUSDT,0.2604,0.263,0.2082,0.2377,70222639.6,16108199.7881,138538
1722729600000,2024-08-04,SANDUSDT,0.2728,0.2795,0.2498,0.2605,18363191.0,4840481.1969,32718
1722643200000,2024-08-03,SANDUSDT,0.2837,0.2914,0.2646,0.2728,15103066.0,4188853.9479,25165
1722556800000,2024-08-02,SANDUSDT,0.3025,0.3048,0.2777,0.2838,18977960.0,5492491.0325,29275
1722470400000,2024-08-01,SANDUSDT,0.3094,0.3116,0.2841,0.3027,17234705.0,5148797.3728,29217
1722384000000,2024-07-31,SANDUSDT,0.3246,0.3323,0.3077,0.3094,9953846.0,3177410.1815,23345
1722297600000,2024-07-30,SANDUSDT,0.3277,0.3364,0.3194,0.3246,6543646.0,2154926.1719,14640
1722211200000,2024-07-29,SANDUSDT,0.3284,0.3444,0.3272,0.3279,8965110.0,3012952.3285,17290
1722124800000,2024-07-28,SANDUSDT,0.3372,0.3372,0.3255,0.3284,5460808.0,1804698.1028,9145
1722038400000,2024-07-27,SANDUSDT,0.3287,0.3412,0.3259,0.3372,12301207.0,4117310.8816,21414
1721952000000,2024-07-26,SANDUSDT,0.3068,0.3295,0.3063,0.3288,9074600.0,2892632.2997,14607
1721865600000,2024-07-25,SANDUSDT,0.3185,0.32,0.2966,0.3067,12823756.0,3926183.6305,26882
1721779200000,2024-07-24,SANDUSDT,0.3208,0.3323,0.3159,0.3187,10237773.0,3328942.0524,18225
1721692800000,2024-07-23,SANDUSDT,0.3319,0.338,0.316,0.3208,10138735.0,3309119.1495,20662
1721606400000,2024-07-22,SANDUSDT,0.3482,0.3495,0.3285,0.332,8395356.0,2835165.7056,15515
1721520000000,2024-07-21,SANDUSDT,0.3458,0.3505,0.328,0.3481,10708900.0,3675513.4072,19739
1721433600000,2024-07-20,SANDUSDT,0.3411,0.35,0.3383,0.3458,9348496.0,3219806.0734,16714
1721347200000,2024-07-19,SANDUSDT,0.3217,0.3441,0.3156,0.3412,14509919.0,4789770.5571,30773
1721260800000,2024-07-18,SANDUSDT,0.3336,0.3484,0.3156,0.3217,19203789.0,6405379.7591,37246
1721174400000,2024-07-17,SANDUSDT,0.3359,0.3455,0.3326,0.3335,10653345.0,3618129.2094,24616
1721088000000,2024-07-16,SANDUSDT,0.3396,0.3437,0.3232,0.3358,12078115.0,4043825.2977,31435
1721001600000,2024-07-15,SANDUSDT,0.3237,0.3424,0.3227,0.3397,10725709.0,3529590.6073,23995
1720915200000,2024-07-14,SANDUSDT,0.3167,0.3263,0.3127,0.3237,8408670.0,2676494.7871,21325
1720828800000,2024-07-13,SANDUSDT,0.3118,0.3186,0.3094,0.3167,6062480.0,1906622.4609,15507
1720742400000,2024-07-12,SANDUSDT,0.2989,0.3119,0.2961,0.3117,6905202.0,2089827.7181,16199
1720656000000,2024-07-11,SANDUSDT,0.301,0.3107,0.2968,0.2989,9351606.0,2833317.9849,23464
1720569600000,2024-07-10,SANDUSDT,0.297,0.3051,0.2932,0.3012,11200222.0,3357737.2233,30501
1720483200000,2024-07-09,SANDUSDT,0.2911,0.2986,0.2888,0.297,14910608.0,4386998.7617,33768
1720396800000,2024-07-08,SANDUSDT,0.2839,0.3042,0.2704,0.2911,21696382.0,6302598.2532,46833
1720310400000,2024-07-07,SANDUSDT,0.3046,0.3054,0.2821,0.2839,10618752.0,3149996.3438,23722
1720224000000,2024-07-06,SANDUSDT,0.2809,0.3058,0.2784,0.3045,13144065.0,3813041.9985,23943
1720137600000,2024-07-05,SANDUSDT,0.2819,0.2852,0.2454,0.2809,53608669.1,14096455.977,97765
1720051200000,2024-07-04,SANDUSDT,0.3137,0.3164,0.2794,0.2819,23131997.0,6869154.763,46320
1719964800000,2024-07-03,SANDUSDT,0.3301,0.3317,0.3107,0.3136,11066423.0,3547584.6587,25024
1719878400000,2024-07-02,SANDUSDT,0.3279,0.3364,0.3234,0.3302,6014251.0,1976372.3886,14187
1719792000000,2024-07-01,SANDUSDT,0.3315,0.3368,0.3258,0.328,6587936.0,2187890.6108,14764
1719705600000,2024-06-30,SANDUSDT,0.3259,0.3331,0.3223,0.3314,7157914.0,2341134.9169,13461
1719619200000,2024-06-29,SANDUSDT,0.3362,0.3426,0.3244,0.3258,5116367.0,1704689.3887,11406
1719532800000,2024-06-28,SANDUSDT,0.3406,0.3451,0.3353,0.3361,7691032.0,2609348.5928,15255
1719446400000,2024-06-27,SANDUSDT,0.334,0.3439,0.3287,0.3407,7570280.0,2553708.1669,14989
1719360000000,2024-06-26,SANDUSDT,0.3374,0.3404,0.3287,0.334,7792912.0,2608012.5118,15942
1719273600000,2024-06-25,SANDUSDT,0.3277,0.3413,0.326,0.3376,10224030.0,3401669.1112,18580
1719187200000,2024-06-24,SANDUSDT,0.3214,0.3282,0.3045,0.3277,19407649.0,6179563.2653,35657
1719100800000,2024-06-23,SANDUSDT,0.3308,0.3357,0.3175,0.3212,7940829.0,2601605.6787,15705
1719014400000,2024-06-22,SANDUSDT,0.3318,0.3339,0.3271,0.3307,5497910.0,1819918.8882,11744
1718928000000,2024-06-21,SANDUSDT,0.3299,0.3384,0.3261,0.3317,10553912.0,3514646.2895,23502
1718841600000,2024-06-20,SANDUSDT,0.3241,0.3415,0.3224,0.3299,14858364.0,4924038.8718,26280
1718755200000,2024-06-19,SANDUSDT,0.3121,0.3275,0.3098,0.3242,17167802.0,5510124.0781,27759
1718668800000,2024-06-18,SANDUSDT,0.3373,0.37,0.2924,0.3121,50467059.0,15723537.1142,91133
1718582400000,2024-06-17,SANDUSDT,0.3831,0.3852,0.3324,0.3371,32877936.0,11668989.4084,58109
1718496000000,2024-06-16,SANDUSDT,0.3841,0.3869,0.3792,0.383,6263353.0,2403065.221,14751
1718409600000,2024-06-15,SANDUSDT,0.3787,0.3864,0.3765,0.3841,5923649.0,2262849.5845,12773
1718323200000,2024-06-14,SANDUSDT,0.3929,0.3982,0.3697,0.3786,17338859.0,6671215.1204,36973
1718236800000,2024-06-13,SANDUSDT,0.4112,0.412,0.3884,0.3928,11373121.0,4541338.9483,30458
1718150400000,2024-06-12,SANDUSDT,0.3928,0.4183,0.3845,0.4111,14873466.0,6042959.2963,36476
1718064000000,2024-06-11,SANDUSDT,0.4133,0.4154,0.3853,0.3928,24444931.0,9756481.1534,45527
1717977600000,2024-06-10,SANDUSDT,0.4223,0.4255,0.4099,0.4132,12757378.0,5319252.4965,27877
1717891200000,2024-06-09,SANDUSDT,0.4102,0.424,0.4018,0.4224,12421668.0,5146535.5844,21782
1717804800000,2024-06-08,SANDUSDT,0.4343,0.4377,0.4059,0.4104,29055316.0,12162969.8464,50519
1717718400000,2024-06-07,SANDUSDT,0.4734,0.48,0.4,0.4344,39957217.0,17939636.8553,87815
1717632000000,2024-06-06,SANDUSDT,0.471,0.4915,0.4624,0.4733,34778622.0,16608750.9892,71905
1717545600000,2024-06-05,SANDUSDT,0.4624,0.4762,0.4603,0.471,18048333.0,8448202.6651,36699
1717459200000,2024-06-04,SANDUSDT,0.4534,0.464,0.4447,0.4624,21527413.0,9799876.4679,37378
1717372800000,2024-06-03,SANDUSDT,0.4359,0.472,0.43,0.4532,37544052.0,17235196.4946,61486
1717286400000,2024-06-02,SANDUSDT,0.4379,0.4525,0.4355,0.4359,23001234.0,10236064.4845,34456
1717200000000,2024-06-01,SANDUSDT,0.4321,0.4439,0.4302,0.438,8651977.0,3763156.2698,18955
1717113600000,2024-05-31,SANDUSDT,0.4385,0.4413,0.4251,0.4321,13844289.0,5999117.5635,29802
1717027200000,2024-05-30,SANDUSDT,0.4434,0.4516,0.4287,0.4385,13236895.0,5828086.5275,33963
1716940800000,2024-05-29,SANDUSDT,0.4496,0.4617,0.4421,0.4435,15898007.0,7203027.1711,32592
1716854400000,2024-05-28,SANDUSDT,0.4592,0.4624,0.4404,0.4497,18880304.0,8464541.3556,35666
1716768000000,2024-05-27,SANDUSDT,0.4411,0.4679,0.4373,0.4592,13817865.0,6250040.238,29467
1716681600000,2024-05-26,SANDUSDT,0.4565,0.4574,0.4377,0.4411,9497610.0,4252632.9252,19771
1716595200000,2024-05-25,SANDUSDT,0.4476,0.4597,0.4464,0.4565,10717948.0,4866786.4409,18733
1716508800000,2024-05-24,SANDUSDT,0.4424,0.453,0.433,0.4476,14102328.0,6255268.1237,27661
1716422400000,2024-05-23,SANDUSDT,0.4566,0.4648,0.4152,0.4423,27635696.0,12228586.0631,63349
1716336000000,2024-05-22,SANDUSDT,0.4662,0.4696,0.4501,0.4563,16348276.0,7521737.8064,36102
1716249600000,2024-05-21,SANDUSDT,0.4673,0.4742,0.4606,0.4661,21656991.0,10107816.8357,44865
1716163200000,2024-05-20,SANDUSDT,0.4253,0.468,0.4195,0.467,25900974.0,11570396.781,59514
1716076800000,2024-05-19,SANDUSDT,0.4465,0.4503,0.423,0.4253,10224444.0,4482736.415,19434
1715990400000,2024-05-18,SANDUSDT,0.4478,0.4498,0.4412,0.4465,6551398.0,2922240.5439,12869
1715904000000,2024-05-17,SANDUSDT,0.4367,0.4553,0.4317,0.4479,11250227.0,4993993.1948,20529
1715817600000,2024-05-16,SANDUSDT,0.4383,0.4424,0.4246,0.4367,15459026.0,6723569.2996,24403
1715731200000,2024-05-15,SANDUSDT,0.4064,0.4429,0.4041,0.4383,14945417.0,6333658.4051,29545
1715644800000,2024-05-14,SANDUSDT,0.4164,0.419,0.4049,0.4062,11811027.0,4871685.359,22943
1715558400000,2024-05-13,SANDUSDT,0.4167,0.4279,0.4007,0.4164,12620839.0,5243144.2246,28242
1715472000000,2024-05-12,SANDUSDT,0.4202,0.4258,0.4137,0.4165,7366830.0,3100233.9011,14139
1715385600000,2024-05-11,SANDUSDT,0.4221,0.43,0.4191,0.4201,7488736.0,3181735.8114,16253
1715299200000,2024-05-10,SANDUSDT,0.4425,0.4497,0.418,0.4222,17205618.0,7437908.1219,36447
1715212800000,2024-05-09,SANDUSDT,0.4307,0.4459,0.4212,0.4425,10325362.0,4474818.2383,20572
1715126400000,2024-05-08,SANDUSDT,0.4327,0.4393,0.4194,0.4309,14940469.0,6430264.8397,29035
1715040000000,2024-05-07,SANDUSDT,0.4428,0.4476,0.4311,0.4328,19074427.0,8406689.2716,29351
1714953600000,2024-05-06,SANDUSDT,0.4516,0.4709,0.4424,0.4427,22040175.0,10042176.6132,39910
1714867200000,2024-05-05,SANDUSDT,0.4492,0.4581,0.4409,0.4517,11692666.0,5247614.5991,22715
1714780800000,2024-05-04,SANDUSDT,0.4511,0.4558,0.4461,0.4493,14515398.0,6541754.1228,22704
1714694400000,2024-05-03,SANDUSDT,0.434,0.455,0.428,0.4511,17617350.0,7789396.558,31917
1714608000000,2024-05-02,SANDUSDT,0.4241,0.439,0.4119,0.4338,19223867.0,8216319.3663,30601
1714521600000,2024-05-01,SANDUSDT,0.4183,0.43,0.3959,0.4242,35028269.0,14457302.262,62004
1714435200000,2024-04-30,SANDUSDT,0.4438,0.4487,0.4023,0.4183,29018510.0,12150272.8749,46773
1714348800000,2024-04-29,SANDUSDT,0.448,0.4531,0.4311,0.4433,18836656.0,8271438.2594,32308
1714262400000,2024-04-28,SANDUSDT,0.4561,0.4673,0.4461,0.4481,13055268.0,5989400.1864,22099
1714176000000,2024-04-27,SANDUSDT,0.4553,0.4634,0.4364,0.456,21061737.0,9478149.4134,40874
1714089600000,2024-04-26,SANDUSDT,0.4631,0.4671,0.4487,0.4551,20940789.0,9599338.8787,41189
1714003200000,2024-04-25,SANDUSDT,0.4645,0.4719,0.4447,0.4632,24166017.0,11084826.9413,47157
1713916800000,2024-04-24,SANDUSDT,0.4888,0.5064,0.458,0.4642,36789711.0,17900165.4911,67436
1713830400000,2024-04-23,SANDUSDT,0.4909,0.4939,0.4782,0.4889,25048516.0,12202738.1174,35631
1713744000000,2024-04-22,SANDUSDT,0.4748,0.4964,0.4708,0.4911,19192319.0,9348985.2701,36976
1713657600000,2024-04-21,SANDUSDT,0.4829,0.4933,0.4679,0.4748,17625927.0,8466929.4989,36866
1713571200000,2024-04-20,SANDUSDT,0.4414,0.485,0.4355,0.483,21560496.0,9975173.2733,40316
1713484800000,2024-04-19,SANDUSDT,0.4397,0.4514,0.4027,0.4414,40883628.0,17751589.3964,74744
1713398400000,2024-04-18,SANDUSDT,0.4294,0.4439,0.4177,0.4397,28770369.0,12407547.2368,60474
1713312000000,2024-04-17,SANDUSDT,0.4359,0.4457,0.4095,0.4298,38204408.0,16398186.2092,64604
1713225600000,2024-04-16,SANDUSDT,0.4306,0.441,0.4095,0.436,37495987.0,16003359.3564,74425
1713139200000,2024-04-15,SANDUSDT,0.4449,0.4708,0.4128,0.4306,72121128.0,32039323.312,114102
1713052800000,2024-04-14,SANDUSDT,0.415,0.4503,0.396,0.4449,100314760.0,42386917.7862,187220
1712966400000,2024-04-13,SANDUSDT,0.512,0.5125,0.3603,0.415,151215480.0,67993216.1652,342539
1712880000000,2024-04-12,SANDUSDT,0.6093,0.623,0.4821,0.512,76349762.0,41430834.6289,196296
1712793600000,2024-04-11,SANDUSDT,0.611,0.6296,0.6012,0.6093,27285560.0,16765116.3576,48643
1712707200000,2024-04-10,SANDUSDT,0.6208,0.6292,0.5816,0.6109,36273641.0,21884603.9916,73306
1712620800000,2024-04-09,SANDUSDT,0.6489,0.6516,0.6181,0.6212,26952491.0,17144545.4392,64250
1712534400000,2024-04-08,SANDUSDT,0.6162,0.6536,0.6045,0.6489,26980040.0,17183324.1947,56052
1712448000000,2024-04-07,SANDUSDT,0.6103,0.6236,0.6077,0.616,17030447.0,10495738.3641,37261
1712361600000,2024-04-06,SANDUSDT,0.6013,0.6148,0.5982,0.6103,12503675.0,7577568.493,27295
1712275200000,2024-04-05,SANDUSDT,0.6079,0.6092,0.5779,0.6012,23868584.0,14239601.7861,52845
1712188800000,2024-04-04,SANDUSDT,0.5937,0.6188,0.5814,0.6078,26476199.0,15949109.4736,55107
1712102400000,2024-04-03,SANDUSDT,0.607,0.6218,0.5824,0.5938,33963774.0,20522828.2171,74420
1712016000000,2024-04-02,SANDUSDT,0.6601,0.6601,0.6,0.607,48673694.0,30149730.2158,116498
1711929600000,2024-04-01,SANDUSDT,0.7023,0.7073,0.6395,0.6601,42671399.0,28419411.1778,114207
1711843200000,2024-03-31,SANDUSDT,0.6936,0.7059,0.6893,0.7023,17117386.0,11950365.6341,45265
1711756800000,2024-03-30,SANDUSDT,0.7142,0.7229,0.6883,0.6937,28923574.0,20391960.2507,66034
1711670400000,2024-03-29,SANDUSDT,0.6959,0.7181,0.6835,0.7144,51509718.0,36184429.8445,119415
