https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume UNI,Volume USDT,tradecount
1688774400000,2023-07-08,UNIUSDT,5.478,5.489,5.174,5.251,1273363.88,6787572.55025,35898
1688688000000,2023-07-07,UNIUSDT,5.265,5.574,5.215,5.478,1810753.09,9893920.91588,68130
1688601600000,2023-07-06,UNIUSDT,5.409,5.641,5.18,5.265,1739269.03,9415672.17578,57693
1688515200000,2023-07-05,UNIUSDT,5.509,5.73,5.317,5.408,1689816.56,9284810.46412,56474
1688428800000,2023-07-04,UNIUSDT,5.521,5.599,5.371,5.507,1796997.64,9894211.34118,45043
1688342400000,2023-07-03,UNIUSDT,5.567,5.781,5.492,5.523,1368982.59,7723289.66936,48011
1688256000000,2023-07-02,UNIUSDT,5.585,5.693,5.448,5.568,1746393.83,9686664.51336,52779
1688169600000,2023-07-01,UNIUSDT,5.27,5.605,5.176,5.587,2114038.98,11468753.75409,58470
1688083200000,2023-06-30,UNIUSDT,4.922,5.342,4.8,5.272,3507555.26,17957630.27748,89860
1687996800000,2023-06-29,UNIUSDT,4.832,5.047,4.819,4.922,1135245.09,5612837.53015,30819
1687910400000,2023-06-28,UNIUSDT,5.28,5.283,4.747,4.834,1380740.22,6919132.87272,41148
1687824000000,2023-06-27,UNIUSDT,5.269,5.364,5.224,5.279,986289.9,5222651.60938,28193
1687737600000,2023-06-26,UNIUSDT,5.43,5.55,5.187,5.267,3606107.44,19357137.53993,97876
1687651200000,2023-06-25,UNIUSDT,4.733,5.514,4.709,5.43,6842850.37,36176907.96288,182890
1687564800000,2023-06-24,UNIUSDT,4.862,4.873,4.678,4.734,875858.34,4195531.74247,21551
1687478400000,2023-06-23,UNIUSDT,4.729,4.927,4.707,4.86,854320.28,4119625.93033,25686
1687392000000,2023-06-22,UNIUSDT,4.772,4.904,4.678,4.732,1126010.49,5406030.85027,29856
1687305600000,2023-06-21,UNIUSDT,4.573,4.818,4.524,4.772,1523320.5,7086190.36471,42579
1687219200000,2023-06-20,UNIUSDT,4.481,4.62,4.329,4.572,1001445.09,4483488.09806,27014
1687132800000,2023-06-19,UNIUSDT,4.479,4.51,4.365,4.481,912427.69,4057798.73592,21794
1687046400000,2023-06-18,UNIUSDT,4.531,4.615,4.452,4.482,811568.95,3679897.86013,17305
1686960000000,2023-06-17,UNIUSDT,4.553,4.68,4.508,4.53,1071020.58,4911642.52202,22446
1686873600000,2023-06-16,UNIUSDT,4.428,4.639,4.361,4.553,1201677.84,5368871.0982,28355
1686787200000,2023-06-15,UNIUSDT,4.404,4.6,4.227,4.428,3188731.87,14102687.1059,71306
1686700800000,2023-06-14,UNIUSDT,4.29,4.652,4.253,4.405,3504306.97,15654711.87341,69627
1686614400000,2023-06-13,UNIUSDT,4.3,4.522,4.211,4.289,2446257.25,10625951.54874,51056
1686528000000,2023-06-12,UNIUSDT,4.061,4.311,3.942,4.3,1397807.48,5777837.04308,35172
1686441600000,2023-06-11,UNIUSDT,4.065,4.114,4.014,4.06,999785.72,4062179.10364,20600
1686355200000,2023-06-10,UNIUSDT,4.585,4.597,3.63,4.065,4471124.02,17746066.4499,102186
1686268800000,2023-06-09,UNIUSDT,4.63,4.669,4.536,4.584,535904.81,2469204.03999,16200
1686182400000,2023-06-08,UNIUSDT,4.553,4.673,4.517,4.63,618850.68,2849367.62987,18691
1686096000000,2023-06-07,UNIUSDT,4.772,4.792,4.492,4.552,1120441.29,5211338.58534,33181
1686009600000,2023-06-06,UNIUSDT,4.725,4.844,4.67,4.773,916780.76,4363728.24238,23869
1685923200000,2023-06-05,UNIUSDT,5.014,5.06,4.527,4.723,1553260.37,7465585.05303,41487
1685836800000,2023-06-04,UNIUSDT,5.086,5.13,4.988,5.015,1037853.27,5243425.84329,29709
1685750400000,2023-06-03,UNIUSDT,5.069,5.104,5.044,5.085,260960.94,1324305.67331,7949
1685664000000,2023-06-02,UNIUSDT,4.982,5.093,4.945,5.068,512872.15,2589351.41019,16231
1685577600000,2023-06-01,UNIUSDT,5.023,5.054,4.953,4.982,470918.76,2362092.61596,14310
1685491200000,2023-05-31,UNIUSDT,5.135,5.159,4.988,5.025,719418.53,3640705.1707,23438
1685404800000,2023-05-30,UNIUSDT,5.099,5.2,5.09,5.135,586261.16,3021531.50459,18081
1685318400000,2023-05-29,UNIUSDT,5.146,5.169,5.083,5.099,733425.13,3764064.65823,18020
1685232000000,2023-05-28,UNIUSDT,5.043,5.17,5.028,5.145,629496.5,3201707.14257,16374
1685145600000,2023-05-27,UNIUSDT,4.977,5.045,4.963,5.043,481026.39,2406551.30291,11183
1685059200000,2023-05-26,UNIUSDT,4.953,5.018,4.939,4.976,505116.64,2517713.29174,14108
1684972800000,2023-05-25,UNIUSDT,4.976,4.984,4.867,4.953,561573.92,2775090.42952,18081
1684886400000,2023-05-24,UNIUSDT,5.071,5.072,4.87,4.976,946052.63,4686716.34138,30416
1684800000000,2023-05-23,UNIUSDT,5.075,5.2,5.029,5.072,775883.57,3968723.33996,22801
1684713600000,2023-05-22,UNIUSDT,5.113,5.3,5.05,5.074,924196.21,4713117.4126,27087
1684627200000,2023-05-21,UNIUSDT,5.29,5.298,5.09,5.114,580518.81,3011340.10409,18650
1684540800000,2023-05-20,UNIUSDT,5.319,5.319,5.243,5.29,408497.35,2155674.07397,13587
1684454400000,2023-05-19,UNIUSDT,5.307,5.377,5.261,5.317,638001.42,3391336.94809,26975
1684368000000,2023-05-18,UNIUSDT,5.342,5.427,5.211,5.308,1472035.99,7864515.89358,59881
1684281600000,2023-05-17,UNIUSDT,5.144,5.345,5.109,5.345,1322365.37,6896388.62602,61522
1684195200000,2023-05-16,UNIUSDT,5.118,5.157,5.036,5.144,816753.68,4168751.17766,44908
1684108800000,2023-05-15,UNIUSDT,5.14,5.221,5.072,5.118,838603.74,4329394.79988,45475
1684022400000,2023-05-14,UNIUSDT,5.104,5.188,5.075,5.14,559757.83,2874299.20309,37122
1683936000000,2023-05-13,UNIUSDT,5.194,5.21,5.076,5.103,669964.8,3441599.0587,38091
1683849600000,2023-05-12,UNIUSDT,5.066,5.211,4.904,5.194,1352464.0,6849564.05459,72635
1683763200000,2023-05-11,UNIUSDT,5.133,5.199,4.925,5.066,1611656.51,8215388.7101,77994
1683676800000,2023-05-10,UNIUSDT,4.955,5.137,4.85,5.134,1307653.62,6560308.19026,58600
1683590400000,2023-05-09,UNIUSDT,4.968,5.011,4.909,4.954,872256.38,4336720.1187,31946
1683504000000,2023-05-08,UNIUSDT,5.261,5.278,4.8,4.968,2081595.48,10503144.70086,82030
1683417600000,2023-05-07,UNIUSDT,5.287,5.35,5.236,5.262,579483.24,3073073.04635,33692
1683331200000,2023-05-06,UNIUSDT,5.545,5.602,5.256,5.287,1416763.62,7670149.19897,61403
1683244800000,2023-05-05,UNIUSDT,5.263,5.613,5.237,5.545,1265747.43,6878087.73299,58431
1683158400000,2023-05-04,UNIUSDT,5.39,5.398,5.211,5.264,614556.11,3262381.2295,26780
1683072000000,2023-05-03,UNIUSDT,5.326,5.398,5.18,5.389,836885.05,4408579.48935,42362
1682985600000,2023-05-02,UNIUSDT,5.33,5.36,5.245,5.325,651789.04,3458941.80215,32866
1682899200000,2023-05-01,UNIUSDT,5.448,5.491,5.263,5.331,829551.46,4456424.2162,37859
1682812800000,2023-04-30,UNIUSDT,5.633,5.67,5.435,5.447,723977.91,4034402.26037,39388
1682726400000,2023-04-29,UNIUSDT,5.525,5.636,5.493,5.634,681729.53,3805541.87758,28998
1682640000000,2023-04-28,UNIUSDT,5.555,5.569,5.444,5.524,568781.38,3132441.21926,25412
1682553600000,2023-04-27,UNIUSDT,5.356,5.592,5.342,5.554,1197810.55,6544765.12934,53912
1682467200000,2023-04-26,UNIUSDT,5.451,5.683,5.129,5.357,1888065.04,10260476.19663,66028
1682380800000,2023-04-25,UNIUSDT,5.36,5.473,5.23,5.451,1055036.19,5620250.08969,45873
1682294400000,2023-04-24,UNIUSDT,5.428,5.52,5.3,5.36,1196737.2,6471137.25386,37118
1682208000000,2023-04-23,UNIUSDT,5.504,5.538,5.31,5.429,930848.08,5071402.01689,31677
1682121600000,2023-04-22,UNIUSDT,5.47,5.553,5.444,5.503,827009.51,4545078.41977,24462
1682035200000,2023-04-21,UNIUSDT,5.784,5.836,5.407,5.471,1563904.89,8820703.76178,52027
1681948800000,2023-04-20,UNIUSDT,5.83,5.964,5.656,5.785,1644558.63,9581878.68343,52435
1681862400000,2023-04-19,UNIUSDT,6.325,6.498,5.743,5.831,3274876.32,19867939.87203,94210
1681776000000,2023-04-18,UNIUSDT,6.128,6.372,6.027,6.325,1994173.0,12493014.33044,50056
1681689600000,2023-04-17,UNIUSDT,6.316,6.323,6.06,6.129,1563718.7,9642100.7158,43055
1681603200000,2023-04-16,UNIUSDT,6.265,6.489,6.129,6.314,2052339.3,12907888.76806,63472
1681516800000,2023-04-15,UNIUSDT,6.306,6.363,6.22,6.266,1424876.23,8950346.43651,38409
1681430400000,2023-04-14,UNIUSDT,6.205,6.47,6.121,6.308,2597969.29,16417365.1386,68699
1681344000000,2023-04-13,UNIUSDT,5.946,6.242,5.898,6.205,1478375.39,9028992.56711,42810
1681257600000,2023-04-12,UNIUSDT,5.932,6.017,5.702,5.946,1738104.89,10221142.57887,54462
1681171200000,2023-04-11,UNIUSDT,6.012,6.094,5.915,5.933,990338.1,5952794.76078,36205
1681084800000,2023-04-10,UNIUSDT,5.914,6.045,5.834,6.012,867070.94,5154340.91492,29212
1680998400000,2023-04-09,UNIUSDT,5.915,5.961,5.82,5.913,782314.69,4607707.34843,22222
1680912000000,2023-04-08,UNIUSDT,6.003,6.052,5.89,5.914,1176210.64,7018507.58257,22661
1680825600000,2023-04-07,UNIUSDT,6.077,6.098,5.951,6.002,715214.51,4299841.30625,24419
1680739200000,2023-04-06,UNIUSDT,6.23,6.238,6.038,6.076,875452.05,5368798.97325,30692
1680652800000,2023-04-05,UNIUSDT,6.151,6.345,6.128,6.232,1328299.44,8311836.03509,38839
1680566400000,2023-04-04,UNIUSDT,5.932,6.207,5.879,6.151,1350237.93,8164034.59221,43539
1680480000000,2023-04-03,UNIUSDT,5.949,6.083,5.815,5.93,1491724.65,8885123.86121,53364
1680393600000,2023-04-02,UNIUSDT,6.1,6.12,5.89,5.948,897584.05,5379668.07143,33651
1680307200000,2023-04-01,UNIUSDT,6.062,6.2,6.021,6.101,1133784.07,6935194.67044,38122
1680220800000,2023-03-31,UNIUSDT,5.898,6.129,5.869,6.062,1217277.43,7327571.00974,50870
1680134400000,2023-03-30,UNIUSDT,5.944,6.073,5.831,5.897,1509389.3,8951146.89008,55420
1680048000000,2023-03-29,UNIUSDT,5.809,6.032,5.809,5.945,1174607.95,7004225.79585,44033
1679961600000,2023-03-28,UNIUSDT,5.645,5.888,5.575,5.808,885141.31,5064620.89317,40888
1679875200000,2023-03-27,UNIUSDT,5.786,5.821,5.51,5.644,1312636.18,7442543.81729,47791
1679788800000,2023-03-26,UNIUSDT,5.711,5.869,5.681,5.786,886868.7,5119583.53238,33577
1679702400000,2023-03-25,UNIUSDT,5.882,5.913,5.675,5.712,1074861.53,6232903.76083,43801
1679616000000,2023-03-24,UNIUSDT,6.241,6.286,5.804,5.882,1983578.41,11931555.84038,69581
1679529600000,2023-03-23,UNIUSDT,6.071,6.441,6.012,6.238,1747019.74,10874063.98237,61119
1679443200000,2023-03-22,UNIUSDT,6.42,6.449,5.906,6.071,2255422.65,14058770.85183,92916
1679356800000,2023-03-21,UNIUSDT,6.18,6.511,6.035,6.421,1994621.42,12588811.97148,71995
1679270400000,2023-03-20,UNIUSDT,6.49,6.59,6.148,6.176,2035868.55,12990713.36851,69998
1679184000000,2023-03-19,UNIUSDT,6.507,6.713,6.41,6.488,1896557.22,12445325.98603,62235
1679097600000,2023-03-18,UNIUSDT,6.405,6.62,6.296,6.508,2241404.5,14574942.96426,79376
1679011200000,2023-03-17,UNIUSDT,5.904,6.43,5.826,6.404,2164548.39,13282905.95067,69801
1678924800000,2023-03-16,UNIUSDT,5.907,5.997,5.786,5.903,1492161.52,8810286.25359,56768
1678838400000,2023-03-15,UNIUSDT,6.316,6.428,5.73,5.909,2183607.3,13235473.1294,80718
1678752000000,2023-03-14,UNIUSDT,6.093,6.593,5.978,6.317,3163517.92,19903833.41892,93769
1678665600000,2023-03-13,UNIUSDT,5.896,6.213,5.8,6.09,3484762.12,21027024.46208,112612
1678579200000,2023-03-12,UNIUSDT,5.432,5.908,5.379,5.897,1865452.75,10378827.70839,64222
1678492800000,2023-03-11,UNIUSDT,5.621,5.786,5.23,5.434,2769564.15,15111898.43695,85909
1678406400000,2023-03-10,UNIUSDT,5.724,5.731,5.362,5.62,2270794.52,12669265.21265,73094
1678320000000,2023-03-09,UNIUSDT,6.103,6.2,5.606,5.722,1597430.2,9488500.66152,54799
1678233600000,2023-03-08,UNIUSDT,6.43,6.499,6.06,6.103,1525382.48,9649660.80807,56558
1678147200000,2023-03-07,UNIUSDT,6.337,6.483,6.264,6.429,1716188.55,10935901.86202,57694
1678060800000,2023-03-06,UNIUSDT,6.349,6.44,6.245,6.337,1198209.52,7607610.49085,42640
1677974400000,2023-03-05,UNIUSDT,6.161,6.387,6.123,6.351,1220975.73,7665935.77684,40571
1677888000000,2023-03-04,UNIUSDT,6.273,6.297,6.01,6.161,804547.11,4954205.63738,32991
1677801600000,2023-03-03,UNIUSDT,6.638,6.641,6.1,6.272,1906418.52,11902733.52189,69588
1677715200000,2023-03-02,UNIUSDT,6.84,6.895,6.56,6.637,950715.26,6365457.6027,35824
1677628800000,2023-03-01,UNIUSDT,6.501,6.874,6.468,6.843,1842392.66,12430601.85134,65791
1677542400000,2023-02-28,UNIUSDT,6.439,6.623,6.402,6.501,1387400.35,9037764.49723,49880
1677456000000,2023-02-27,UNIUSDT,6.607,6.646,6.373,6.439,1247815.26,8141891.0259,38579
1677369600000,2023-02-26,UNIUSDT,6.471,6.655,6.426,6.61,824115.1,5393770.48835,32687
1677283200000,2023-02-25,UNIUSDT,6.571,6.621,6.275,6.469,1266939.04,8215226.90128,51427
1677196800000,2023-02-24,UNIUSDT,6.943,7.048,6.467,6.572,2068847.84,14005131.49643,67118
1677110400000,2023-02-23,UNIUSDT,6.935,7.053,6.813,6.943,1390939.4,9672060.3016,51530
1677024000000,2023-02-22,UNIUSDT,7.034,7.05,6.705,6.931,1634392.1,11234527.86071,68249
1676937600000,2023-02-21,UNIUSDT,7.371,7.436,6.888,7.036,2192778.12,15687436.71381,75840
1676851200000,2023-02-20,UNIUSDT,7.209,7.383,7.042,7.371,2350171.06,17059676.23965,66010
1676764800000,2023-02-19,UNIUSDT,6.974,7.619,6.956,7.21,5658910.71,41384193.94438,112924
1676678400000,2023-02-18,UNIUSDT,6.737,7.149,6.727,6.976,3466674.12,24148780.75506,73624
1676592000000,2023-02-17,UNIUSDT,6.474,6.83,6.439,6.738,2509111.82,16673836.09388,64676
1676505600000,2023-02-16,UNIUSDT,6.932,7.04,6.465,6.477,2794294.56,19030667.64746,79346
1676419200000,2023-02-15,UNIUSDT,6.587,6.946,6.5,6.93,1918963.9,12802801.54382,52477
1676332800000,2023-02-14,UNIUSDT,6.245,6.59,6.224,6.589,1543949.17,9874732.29515,47127
1676246400000,2023-02-13,UNIUSDT,6.349,6.382,6.087,6.244,2126636.12,13204606.99628,65272
1676160000000,2023-02-12,UNIUSDT,6.481,6.556,6.292,6.346,860352.14,5559039.67733,29895
1676073600000,2023-02-11,UNIUSDT,6.361,6.504,6.334,6.481,1051958.78,6751218.77337,30149
1675987200000,2023-02-10,UNIUSDT,6.327,6.479,6.248,6.365,1764444.84,11232346.41499,60650
1675900800000,2023-02-09,UNIUSDT,6.813,6.867,6.161,6.33,4091890.38,26921610.86426,112132
1675814400000,2023-02-08,UNIUSDT,6.978,7.061,6.578,6.812,2225878.68,15247506.59688,58985
1675728000000,2023-02-07,UNIUSDT,6.646,7.013,6.63,6.979,1761499.44,12017730.93511,54899
1675641600000,2023-02-06,UNIUSDT,6.89,6.976,6.592,6.647,2188213.2,14898102.33215,54730
1675555200000,2023-02-05,UNIUSDT,7.204,7.325,6.75,6.886,2458849.32,17252532.24312,66029
1675468800000,2023-02-04,UNIUSDT,7.059,7.35,7.013,7.204,1641778.7,11821467.26317,50562
1675382400000,2023-02-03,UNIUSDT,7.114,7.295,6.909,7.061,3549490.22,25119557.18009,83503
1675296000000,2023-02-02,UNIUSDT,6.8,7.528,6.8,7.11,4439466.91,31719045.97733,119875
1675209600000,2023-02-01,UNIUSDT,6.558,6.92,6.317,6.798,2213092.62,14634203.72308,67518
1675123200000,2023-01-31,UNIUSDT,6.517,6.651,6.434,6.558,1282103.98,8387997.54273,34628
1675036800000,2023-01-30,UNIUSDT,6.927,7.02,6.357,6.517,2121655.82,14135165.04203,52029
1674950400000,2023-01-29,UNIUSDT,6.63,6.988,6.553,6.927,1694615.51,11632675.03915,44343
1674864000000,2023-01-28,UNIUSDT,6.871,6.912,6.546,6.631,1218433.63,8201068.30607,32637
1674777600000,2023-01-27,UNIUSDT,6.739,6.881,6.562,6.871,1650706.09,11119489.11779,44298
1674691200000,2023-01-26,UNIUSDT,6.598,6.797,6.44,6.74,1852369.96,12238371.11696,49930
1674604800000,2023-01-25,UNIUSDT,6.298,6.703,6.1,6.596,1992262.6,12649271.10682,63326
1674518400000,2023-01-24,UNIUSDT,6.721,6.829,6.212,6.296,2261133.47,14981084.10057,62162
1674432000000,2023-01-23,UNIUSDT,6.888,7.036,6.602,6.721,2915529.29,19913458.12108,79110
1674345600000,2023-01-22,UNIUSDT,6.661,7.109,6.604,6.888,3055847.21,21103909.412,85338
1674259200000,2023-01-21,UNIUSDT,6.67,6.826,6.52,6.66,2188789.99,14656217.88455,58097
1674172800000,2023-01-20,UNIUSDT,6.166,6.707,6.072,6.67,1516120.44,9561800.68438,47059
1674086400000,2023-01-19,UNIUSDT,6.046,6.193,5.986,6.164,1337154.65,8156676.56923,35995
1674000000000,2023-01-18,UNIUSDT,6.344,6.82,6.0,6.048,4635622.91,29602300.34062,109663
1673913600000,2023-01-17,UNIUSDT,6.538,6.653,6.312,6.342,1699782.2,11042995.3652,51687
1673827200000,2023-01-16,UNIUSDT,6.59,6.741,6.271,6.54,2092183.26,13698626.03072,57152
1673740800000,2023-01-15,UNIUSDT,6.628,6.683,6.388,6.592,1739529.53,11365704.64439,44676
1673654400000,2023-01-14,UNIUSDT,6.304,6.968,6.29,6.621,4123554.58,27349147.81584,97076
1673568000000,2023-01-13,UNIUSDT,6.181,6.363,6.017,6.307,1758626.38,10814263.59163,44333
1673481600000,2023-01-12,UNIUSDT,5.919,6.194,5.858,6.181,2463678.33,14858154.11989,59651
1673395200000,2023-01-11,UNIUSDT,5.78,5.958,5.607,5.919,1212140.69,6948084.77198,29272
1673308800000,2023-01-10,UNIUSDT,5.79,5.88,5.665,5.781,1259371.78,7266418.66085,30048
1673222400000,2023-01-09,UNIUSDT,5.582,5.967,5.564,5.79,1749532.99,10129040.34657,43216
1673136000000,2023-01-08,UNIUSDT,5.417,5.611,5.344,5.58,683456.6,3735528.27595,17542
1673049600000,2023-01-07,UNIUSDT,5.521,5.565,5.395,5.414,546115.79,2995492.03185,14103
1672963200000,2023-01-06,UNIUSDT,5.377,5.534,5.243,5.52,859961.5,4627853.62883,23968
1672876800000,2023-01-05,UNIUSDT,5.532,5.563,5.33,5.377,820778.6,4476647.60684,20557
1672790400000,2023-01-04,UNIUSDT,5.379,5.601,5.363,5.532,1516377.16,8376035.68363,32930
1672704000000,2023-01-03,UNIUSDT,5.371,5.422,5.278,5.379,860072.76,4608591.21135,21920
1672617600000,2023-01-02,UNIUSDT,5.249,5.465,5.179,5.371,1662826.88,8858668.69859,30763
1672531200000,2023-01-01,UNIUSDT,5.167,5.271,5.1,5.248,389616.4,2022933.50699,11620
1672444800000,2022-12-31,UNIUSDT,5.099,5.203,5.056,5.166,378957.61,1945470.0507,10842
1672358400000,2022-12-30,UNIUSDT,5.049,5.114,4.95,5.098,585425.43,2955684.50764,16410
1672272000000,2022-12-29,UNIUSDT,4.971,5.146,4.944,5.048,1004632.54,5070385.81812,23870
1672185600000,2022-12-28,UNIUSDT,5.193,5.203,4.943,4.97,1648770.08,8336667.72725,29674
1672099200000,2022-12-27,UNIUSDT,5.204,5.33,5.095,5.193,757475.92,3951506.50445,19111
1672012800000,2022-12-26,UNIUSDT,5.161,5.21,5.129,5.203,486780.77,2522557.28296,11338
1671926400000,2022-12-25,UNIUSDT,5.202,5.239,5.05,5.161,616106.04,3161644.81028,15069
1671840000000,2022-12-24,UNIUSDT,5.265,5.271,5.175,5.202,284307.17,1484660.91736,9793
1671753600000,2022-12-23,UNIUSDT,5.372,5.411,5.232,5.265,701601.65,3726346.03791,18640
1671667200000,2022-12-22,UNIUSDT,5.323,5.391,5.128,5.372,845462.84,4463278.88347,22156
1671580800000,2022-12-21,UNIUSDT,5.362,5.369,5.201,5.322,713931.26,3770151.5163,17436
1671494400000,2022-12-20,UNIUSDT,5.092,5.396,5.05,5.362,937182.55,4946597.40345,23642
1671408000000,2022-12-19,UNIUSDT,5.33,5.427,5.004,5.09,1266701.01,6634853.30603,31297
1671321600000,2022-12-18,UNIUSDT,5.387,5.408,5.306,5.328,659947.73,3531404.90386,16714
1671235200000,2022-12-17,UNIUSDT,5.298,5.44,5.24,5.386,1843589.52,9885932.32041,34352
1671148800000,2022-12-16,UNIUSDT,5.798,5.878,5.211,5.3,2542701.55,14073762.47785,50303
1671062400000,2022-12-15,UNIUSDT,5.909,6.013,5.761,5.799,2045005.07,12079420.11353,38730
1670976000000,2022-12-14,UNIUSDT,6.11,6.24,5.904,5.908,1934419.31,11733963.87151,36609
1670889600000,2022-12-13,UNIUSDT,5.93,6.26,5.83,6.11,1840137.97,11090321.651,24812
1670803200000,2022-12-12,UNIUSDT,5.92,5.98,5.74,5.92,1386337.13,8084178.7439,16639
1670716800000,2022-12-11,UNIUSDT,6.09,6.11,5.88,5.92,966345.11,5822341.2183,11597
1670630400000,2022-12-10,UNIUSDT,6.17,6.22,6.06,6.08,590170.21,3620850.5469,8106
1670544000000,2022-12-09,UNIUSDT,6.19,6.29,6.06,6.17,1541370.39,9501129.4098,20411
1670457600000,2022-12-08,UNIUSDT,6.0,6.23,5.92,6.19,1567224.99,9504760.6899,18718
1670371200000,2022-12-07,UNIUSDT,6.18,6.29,5.88,6.0,1575792.34,9487748.4413,21354
1670284800000,2022-12-06,UNIUSDT,6.18,6.24,6.04,6.18,1478434.32,9087324.4018,19011
1670198400000,2022-12-05,UNIUSDT,6.26,6.43,6.11,6.17,1982022.18,12469600.4301,27310
1670112000000,2022-12-04,UNIUSDT,6.1,6.3,6.09,6.27,1178424.41,7299088.5381,17926
1670025600000,2022-12-03,UNIUSDT,6.35,6.45,6.06,6.1,2191455.07,13774030.7812,29853
1669939200000,2022-12-02,UNIUSDT,5.92,6.55,5.85,6.34,3620090.5,22315211.5283,54131
1669852800000,2022-12-01,UNIUSDT,5.86,6.0,5.71,5.91,2310368.79,13462464.5883,29328
1669766400000,2022-11-30,UNIUSDT,5.46,5.9,5.46,5.86,3680518.7,21104502.7474,49059
1669680000000,2022-11-29,UNIUSDT,5.29,5.54,5.25,5.46,1482348.08,8050854.2323,19297
1669593600000,2022-11-28,UNIUSDT,5.41,5.46,5.14,5.29,1741272.08,9161873.888,22801
1669507200000,2022-11-27,UNIUSDT,5.42,5.62,5.38,5.41,1575180.9,8697993.1152,18513
1669420800000,2022-11-26,UNIUSDT,5.42,5.63,5.36,5.42,1995736.3,10995424.9596,21488
1669334400000,2022-11-25,UNIUSDT,5.46,5.52,5.29,5.41,2011725.37,10839587.9604,22921
1669248000000,2022-11-24,UNIUSDT,5.49,5.6,5.38,5.45,1805163.64,9880817.1243,19885
1669161600000,2022-11-23,UNIUSDT,5.32,5.55,5.25,5.49,2040961.3,11113908.6645,25760
1669075200000,2022-11-22,UNIUSDT,5.19,5.39,4.95,5.31,2987868.2,15475229.2902,34237
1668988800000,2022-11-21,UNIUSDT,5.44,5.48,5.08,5.19,2983854.29,15793322.3089,42177
1668902400000,2022-11-20,UNIUSDT,5.75,5.82,5.38,5.44,1595556.76,8904369.532,26572
1668816000000,2022-11-19,UNIUSDT,5.86,5.89,5.66,5.76,1138049.07,6577547.2237,18724
1668729600000,2022-11-18,UNIUSDT,5.73,6.06,5.72,5.85,2158402.94,12813599.3051,26094
1668643200000,2022-11-17,UNIUSDT,5.96,6.05,5.66,5.73,1586245.52,9254272.6751,28091
1668556800000,2022-11-16,UNIUSDT,6.29,6.42,5.83,5.96,2294924.86,14003915.3565,40683
1668470400000,2022-11-15,UNIUSDT,6.09,6.51,5.97,6.28,3232226.5,20115391.1353,60372
1668384000000,2022-11-14,UNIUSDT,5.8,6.12,5.38,6.09,4632784.5,26963728.1849,81352
1668297600000,2022-11-13,UNIUSDT,5.56,6.17,5.52,5.8,6047885.22,35643026.1165,87683
1668211200000,2022-11-12,UNIUSDT,6.1,6.19,5.28,5.56,5885301.5,32747254.3386,72514
1668124800000,2022-11-11,UNIUSDT,5.76,6.25,5.45,6.1,5737113.98,33796796.0181,91283
1668038400000,2022-11-10,UNIUSDT,4.89,5.91,4.79,5.77,8234747.54,45128139.7039,116096
1667952000000,2022-11-09,UNIUSDT,6.07,6.22,4.71,4.9,6577704.69,36151285.4787,116197
1667865600000,2022-11-08,UNIUSDT,7.0,7.1,5.45,6.07,7487956.51,48273511.4524,119097
1667779200000,2022-11-07,UNIUSDT,7.05,7.7,6.87,7.01,5156008.98,37214364.0026,79486
1667692800000,2022-11-06,UNIUSDT,7.68,7.77,7.04,7.06,2698935.24,20106350.6004,40222
1667606400000,2022-11-05,UNIUSDT,7.55,7.79,7.51,7.69,3072316.99,23532021.501,47238
1667520000000,2022-11-04,UNIUSDT,6.92,7.77,6.81,7.55,4736168.89,34907951.9123,74207
1667433600000,2022-11-03,UNIUSDT,7.1,7.41,6.89,6.91,3786516.87,27140517.0332,44532
1667347200000,2022-11-02,UNIUSDT,7.11,7.38,6.83,7.1,4285397.04,30305015.7637,63682
1667260800000,2022-11-01,UNIUSDT,6.95,7.46,6.91,7.12,3496980.2,25238712.8067,50624
1667174400000,2022-10-31,UNIUSDT,6.89,7.13,6.7,6.96,2275736.39,15743991.4691,34487
1667088000000,2022-10-30,UNIUSDT,7.1,7.37,6.78,6.89,2644418.17,18753317.807,42592
1667001600000,2022-10-29,UNIUSDT,6.86,7.24,6.71,7.1,3869923.53,27023736.2755,56476
1666915200000,2022-10-28,UNIUSDT,6.8,6.99,6.51,6.85,5842955.79,39687809.6437,59313
1666828800000,2022-10-27,UNIUSDT,6.69,7.22,6.68,6.8,4444778.43,30954266.47,56248
1666742400000,2022-10-26,UNIUSDT,6.58,6.9,6.52,6.69,2695553.59,18062415.3458,33198
1666656000000,2022-10-25,UNIUSDT,6.14,6.78,6.07,6.58,2743931.61,17584870.4699,33056
1666569600000,2022-10-24,UNIUSDT,6.29,6.37,6.06,6.15,2106358.09,13027442.3695,19476
1666483200000,2022-10-23,UNIUSDT,6.09,6.3,5.97,6.29,2051908.12,12562143.1122,18992
1666396800000,2022-10-22,UNIUSDT,6.04,6.16,5.98,6.09,1371657.2,8321351.8292,12890
1666310400000,2022-10-21,UNIUSDT,6.1,6.17,5.82,6.03,4786494.44,28668413.905,41318
1666224000000,2022-10-20,UNIUSDT,6.57,6.59,6.01,6.09,3308415.98,20958364.8063,37659
1666137600000,2022-10-19,UNIUSDT,6.53,6.77,6.38,6.57,3736310.05,24577491.9844,40348
1666051200000,2022-10-18,UNIUSDT,6.4,6.66,6.21,6.53,2725331.66,17479743.6879,33333
