https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume UNI,Volume USDT,tradecount
1732665600000,2024-11-27,UNIUSDT,10.874,13.797,10.713,13.53,13611298.18,170373408.48612,545540
1732579200000,2024-11-26,UNIUSDT,11.125,11.784,10.489,10.874,8891816.34,98330015.29597,300373
1732492800000,2024-11-25,UNIUSDT,10.898,12.439,10.528,11.128,13075178.96,151573265.71106,481985
1732406400000,2024-11-24,UNIUSDT,10.733,11.389,10.0,10.899,9095308.79,97538320.30376,325843
1732320000000,2024-11-23,UNIUSDT,9.933,11.331,9.755,10.733,12910044.24,136853521.77713,428942
1732233600000,2024-11-22,UNIUSDT,9.248,9.99,9.13,9.934,7246635.87,68311317.44897,201598
1732147200000,2024-11-21,UNIUSDT,8.814,9.701,8.513,9.246,8836674.65,80758061.17313,277483
1732060800000,2024-11-20,UNIUSDT,9.397,9.398,8.571,8.814,4616405.3,41433686.13816,138132
1731974400000,2024-11-19,UNIUSDT,9.242,9.634,9.113,9.399,5436445.04,50803104.65222,168651
1731888000000,2024-11-18,UNIUSDT,8.751,9.399,8.722,9.242,5752498.73,52469992.71287,171865
1731801600000,2024-11-17,UNIUSDT,9.082,9.344,8.578,8.751,4793217.98,42820179.14645,154141
1731715200000,2024-11-16,UNIUSDT,8.568,9.245,8.504,9.079,6348611.31,56614738.45989,186787
1731628800000,2024-11-15,UNIUSDT,8.179,8.599,7.856,8.568,5771137.03,47233271.54444,154335
1731542400000,2024-11-14,UNIUSDT,8.63,8.839,8.06,8.178,8324383.71,70496661.43703,218214
1731456000000,2024-11-13,UNIUSDT,8.943,9.157,8.244,8.628,9898373.85,85934328.29757,282364
1731369600000,2024-11-12,UNIUSDT,9.33,10.764,8.634,8.942,18897315.07,180214554.49171,523201
1731283200000,2024-11-11,UNIUSDT,9.213,9.51,8.758,9.332,8742680.02,79566185.90939,251465
1731196800000,2024-11-10,UNIUSDT,9.246,9.634,8.693,9.212,10362615.01,96355661.04854,346198
1731110400000,2024-11-09,UNIUSDT,8.857,9.331,8.669,9.244,4882570.8,43944626.69488,164456
1731024000000,2024-11-08,UNIUSDT,8.901,9.048,8.521,8.854,5141116.33,45198851.47617,186785
1730937600000,2024-11-07,UNIUSDT,9.287,9.546,8.813,8.901,7844471.78,71512864.92648,209477
1730851200000,2024-11-06,UNIUSDT,7.197,9.7,7.197,9.288,20957696.3,187078367.35135,581630
1730764800000,2024-11-05,UNIUSDT,6.783,7.271,6.767,7.196,2307581.17,16196347.32369,88713
1730678400000,2024-11-04,UNIUSDT,7.046,7.139,6.621,6.784,1870643.8,12884471.19244,71755
1730592000000,2024-11-03,UNIUSDT,7.393,7.43,6.833,7.047,3163742.35,22465331.6767,107383
1730505600000,2024-11-02,UNIUSDT,7.552,7.768,7.31,7.392,2488474.19,18560598.16143,84791
1730419200000,2024-11-01,UNIUSDT,7.614,8.046,7.511,7.551,4380243.25,34166656.75429,135421
1730332800000,2024-10-31,UNIUSDT,8.115,8.191,7.493,7.612,2685237.99,20857561.23743,98773
1730246400000,2024-10-30,UNIUSDT,7.936,8.327,7.834,8.114,3287106.24,26566437.42051,108311
1730160000000,2024-10-29,UNIUSDT,7.784,8.011,7.758,7.936,3261404.83,25752601.87316,114147
1730073600000,2024-10-28,UNIUSDT,7.536,7.792,7.304,7.783,2543727.84,19178806.95825,95445
1729987200000,2024-10-27,UNIUSDT,7.444,7.807,7.371,7.534,2155975.77,16252198.93098,67439
1729900800000,2024-10-26,UNIUSDT,7.432,7.782,7.285,7.443,3825845.87,28793587.98617,106953
1729814400000,2024-10-25,UNIUSDT,8.045,8.197,7.164,7.432,4750033.21,37207164.31854,177646
1729728000000,2024-10-24,UNIUSDT,7.857,8.21,7.832,8.042,3157969.5,25444495.88334,101269
1729641600000,2024-10-23,UNIUSDT,8.0,8.026,7.488,7.857,4098740.93,31617264.10578,153901
1729555200000,2024-10-22,UNIUSDT,7.792,8.755,7.697,7.998,9686637.67,79023684.61036,322469
1729468800000,2024-10-21,UNIUSDT,7.762,7.968,7.408,7.792,2956247.94,22615320.00405,86655
1729382400000,2024-10-20,UNIUSDT,7.319,7.8,7.281,7.76,3679384.62,27804860.14133,107960
1729296000000,2024-10-19,UNIUSDT,7.467,7.6,7.305,7.318,1488981.43,11081566.04684,46441
1729209600000,2024-10-18,UNIUSDT,7.347,7.51,7.331,7.466,2016811.34,14999267.18998,66286
1729123200000,2024-10-17,UNIUSDT,7.574,7.667,7.192,7.347,2413742.75,17933472.77442,77220
1729036800000,2024-10-16,UNIUSDT,7.846,8.016,7.551,7.571,2601137.35,20184316.02723,88249
1728950400000,2024-10-15,UNIUSDT,8.133,8.302,7.675,7.844,4523992.58,35915009.56257,146521
1728864000000,2024-10-14,UNIUSDT,7.685,8.311,7.596,8.135,4324023.84,34518865.23282,134757
1728777600000,2024-10-13,UNIUSDT,8.128,8.148,7.56,7.682,5249093.92,40698949.89287,167666
1728691200000,2024-10-12,UNIUSDT,7.892,8.309,7.752,8.124,4555130.48,36400242.3279,134034
1728604800000,2024-10-11,UNIUSDT,8.133,8.246,7.83,7.891,5721399.34,45903834.2958,193791
1728518400000,2024-10-10,UNIUSDT,7.292,8.48,7.214,8.133,14645291.69,117030757.78909,396076
1728432000000,2024-10-09,UNIUSDT,7.175,7.39,7.063,7.293,2082923.53,15050204.65527,56649
1728345600000,2024-10-08,UNIUSDT,7.232,7.304,6.993,7.175,1597074.64,11417822.80119,57195
1728259200000,2024-10-07,UNIUSDT,7.08,7.5,7.061,7.229,2470629.07,18081524.66297,83234
1728172800000,2024-10-06,UNIUSDT,6.826,7.089,6.772,7.079,888320.03,6138807.9756,31752
1728086400000,2024-10-05,UNIUSDT,6.719,6.894,6.639,6.829,966086.0,6555510.6831,31607
1728000000000,2024-10-04,UNIUSDT,6.568,6.816,6.529,6.718,1293460.66,8674310.50575,43757
1727913600000,2024-10-03,UNIUSDT,6.67,6.799,6.389,6.566,1468386.46,9642838.55315,60527
1727827200000,2024-10-02,UNIUSDT,6.869,7.298,6.614,6.671,2288883.2,15931727.6206,95231
1727740800000,2024-10-01,UNIUSDT,7.391,7.857,6.776,6.869,3722672.73,27036198.0545,142635
1727654400000,2024-09-30,UNIUSDT,7.454,7.75,7.276,7.392,2345205.29,17658098.9718,88122
1727568000000,2024-09-29,UNIUSDT,7.603,7.627,7.347,7.454,1128137.68,8426154.07287,47035
1727481600000,2024-09-28,UNIUSDT,7.618,7.868,7.385,7.603,1631017.0,12453530.64551,59534
1727395200000,2024-09-27,UNIUSDT,7.355,7.716,7.277,7.617,1936983.24,14484773.40248,68546
1727308800000,2024-09-26,UNIUSDT,6.776,7.39,6.674,7.357,2744769.3,19543509.17689,91764
1727222400000,2024-09-25,UNIUSDT,6.928,7.109,6.746,6.777,1612147.34,11143804.92012,48205
1727136000000,2024-09-24,UNIUSDT,6.824,7.036,6.739,6.925,2026101.26,13975534.40643,54906
1727049600000,2024-09-23,UNIUSDT,6.637,7.0,6.534,6.822,1708182.36,11619339.30198,46241
1726963200000,2024-09-22,UNIUSDT,6.903,6.927,6.483,6.636,1474136.64,9842988.8915,37381
1726876800000,2024-09-21,UNIUSDT,6.83,6.928,6.68,6.904,1100258.36,7507936.34107,29791
1726790400000,2024-09-20,UNIUSDT,6.798,6.98,6.679,6.828,1944878.29,13228480.66903,48756
1726704000000,2024-09-19,UNIUSDT,6.773,7.05,6.726,6.797,2490711.52,17008852.70068,56486
1726617600000,2024-09-18,UNIUSDT,6.789,6.79,6.393,6.776,2028881.79,13376540.07747,58310
1726531200000,2024-09-17,UNIUSDT,6.412,7.142,6.336,6.788,2586863.1,17498148.47327,83732
1726444800000,2024-09-16,UNIUSDT,6.534,6.565,6.304,6.411,1079790.0,6937220.31704,45656
1726358400000,2024-09-15,UNIUSDT,6.666,6.847,6.459,6.533,1260177.99,8461703.43842,42083
1726272000000,2024-09-14,UNIUSDT,6.939,6.941,6.588,6.666,1464205.32,9864669.92541,41598
1726185600000,2024-09-13,UNIUSDT,6.791,7.093,6.681,6.939,2205455.35,15193465.30127,69321
1726099200000,2024-09-12,UNIUSDT,6.751,6.94,6.616,6.791,2111655.59,14307985.34325,57337
1726012800000,2024-09-11,UNIUSDT,6.704,6.985,6.542,6.751,2750096.66,18600158.57974,82607
1725926400000,2024-09-10,UNIUSDT,6.733,6.829,6.499,6.703,1837296.48,12199332.41249,52749
1725840000000,2024-09-09,UNIUSDT,6.349,6.752,6.329,6.733,2116750.4,13979815.32248,68668
1725753600000,2024-09-08,UNIUSDT,6.434,6.508,6.241,6.348,1158357.34,7381029.10865,42390
1725667200000,2024-09-07,UNIUSDT,6.177,6.523,6.111,6.434,1756347.01,11193142.08813,49429
1725580800000,2024-09-06,UNIUSDT,6.309,6.339,5.878,6.177,2529437.26,15548510.03865,88395
1725494400000,2024-09-05,UNIUSDT,6.431,6.506,6.166,6.309,1580088.32,9965842.19713,53055
1725408000000,2024-09-04,UNIUSDT,6.042,6.654,5.776,6.432,6209851.03,39086471.65592,209082
1725321600000,2024-09-03,UNIUSDT,6.104,6.313,6.023,6.044,2273302.16,13998527.27752,73430
1725235200000,2024-09-02,UNIUSDT,5.612,6.214,5.594,6.103,3143540.6,18767376.62134,99303
1725148800000,2024-09-01,UNIUSDT,5.943,5.959,5.543,5.614,905701.36,5179925.56765,39621
1725062400000,2024-08-31,UNIUSDT,5.892,6.097,5.849,5.943,1271137.19,7584989.27385,37970
1724976000000,2024-08-30,UNIUSDT,5.836,5.917,5.586,5.892,1131187.5,6527223.3627,40864
1724889600000,2024-08-29,UNIUSDT,5.772,6.007,5.725,5.837,1387375.27,8136528.10314,43028
1724803200000,2024-08-28,UNIUSDT,5.717,5.928,5.59,5.771,2355672.29,13501679.33641,73915
1724716800000,2024-08-27,UNIUSDT,6.291,6.349,5.6,5.716,2366670.13,14218631.13448,79281
1724630400000,2024-08-26,UNIUSDT,6.627,6.668,6.239,6.292,1811825.29,11755463.91647,57576
1724544000000,2024-08-25,UNIUSDT,6.916,6.934,6.589,6.626,2018912.5,13603575.2836,65958
1724457600000,2024-08-24,UNIUSDT,7.0,7.125,6.827,6.916,2218928.02,15515039.29162,63519
1724371200000,2024-08-23,UNIUSDT,6.919,7.094,6.771,6.999,2547249.12,17689486.4579,76113
1724284800000,2024-08-22,UNIUSDT,7.101,7.121,6.876,6.919,1719185.23,11975150.92822,56326
1724198400000,2024-08-21,UNIUSDT,6.26,7.22,6.227,7.101,3317004.5,22463841.77113,114026
1724112000000,2024-08-20,UNIUSDT,6.195,6.474,6.111,6.26,1166686.26,7332617.66807,53106
1724025600000,2024-08-19,UNIUSDT,6.172,6.259,6.032,6.196,1006392.37,6182364.20392,38136
1723939200000,2024-08-18,UNIUSDT,6.419,6.446,6.158,6.171,926687.14,5853934.79495,42819
1723852800000,2024-08-17,UNIUSDT,6.495,6.551,6.336,6.417,690176.94,4445714.71321,30389
1723766400000,2024-08-16,UNIUSDT,6.208,6.623,6.2,6.497,1570222.66,10061368.44768,51674
1723680000000,2024-08-15,UNIUSDT,6.439,6.453,6.077,6.203,1152525.65,7219500.27747,47487
1723593600000,2024-08-14,UNIUSDT,6.347,6.508,6.216,6.438,1377224.51,8799284.36473,49998
1723507200000,2024-08-13,UNIUSDT,6.239,6.397,6.078,6.345,1019634.08,6353859.55154,38738
1723420800000,2024-08-12,UNIUSDT,5.905,6.312,5.851,6.239,1328818.95,8125712.63675,56830
1723334400000,2024-08-11,UNIUSDT,6.189,6.4,5.872,5.902,848305.0,5221498.53494,47259
1723248000000,2024-08-10,UNIUSDT,6.144,6.249,6.088,6.188,492356.59,3041438.30324,28801
1723161600000,2024-08-09,UNIUSDT,6.282,6.282,5.961,6.143,1152300.7,7070187.78923,66724
1723075200000,2024-08-08,UNIUSDT,5.661,6.323,5.58,6.281,2318137.07,13848643.25289,98176
1722988800000,2024-08-07,UNIUSDT,5.789,6.014,5.523,5.659,1917670.49,11104880.94811,80248
1722902400000,2024-08-06,UNIUSDT,5.367,5.898,5.362,5.789,3377708.82,19280188.01702,123352
1722816000000,2024-08-05,UNIUSDT,6.147,6.6,4.703,5.367,13586115.34,71055985.51692,433295
1722729600000,2024-08-04,UNIUSDT,6.627,6.683,5.975,6.147,2948368.73,18727109.71852,115560
1722643200000,2024-08-03,UNIUSDT,6.616,6.784,6.406,6.627,1903959.18,12538195.89079,95231
1722556800000,2024-08-02,UNIUSDT,7.185,7.247,6.518,6.617,2075356.72,14191403.27021,104211
1722470400000,2024-08-01,UNIUSDT,7.169,7.266,6.862,7.185,2103709.38,14874911.74777,105778
1722384000000,2024-07-31,UNIUSDT,7.392,7.482,7.138,7.169,931204.33,6811406.50185,48637
1722297600000,2024-07-30,UNIUSDT,7.682,7.753,7.29,7.392,865700.77,6526974.77284,43837
1722211200000,2024-07-29,UNIUSDT,7.534,7.906,7.522,7.683,1432594.74,11108503.69055,67057
1722124800000,2024-07-28,UNIUSDT,7.672,7.672,7.453,7.532,659913.78,4987179.05602,37934
1722038400000,2024-07-27,UNIUSDT,7.675,7.94,7.54,7.671,1559905.96,12043740.694,85686
1721952000000,2024-07-26,UNIUSDT,7.29,7.708,7.272,7.677,1019322.51,7695513.25609,50056
1721865600000,2024-07-25,UNIUSDT,7.425,7.461,7.033,7.29,1877630.44,13495903.43025,97593
1721779200000,2024-07-24,UNIUSDT,7.707,7.771,7.331,7.424,1368368.86,10366299.71766,63545
1721692800000,2024-07-23,UNIUSDT,7.814,8.01,7.553,7.709,2020485.98,15731288.98641,95839
1721606400000,2024-07-22,UNIUSDT,8.127,8.173,7.744,7.812,1424533.58,11330128.48679,65936
1721520000000,2024-07-21,UNIUSDT,8.014,8.188,7.621,8.124,1932651.51,15408392.85604,78244
1721433600000,2024-07-20,UNIUSDT,7.995,8.05,7.816,8.012,1836866.85,14614183.72602,61945
1721347200000,2024-07-19,UNIUSDT,7.837,8.032,7.668,7.995,1745569.52,13763141.02419,77377
1721260800000,2024-07-18,UNIUSDT,7.922,8.053,7.55,7.834,1918559.79,15140030.63489,77396
1721174400000,2024-07-17,UNIUSDT,8.173,8.418,7.87,7.922,2323927.65,18942165.84567,103896
1721088000000,2024-07-16,UNIUSDT,8.593,8.659,7.867,8.174,3968113.88,32497013.79378,144038
1721001600000,2024-07-15,UNIUSDT,8.42,8.611,8.281,8.596,2013905.47,17032838.94417,68863
1720915200000,2024-07-14,UNIUSDT,8.154,8.5,8.096,8.426,1317117.9,10904571.59094,57793
1720828800000,2024-07-13,UNIUSDT,8.116,8.3,8.078,8.155,1007335.28,8235806.30845,47233
1720742400000,2024-07-12,UNIUSDT,7.828,8.269,7.693,8.115,1369747.99,10886014.87584,58705
1720656000000,2024-07-11,UNIUSDT,8.026,8.182,7.761,7.829,1421456.29,11337871.8027,52915
1720569600000,2024-07-10,UNIUSDT,8.175,8.346,7.994,8.026,1685596.09,13676572.06171,56394
1720483200000,2024-07-09,UNIUSDT,8.035,8.285,7.976,8.174,1303799.96,10586752.81007,47400
1720396800000,2024-07-08,UNIUSDT,7.647,8.313,7.313,8.037,2447184.02,19276584.94086,96853
1720310400000,2024-07-07,UNIUSDT,8.188,8.207,7.596,7.647,1430816.61,11347314.32446,56315
1720224000000,2024-07-06,UNIUSDT,7.774,8.262,7.666,8.19,1415163.4,11243327.74342,54423
1720137600000,2024-07-05,UNIUSDT,7.627,7.822,6.763,7.776,5844740.91,42446224.07916,183720
1720051200000,2024-07-04,UNIUSDT,8.523,8.585,7.587,7.628,3095649.56,24973790.10901,104976
1719964800000,2024-07-03,UNIUSDT,9.0,9.067,8.401,8.522,1955707.37,17030933.33446,75338
1719878400000,2024-07-02,UNIUSDT,9.146,9.225,8.799,9.0,1862694.69,16732748.61571,62914
1719792000000,2024-07-01,UNIUSDT,9.296,9.527,9.132,9.146,1810551.92,16898375.93294,65148
1719705600000,2024-06-30,UNIUSDT,8.858,9.35,8.76,9.295,979114.72,8849267.11362,36158
1719619200000,2024-06-29,UNIUSDT,9.002,9.128,8.844,8.854,1235971.81,11085480.34329,54872
1719532800000,2024-06-28,UNIUSDT,9.508,9.636,8.93,9.002,3292786.32,30504857.68429,122650
1719446400000,2024-06-27,UNIUSDT,9.394,9.648,9.182,9.506,1873329.36,17598942.23707,151733
1719360000000,2024-06-26,UNIUSDT,9.505,9.654,9.149,9.394,1562444.06,14693838.73193,167624
1719273600000,2024-06-25,UNIUSDT,9.328,9.569,9.191,9.503,1912641.62,17961606.17156,319259
1719187200000,2024-06-24,UNIUSDT,9.772,9.821,8.751,9.325,4178546.18,38141302.51654,339643
1719100800000,2024-06-23,UNIUSDT,9.843,10.116,9.75,9.772,1084762.42,10810715.10467,134365
1719014400000,2024-06-22,UNIUSDT,9.81,10.096,9.59,9.843,1375348.14,13584744.87041,188417
1718928000000,2024-06-21,UNIUSDT,10.028,10.322,9.7,9.81,2417601.67,24093242.03532,204383
1718841600000,2024-06-20,UNIUSDT,9.953,10.3,9.637,10.029,2175718.7,21775198.87166,150704
1718755200000,2024-06-19,UNIUSDT,9.766,10.477,9.625,9.954,4568679.79,46515897.42211,189083
1718668800000,2024-06-18,UNIUSDT,10.609,10.644,9.238,9.766,4229131.74,41470182.24779,169084
1718582400000,2024-06-17,UNIUSDT,11.981,11.986,10.521,10.61,4786464.14,52882536.45596,217646
1718496000000,2024-06-16,UNIUSDT,11.519,12.026,11.258,11.984,2875675.14,33231523.41378,149264
1718409600000,2024-06-15,UNIUSDT,10.43,11.874,10.352,11.52,6564282.44,73234849.21867,303672
1718323200000,2024-06-14,UNIUSDT,10.162,11.027,10.072,10.431,6327707.97,66913650.2664,267556
1718236800000,2024-06-13,UNIUSDT,10.08,10.24,9.638,10.164,2710791.37,26985193.04273,171552
1718150400000,2024-06-12,UNIUSDT,8.978,10.341,8.775,10.079,6226703.66,60826980.54327,258869
1718064000000,2024-06-11,UNIUSDT,10.349,10.399,8.74,8.978,4952530.73,46387250.26358,176886
1717977600000,2024-06-10,UNIUSDT,9.824,10.685,9.609,10.351,3224428.86,32957345.98944,134500
1717891200000,2024-06-09,UNIUSDT,10.05,10.082,9.759,9.823,904172.18,8954261.51912,39859
1717804800000,2024-06-08,UNIUSDT,9.818,10.201,9.786,10.052,1900669.26,18946528.88444,92544
1717718400000,2024-06-07,UNIUSDT,10.619,10.75,9.15,9.818,2914002.05,29503449.07761,145880
1717632000000,2024-06-06,UNIUSDT,11.167,11.267,10.42,10.619,3107269.54,33480971.6678,124735
1717545600000,2024-06-05,UNIUSDT,11.467,11.596,10.876,11.162,4360122.27,48767250.92503,182160
1717459200000,2024-06-04,UNIUSDT,9.494,11.968,9.403,11.466,10228765.87,111687277.87489,474877
1717372800000,2024-06-03,UNIUSDT,9.419,9.838,9.293,9.493,1711848.9,16493605.11041,66154
1717286400000,2024-06-02,UNIUSDT,9.885,9.959,9.36,9.422,1283848.11,12410952.8442,57756
1717200000000,2024-06-01,UNIUSDT,9.957,10.072,9.86,9.886,1357483.99,13522690.50585,63266
1717113600000,2024-05-31,UNIUSDT,10.76,11.139,9.929,9.957,3148986.72,33282586.01254,145362
1717027200000,2024-05-30,UNIUSDT,10.444,11.209,10.361,10.758,1812312.31,19535841.88316,99529
1716940800000,2024-05-29,UNIUSDT,11.11,11.34,10.44,10.443,2745127.46,29734760.48423,127046
1716854400000,2024-05-28,UNIUSDT,11.057,11.51,10.603,11.107,3725865.1,40717492.74409,156360
1716768000000,2024-05-27,UNIUSDT,11.169,11.372,10.902,11.056,3230856.4,35931893.95089,117751
1716681600000,2024-05-26,UNIUSDT,11.33,11.8,11.064,11.167,6066941.99,69108085.41277,238051
1716595200000,2024-05-25,UNIUSDT,10.214,11.497,10.152,11.329,8019458.82,87093873.87142,327412
1716508800000,2024-05-24,UNIUSDT,9.087,10.569,8.938,10.213,6010490.36,58009210.12292,238897
1716422400000,2024-05-23,UNIUSDT,9.305,9.87,8.617,9.088,4686381.81,43854994.33695,181223
1716336000000,2024-05-22,UNIUSDT,9.658,9.694,9.021,9.304,3009371.79,28083840.16705,103667
1716249600000,2024-05-21,UNIUSDT,9.327,9.672,9.083,9.659,4302999.77,40372838.51566,159128
1716163200000,2024-05-20,UNIUSDT,7.642,9.516,7.618,9.328,4886863.41,41349750.57555,206972
1716076800000,2024-05-19,UNIUSDT,7.86,7.97,7.58,7.642,1209679.92,9422962.98147,37478
1715990400000,2024-05-18,UNIUSDT,7.491,8.228,7.444,7.86,3423784.61,26997589.10363,101276
1715904000000,2024-05-17,UNIUSDT,7.295,7.605,7.236,7.491,1244916.54,9265922.89621,38946
1715817600000,2024-05-16,UNIUSDT,7.365,7.429,7.049,7.293,1033317.36,7526050.97033,33711
1715731200000,2024-05-15,UNIUSDT,6.787,7.445,6.735,7.364,1208615.32,8624098.13786,37856
1715644800000,2024-05-14,UNIUSDT,7.007,7.022,6.761,6.787,979588.32,6754810.98308,33558
1715558400000,2024-05-13,UNIUSDT,7.064,7.211,6.837,7.003,1438815.8,10137972.08812,41469
1715472000000,2024-05-12,UNIUSDT,7.037,7.217,6.984,7.064,594384.17,4220257.86691,19578
1715385600000,2024-05-11,UNIUSDT,7.109,7.204,7.017,7.036,562896.55,3997887.85925,18933
1715299200000,2024-05-10,UNIUSDT,7.502,7.564,7.024,7.107,888009.63,6488233.21338,33342
1715212800000,2024-05-09,UNIUSDT,7.325,7.548,7.17,7.501,671303.78,4933927.46881,22900
1715126400000,2024-05-08,UNIUSDT,7.396,7.531,7.205,7.329,1032760.59,7599886.26306,35188
1715040000000,2024-05-07,UNIUSDT,7.475,7.68,7.377,7.396,1170340.25,8808520.61659,35337
1714953600000,2024-05-06,UNIUSDT,7.588,7.949,7.435,7.474,2036563.47,15595968.43846,63461
1714867200000,2024-05-05,UNIUSDT,7.535,7.65,7.352,7.587,1385910.56,10340456.92594,34946
1714780800000,2024-05-04,UNIUSDT,7.585,7.717,7.472,7.531,1404469.63,10628991.4625,37090
1714694400000,2024-05-03,UNIUSDT,7.107,7.618,6.949,7.585,2069126.75,15186507.24566,52309
1714608000000,2024-05-02,UNIUSDT,7.047,7.214,6.846,7.107,1054303.79,7444594.79597,31243
1714521600000,2024-05-01,UNIUSDT,7.038,7.154,6.536,7.047,3213315.1,22088674.21804,85269
1714435200000,2024-04-30,UNIUSDT,7.689,7.807,6.8,7.039,2793581.81,19998549.74816,74422
1714348800000,2024-04-29,UNIUSDT,7.828,7.893,7.496,7.689,1400705.08,10729064.43406,40752
1714262400000,2024-04-28,UNIUSDT,7.978,8.227,7.797,7.825,1964278.09,15760204.73546,47151
1714176000000,2024-04-27,UNIUSDT,7.705,8.071,7.425,7.973,1383590.66,10689082.40378,47023
1714089600000,2024-04-26,UNIUSDT,7.931,7.948,7.528,7.703,1644152.23,12690009.6965,45686
1714003200000,2024-04-25,UNIUSDT,7.715,8.13,7.561,7.93,2200386.0,17218461.75755,59307
1713916800000,2024-04-24,UNIUSDT,7.947,8.215,7.592,7.72,2089035.27,16507950.19638,56386
1713830400000,2024-04-23,UNIUSDT,8.2,8.358,7.906,7.948,2111713.69,17073031.39122,58837
1713744000000,2024-04-22,UNIUSDT,7.73,8.301,7.703,8.2,2333601.6,18699727.96074,65884
1713657600000,2024-04-21,UNIUSDT,7.872,7.955,7.547,7.731,1276363.7,9914264.73496,45090
1713571200000,2024-04-20,UNIUSDT,7.489,7.921,7.396,7.873,2374609.58,18178607.34093,68334
1713484800000,2024-04-19,UNIUSDT,7.293,7.696,6.713,7.491,3764350.17,27773754.60895,90621
1713398400000,2024-04-18,UNIUSDT,6.891,7.35,6.727,7.296,2702074.52,19012055.37569,62880
1713312000000,2024-04-17,UNIUSDT,7.182,7.246,6.624,6.889,2433417.76,16922060.55042,64781
1713225600000,2024-04-16,UNIUSDT,7.25,7.331,6.763,7.189,5612964.55,39770825.35747,112854
1713139200000,2024-04-15,UNIUSDT,7.523,7.932,7.018,7.247,6368389.32,47966554.47868,148525
1713052800000,2024-04-14,UNIUSDT,6.911,7.587,6.643,7.523,10681562.55,75740804.71003,239320
1712966400000,2024-04-13,UNIUSDT,7.92,8.211,5.899,6.91,15232169.21,105578774.96973,373930
1712880000000,2024-04-12,UNIUSDT,9.143,9.21,7.0,7.922,13220041.99,110332752.39723,293585
1712793600000,2024-04-11,UNIUSDT,10.047,10.048,8.716,9.139,19189507.5,177679819.36593,429419
1712707200000,2024-04-10,UNIUSDT,11.21,11.316,9.801,10.047,9598126.86,99215859.47391,259969
1712620800000,2024-04-09,UNIUSDT,11.624,11.714,11.027,11.212,1927360.48,21841345.99044,70481
1712534400000,2024-04-08,UNIUSDT,11.397,11.81,11.265,11.624,1649927.49,19131675.43481,57463
1712448000000,2024-04-07,UNIUSDT,11.241,11.488,11.192,11.401,2738667.34,31070156.71515,69920
1712361600000,2024-04-06,UNIUSDT,10.929,11.345,10.889,11.241,927531.29,10296684.68725,32735
1712275200000,2024-04-05,UNIUSDT,10.972,11.064,10.431,10.926,1615645.92,17342456.34231,52768
1712188800000,2024-04-04,UNIUSDT,10.868,11.276,10.704,10.976,1867298.17,20595561.31215,54324
1712102400000,2024-04-03,UNIUSDT,11.304,11.457,10.651,10.868,4443826.92,49066005.37607,139619
1712016000000,2024-04-02,UNIUSDT,12.414,12.421,11.177,11.302,3468324.92,40110949.95716,118755
1711929600000,2024-04-01,UNIUSDT,12.946,12.952,12.029,12.416,3179157.04,39614793.28303,120065
1711843200000,2024-03-31,UNIUSDT,12.607,13.343,12.575,12.947,2314761.94,30195758.67205,83952
1711756800000,2024-03-30,UNIUSDT,12.64,12.916,12.506,12.607,1460876.98,18584377.9357,58074
1711670400000,2024-03-29,UNIUSDT,12.751,13.155,12.437,12.642,2689334.09,34323030.69348,97121
1711584000000,2024-03-28,UNIUSDT,12.243,13.123,12.116,12.749,2276508.02,28576813.54546,87919
1711497600000,2024-03-27,UNIUSDT,12.694,12.828,12.094,12.246,2391262.69,29818022.79332,99990
1711411200000,2024-03-26,UNIUSDT,12.424,12.889,12.36,12.692,1996606.93,25262047.71767,85937
1711324800000,2024-03-25,UNIUSDT,12.042,13.0,11.921,12.429,2117826.39,26210884.97671,82701
1711238400000,2024-03-24,UNIUSDT,11.616,12.091,11.568,12.039,1231546.88,14570636.17898,45951
1711152000000,2024-03-23,UNIUSDT,11.76,12.021,11.568,11.614,1488835.39,17617226.77966,56841
1711065600000,2024-03-22,UNIUSDT,12.183,12.25,11.335,11.759,2314450.76,27290854.84419,83988
1710979200000,2024-03-21,UNIUSDT,11.909,12.239,11.542,12.183,2625898.43,31394065.64529,97325
1710892800000,2024-03-20,UNIUSDT,10.611,11.95,10.3,11.913,3886670.75,43258880.42959,144711
1710806400000,2024-03-19,UNIUSDT,11.875,12.048,10.384,10.614,5125751.51,56593765.29792,171218
1710720000000,2024-03-18,UNIUSDT,12.422,12.612,11.561,11.877,2386476.82,28948608.24213,96964
1710633600000,2024-03-17,UNIUSDT,12.031,12.667,11.35,12.422,2790079.58,33899078.39324,111930
1710547200000,2024-03-16,UNIUSDT,13.069,13.164,11.758,12.029,2920835.54,36731835.03174,123059
1710460800000,2024-03-15,UNIUSDT,13.949,14.137,12.136,13.066,5616115.09,72796631.45252,225601
1710374400000,2024-03-14,UNIUSDT,14.228,14.474,13.167,13.947,4157084.01,58067440.78197,173785
1710288000000,2024-03-13,UNIUSDT,14.065,14.8,13.743,14.227,3590830.86,51051728.84122,149495
1710201600000,2024-03-12,UNIUSDT,14.436,14.572,13.018,14.063,4443993.32,62081435.69404,205223
1710115200000,2024-03-11,UNIUSDT,14.231,14.642,13.5,14.437,4348900.95,61694799.9577,174102
1710028800000,2024-03-10,UNIUSDT,14.185,14.416,13.5,14.233,4646319.95,65318434.28582,158018
