https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume MANA,Volume USDT,tradecount
1732752000000,2024-11-28,MANAUSDT,0.6089,0.6248,0.5784,0.6198,31778541.0,18982458.1328,80281
1732665600000,2024-11-27,MANAUSDT,0.5842,0.6248,0.5627,0.6088,51310166.0,30570229.8763,150139
1732579200000,2024-11-26,MANAUSDT,0.6288,0.6399,0.5617,0.5844,68172058.0,40594241.7416,207336
1732492800000,2024-11-25,MANAUSDT,0.7266,0.782,0.6155,0.6291,186091594.0,128964716.7623,540748
1732406400000,2024-11-24,MANAUSDT,0.5273,0.7756,0.5168,0.7263,296125807.0,191725422.526,973807
1732320000000,2024-11-23,MANAUSDT,0.4537,0.5566,0.4484,0.5274,101742302.0,51174607.5788,285411
1732233600000,2024-11-22,MANAUSDT,0.4139,0.4562,0.4043,0.4537,42024970.0,17979255.5249,90906
1732147200000,2024-11-21,MANAUSDT,0.3956,0.4152,0.3842,0.4138,24944026.0,10033649.3519,60724
1732060800000,2024-11-20,MANAUSDT,0.4082,0.4167,0.3817,0.3957,19813890.0,7896759.1415,45679
1731974400000,2024-11-19,MANAUSDT,0.4152,0.4218,0.3929,0.4084,17613554.0,7151589.1529,38947
1731888000000,2024-11-18,MANAUSDT,0.3918,0.4295,0.387,0.4151,34779903.0,14297843.6586,71143
1731801600000,2024-11-17,MANAUSDT,0.4358,0.4363,0.3826,0.392,38537963.0,15546787.4493,74139
1731715200000,2024-11-16,MANAUSDT,0.3486,0.4579,0.3464,0.4356,146907146.0,61891855.7598,328531
1731628800000,2024-11-15,MANAUSDT,0.3265,0.3488,0.3206,0.3486,26074552.0,8803823.5115,58838
1731542400000,2024-11-14,MANAUSDT,0.3354,0.3477,0.3177,0.3266,27091952.0,8991656.5481,63192
1731456000000,2024-11-13,MANAUSDT,0.3611,0.3693,0.3199,0.3354,35764857.0,12237807.0714,89939
1731369600000,2024-11-12,MANAUSDT,0.3633,0.397,0.3451,0.3611,48672107.0,17874583.6847,110305
1731283200000,2024-11-11,MANAUSDT,0.3493,0.3637,0.3407,0.3633,33176844.0,11682373.94,57712
1731196800000,2024-11-10,MANAUSDT,0.3227,0.361,0.3174,0.3494,33089544.0,11322977.8537,56450
1731110400000,2024-11-09,MANAUSDT,0.3121,0.3231,0.3067,0.3229,11302076.0,3548065.0316,19482
1731024000000,2024-11-08,MANAUSDT,0.3016,0.3133,0.297,0.3119,13039182.0,4000853.2096,21374
1730937600000,2024-11-07,MANAUSDT,0.2998,0.3077,0.2957,0.3013,10823911.0,3262448.3789,18734
1730851200000,2024-11-06,MANAUSDT,0.273,0.3022,0.273,0.2997,18124340.0,5310923.0596,31323
1730764800000,2024-11-05,MANAUSDT,0.2641,0.277,0.2637,0.2731,8856730.0,2403601.9809,12326
1730678400000,2024-11-04,MANAUSDT,0.2699,0.2738,0.2582,0.2642,6661188.0,1777705.984,12617
1730592000000,2024-11-03,MANAUSDT,0.2822,0.2831,0.2613,0.2699,8711277.0,2352854.7113,19633
1730505600000,2024-11-02,MANAUSDT,0.2881,0.2908,0.2785,0.2821,3068632.0,871104.0739,6231
1730419200000,2024-11-01,MANAUSDT,0.2883,0.2949,0.2816,0.2881,5743221.0,1652577.4086,12169
1730332800000,2024-10-31,MANAUSDT,0.3047,0.305,0.2851,0.2885,6836139.0,2010050.0379,13188
1730246400000,2024-10-30,MANAUSDT,0.3107,0.3115,0.3004,0.305,5372910.0,1643529.4745,11599
1730160000000,2024-10-29,MANAUSDT,0.2976,0.3139,0.2966,0.3107,7892576.0,2417732.9642,17246
1730073600000,2024-10-28,MANAUSDT,0.2919,0.301,0.2818,0.2976,8215328.0,2381598.8618,16952
1729987200000,2024-10-27,MANAUSDT,0.2876,0.298,0.2858,0.2919,5251429.0,1530123.438,9515
1729900800000,2024-10-26,MANAUSDT,0.2846,0.2904,0.2781,0.2874,7368677.0,2102871.6832,17514
1729814400000,2024-10-25,MANAUSDT,0.3119,0.3128,0.2747,0.2846,12438592.0,3707466.4205,26098
1729728000000,2024-10-24,MANAUSDT,0.3106,0.3207,0.3093,0.3118,9459734.0,2987553.4942,17185
1729641600000,2024-10-23,MANAUSDT,0.3296,0.331,0.3025,0.3109,11262897.0,3551755.5775,19269
1729555200000,2024-10-22,MANAUSDT,0.316,0.3311,0.3108,0.3296,15036954.0,4823632.0721,25487
1729468800000,2024-10-21,MANAUSDT,0.3294,0.3405,0.31,0.3159,16981615.0,5530502.2368,31946
1729382400000,2024-10-20,MANAUSDT,0.325,0.3339,0.3199,0.3293,16860653.0,5528840.1841,27656
1729296000000,2024-10-19,MANAUSDT,0.3372,0.3482,0.3216,0.3249,33506544.0,11267988.2329,53898
1729209600000,2024-10-18,MANAUSDT,0.2938,0.344,0.2922,0.3372,28129003.0,9149060.854,52531
1729123200000,2024-10-17,MANAUSDT,0.3063,0.3121,0.2895,0.2939,7267080.0,2176450.237,14384
1729036800000,2024-10-16,MANAUSDT,0.3057,0.31,0.2974,0.3062,9404970.0,2859898.3573,16740
1728950400000,2024-10-15,MANAUSDT,0.3101,0.3112,0.2937,0.3056,8699418.0,2643922.5341,17912
1728864000000,2024-10-14,MANAUSDT,0.2956,0.3115,0.2919,0.3099,8475659.0,2575275.3747,14432
1728777600000,2024-10-13,MANAUSDT,0.2982,0.3016,0.2904,0.2956,3845145.0,1139598.8885,7307
1728691200000,2024-10-12,MANAUSDT,0.2943,0.3022,0.2942,0.2982,3330854.0,994654.4857,8922
1728604800000,2024-10-11,MANAUSDT,0.2818,0.2961,0.2807,0.2941,4467786.0,1292040.9571,9568
1728518400000,2024-10-10,MANAUSDT,0.2788,0.2827,0.2719,0.2819,5048548.0,1405964.7542,9310
1728432000000,2024-10-09,MANAUSDT,0.2857,0.2889,0.2742,0.2788,5618598.0,1580835.9237,10542
1728345600000,2024-10-08,MANAUSDT,0.2911,0.2947,0.2839,0.2857,5894795.0,1709857.9142,11766
1728259200000,2024-10-07,MANAUSDT,0.2958,0.3043,0.2897,0.291,5932910.0,1764480.0541,12486
1728172800000,2024-10-06,MANAUSDT,0.2947,0.2981,0.2912,0.2957,2379388.0,699404.2384,5516
1728086400000,2024-10-05,MANAUSDT,0.2943,0.3017,0.2897,0.2947,4311341.0,1274115.125,8675
1728000000000,2024-10-04,MANAUSDT,0.2775,0.2983,0.2754,0.2942,9062112.0,2586981.9894,15534
1727913600000,2024-10-03,MANAUSDT,0.2739,0.2843,0.2668,0.2778,11221810.0,3084904.4496,21147
1727827200000,2024-10-02,MANAUSDT,0.2795,0.2904,0.2691,0.2739,11337250.0,3175612.5468,22609
1727740800000,2024-10-01,MANAUSDT,0.302,0.3145,0.2718,0.2797,13307581.0,3878143.3569,30872
1727654400000,2024-09-30,MANAUSDT,0.3219,0.3269,0.2979,0.302,9472240.0,2978602.6539,19199
1727568000000,2024-09-29,MANAUSDT,0.3274,0.3282,0.3169,0.3219,10284668.0,3329879.1427,18547
1727481600000,2024-09-28,MANAUSDT,0.3352,0.3381,0.3214,0.3275,4871527.0,1604219.8382,10929
1727395200000,2024-09-27,MANAUSDT,0.3234,0.3365,0.3225,0.3351,9447933.0,3127372.1057,18362
1727308800000,2024-09-26,MANAUSDT,0.3098,0.3264,0.3042,0.3231,8024481.0,2559205.4757,15779
1727222400000,2024-09-25,MANAUSDT,0.3156,0.32,0.3086,0.3097,7963866.0,2506254.1347,13624
1727136000000,2024-09-24,MANAUSDT,0.3081,0.3165,0.302,0.3155,7279218.0,2253170.7281,12787
1727049600000,2024-09-23,MANAUSDT,0.306,0.3135,0.2995,0.3081,7043699.0,2160124.8224,12672
1726963200000,2024-09-22,MANAUSDT,0.317,0.3185,0.2985,0.3062,7252056.0,2232455.7012,12545
1726876800000,2024-09-21,MANAUSDT,0.2967,0.318,0.2951,0.317,6179241.0,1895996.8528,12073
1726790400000,2024-09-20,MANAUSDT,0.2909,0.3011,0.2886,0.2969,5868790.0,1737676.2376,11010
1726704000000,2024-09-19,MANAUSDT,0.2838,0.295,0.2837,0.2907,7467577.0,2164240.4589,15031
1726617600000,2024-09-18,MANAUSDT,0.277,0.2839,0.2654,0.2837,6482414.0,1776692.4134,12966
1726531200000,2024-09-17,MANAUSDT,0.2645,0.2783,0.2621,0.2767,4305098.0,1174084.9269,9087
1726444800000,2024-09-16,MANAUSDT,0.269,0.2712,0.2605,0.2646,4726293.0,1254254.7513,10756
1726358400000,2024-09-15,MANAUSDT,0.2749,0.2789,0.2665,0.2692,3507732.0,963633.2437,7253
1726272000000,2024-09-14,MANAUSDT,0.2807,0.2812,0.2712,0.275,3239921.0,891250.5971,5507
1726185600000,2024-09-13,MANAUSDT,0.2766,0.283,0.2736,0.2805,4083125.0,1137286.0847,8436
1726099200000,2024-09-12,MANAUSDT,0.2665,0.277,0.2665,0.2764,5247162.0,1429312.5236,7671
1726012800000,2024-09-11,MANAUSDT,0.2702,0.2705,0.2578,0.2666,5356474.0,1416936.0926,8792
1725926400000,2024-09-10,MANAUSDT,0.2676,0.2722,0.2638,0.27,5519433.0,1474383.7656,8489
1725840000000,2024-09-09,MANAUSDT,0.2583,0.2721,0.257,0.2676,5189870.0,1373476.1303,8946
1725753600000,2024-09-08,MANAUSDT,0.2547,0.2616,0.2533,0.258,3773368.0,971582.2166,6795
1725667200000,2024-09-07,MANAUSDT,0.2485,0.2599,0.2475,0.2545,3348582.0,854312.4578,5894
1725580800000,2024-09-06,MANAUSDT,0.2579,0.2627,0.2388,0.2485,8732433.0,2194319.7488,16251
1725494400000,2024-09-05,MANAUSDT,0.2648,0.2666,0.2545,0.2583,4257225.0,1107886.1294,8981
1725408000000,2024-09-04,MANAUSDT,0.2554,0.2678,0.242,0.2648,6695929.0,1719969.3885,16112
1725321600000,2024-09-03,MANAUSDT,0.2652,0.2683,0.2541,0.2551,4798807.0,1253180.0094,11789
1725235200000,2024-09-02,MANAUSDT,0.2537,0.2678,0.253,0.2653,5146249.0,1340804.3213,11955
1725148800000,2024-09-01,MANAUSDT,0.2697,0.2698,0.2524,0.2538,5010105.0,1310603.0472,12055
1725062400000,2024-08-31,MANAUSDT,0.2724,0.2746,0.2663,0.2696,2887785.0,781644.4203,7563
1724976000000,2024-08-30,MANAUSDT,0.2723,0.2824,0.2638,0.2725,9558566.0,2604895.2167,17280
1724889600000,2024-08-29,MANAUSDT,0.275,0.2829,0.2685,0.2725,4998288.0,1385320.0972,11357
1724803200000,2024-08-28,MANAUSDT,0.2784,0.2865,0.2678,0.2749,7249865.0,2010557.1522,15836
1724716800000,2024-08-27,MANAUSDT,0.2899,0.2974,0.2722,0.2786,7623646.0,2190217.3327,18585
1724630400000,2024-08-26,MANAUSDT,0.3076,0.3104,0.2882,0.2899,6543078.0,1951171.4644,15624
1724544000000,2024-08-25,MANAUSDT,0.3165,0.3174,0.3019,0.3074,5378803.0,1665750.1618,14952
1724457600000,2024-08-24,MANAUSDT,0.3088,0.3222,0.3054,0.3167,7159414.0,2250084.2261,19608
1724371200000,2024-08-23,MANAUSDT,0.2877,0.3127,0.2866,0.3086,8065666.0,2421362.7914,21379
1724284800000,2024-08-22,MANAUSDT,0.2845,0.2878,0.2788,0.2876,5329483.0,1514904.5207,13305
1724198400000,2024-08-21,MANAUSDT,0.2694,0.2917,0.2673,0.2845,7870059.0,2192540.0353,20435
1724112000000,2024-08-20,MANAUSDT,0.2697,0.275,0.2644,0.2694,5258349.0,1423076.6142,10525
1724025600000,2024-08-19,MANAUSDT,0.2653,0.2702,0.26,0.2698,6807793.0,1798676.6036,11023
1723939200000,2024-08-18,MANAUSDT,0.2659,0.2747,0.2622,0.2651,7032123.0,1891914.7594,11371
1723852800000,2024-08-17,MANAUSDT,0.263,0.2662,0.2581,0.266,5498510.0,1440676.3693,10071
1723766400000,2024-08-16,MANAUSDT,0.2682,0.2714,0.2588,0.2628,4745181.0,1259221.7964,9590
1723680000000,2024-08-15,MANAUSDT,0.273,0.2833,0.2653,0.2685,7208866.0,1981404.804,13863
1723593600000,2024-08-14,MANAUSDT,0.2825,0.2831,0.2687,0.2733,3808961.0,1051550.3073,8140
1723507200000,2024-08-13,MANAUSDT,0.2798,0.2884,0.2702,0.2825,5683043.0,1588771.3007,11492
1723420800000,2024-08-12,MANAUSDT,0.2636,0.2817,0.2623,0.2799,5497861.0,1504591.2893,13620
1723334400000,2024-08-11,MANAUSDT,0.2824,0.2844,0.2622,0.2636,5107399.0,1402440.1651,10389
1723248000000,2024-08-10,MANAUSDT,0.278,0.2865,0.2734,0.2825,7771079.0,2178496.8767,13009
1723161600000,2024-08-09,MANAUSDT,0.2789,0.2796,0.2714,0.2782,5694702.0,1571351.9843,13291
1723075200000,2024-08-08,MANAUSDT,0.2549,0.2804,0.2493,0.279,6286950.0,1685044.2609,16220
1722988800000,2024-08-07,MANAUSDT,0.2649,0.2715,0.2497,0.255,7643103.0,1989048.9702,19461
1722902400000,2024-08-06,MANAUSDT,0.2535,0.2684,0.2529,0.265,8729802.0,2288353.1497,22562
1722816000000,2024-08-05,MANAUSDT,0.267,0.2701,0.2161,0.2534,44366902.0,10578376.976048,113569
1722729600000,2024-08-04,MANAUSDT,0.2776,0.2846,0.2557,0.2669,12410306.0,3353505.7501,28191
1722643200000,2024-08-03,MANAUSDT,0.2868,0.2979,0.2683,0.2776,10447928.0,2930178.5408,27496
1722556800000,2024-08-02,MANAUSDT,0.3093,0.3115,0.2826,0.287,16047152.0,4803045.3566,32981
1722470400000,2024-08-01,MANAUSDT,0.3117,0.3154,0.2897,0.3093,10374327.0,3164554.2426,28113
1722384000000,2024-07-31,MANAUSDT,0.3299,0.336,0.308,0.3118,14234612.0,4540258.6933,33413
1722297600000,2024-07-30,MANAUSDT,0.3321,0.3425,0.3232,0.3299,4420118.0,1480982.3295,16042
1722211200000,2024-07-29,MANAUSDT,0.3363,0.3483,0.3298,0.3323,7242962.0,2464500.2337,18169
1722124800000,2024-07-28,MANAUSDT,0.3487,0.3495,0.3348,0.3363,4122361.0,1410595.3845,10204
1722038400000,2024-07-27,MANAUSDT,0.3425,0.3527,0.3416,0.3488,7576564.0,2633331.7657,18597
1721952000000,2024-07-26,MANAUSDT,0.3209,0.3425,0.3201,0.3424,4694173.0,1558556.0293,11524
1721865600000,2024-07-25,MANAUSDT,0.3277,0.3295,0.3104,0.321,8010589.0,2544338.2206,22947
1721779200000,2024-07-24,MANAUSDT,0.3314,0.3416,0.3257,0.3279,6555621.0,2195891.6594,18350
1721692800000,2024-07-23,MANAUSDT,0.3435,0.3519,0.325,0.3314,7374215.0,2486445.8616,21962
1721606400000,2024-07-22,MANAUSDT,0.3632,0.3653,0.3411,0.3437,5761192.0,2012584.3551,15850
1721520000000,2024-07-21,MANAUSDT,0.3574,0.3648,0.3404,0.3631,7805755.0,2767952.4192,23579
1721433600000,2024-07-20,MANAUSDT,0.3582,0.3645,0.3551,0.3571,6168985.0,2218156.2275,16631
1721347200000,2024-07-19,MANAUSDT,0.3388,0.3634,0.3327,0.3584,8089700.0,2819289.3667,25372
1721260800000,2024-07-18,MANAUSDT,0.3583,0.3712,0.332,0.3388,20174657.0,7055857.8057,52285
1721174400000,2024-07-17,MANAUSDT,0.3599,0.3717,0.3559,0.3576,6236797.0,2274476.1792,22872
1721088000000,2024-07-16,MANAUSDT,0.3617,0.3688,0.3492,0.3599,9206274.0,3309718.7869,33424
1721001600000,2024-07-15,MANAUSDT,0.3428,0.3629,0.3395,0.3617,7377856.0,2563049.3905,24618
1720915200000,2024-07-14,MANAUSDT,0.3342,0.343,0.3282,0.3429,4011583.0,1341552.194,14376
1720828800000,2024-07-13,MANAUSDT,0.3249,0.3367,0.3222,0.3348,5120381.0,1691344.4972,17007
1720742400000,2024-07-12,MANAUSDT,0.3128,0.3262,0.3097,0.3248,4444883.0,1411455.8459,16518
1720656000000,2024-07-11,MANAUSDT,0.3121,0.3263,0.3101,0.3131,6078650.0,1937628.8153,20423
1720569600000,2024-07-10,MANAUSDT,0.3104,0.3195,0.3063,0.3122,4452133.0,1389121.1279,17327
1720483200000,2024-07-09,MANAUSDT,0.3038,0.3131,0.302,0.3103,5149373.0,1580964.2079,20541
1720396800000,2024-07-08,MANAUSDT,0.2953,0.3147,0.2814,0.304,9606994.0,2895991.6416,36610
1720310400000,2024-07-07,MANAUSDT,0.3146,0.3153,0.2931,0.2953,5872866.0,1802104.3971,18887
1720224000000,2024-07-06,MANAUSDT,0.2912,0.3193,0.2898,0.3145,7683313.0,2336042.2418,23184
1720137600000,2024-07-05,MANAUSDT,0.2913,0.298,0.2557,0.2912,24014549.0,6568829.273,66595
1720051200000,2024-07-04,MANAUSDT,0.3237,0.3251,0.2891,0.2913,12462824.0,3799896.0836,44288
1719964800000,2024-07-03,MANAUSDT,0.3445,0.3463,0.3217,0.3236,5563972.0,1856430.9676,20819
1719878400000,2024-07-02,MANAUSDT,0.3409,0.3517,0.3395,0.3446,4592913.0,1584022.1586,16977
1719792000000,2024-07-01,MANAUSDT,0.3392,0.3456,0.3335,0.341,5388596.0,1836086.4023,16727
1719705600000,2024-06-30,MANAUSDT,0.3307,0.3406,0.3276,0.3391,6745672.0,2250127.6122,16885
1719619200000,2024-06-29,MANAUSDT,0.3408,0.348,0.3302,0.3307,3739535.0,1266845.5899,11592
1719532800000,2024-06-28,MANAUSDT,0.3453,0.349,0.3362,0.3407,5013482.0,1719088.5124,14622
1719446400000,2024-06-27,MANAUSDT,0.3361,0.3465,0.3321,0.3454,4441118.0,1509731.4762,14318
1719360000000,2024-06-26,MANAUSDT,0.3387,0.3423,0.3319,0.3361,3734555.0,1259577.7579,11797
1719273600000,2024-06-25,MANAUSDT,0.3332,0.3435,0.3325,0.3389,5654474.0,1911938.3266,18118
1719187200000,2024-06-24,MANAUSDT,0.3252,0.3335,0.3067,0.3331,12977528.0,4177733.7171,37974
1719100800000,2024-06-23,MANAUSDT,0.3304,0.3358,0.3203,0.3253,5037501.0,1655330.561,13151
1719014400000,2024-06-22,MANAUSDT,0.3332,0.3348,0.3274,0.3303,4431030.0,1468343.0749,10439
1718928000000,2024-06-21,MANAUSDT,0.335,0.344,0.3308,0.3333,9324874.0,3146096.9482,22136
1718841600000,2024-06-20,MANAUSDT,0.3338,0.3476,0.33,0.3349,7665478.0,2591449.9728,23164
1718755200000,2024-06-19,MANAUSDT,0.3245,0.3373,0.321,0.3344,8192719.0,2710548.9643,24705
1718668800000,2024-06-18,MANAUSDT,0.3504,0.3517,0.3044,0.3246,27701703.0,8890066.1778,75561
1718582400000,2024-06-17,MANAUSDT,0.3851,0.387,0.345,0.3504,13242573.0,4814084.3053,40893
1718496000000,2024-06-16,MANAUSDT,0.3886,0.391,0.382,0.3852,3477060.0,1346395.6209,10918
1718409600000,2024-06-15,MANAUSDT,0.384,0.3931,0.3832,0.3886,2338538.0,908131.9643,7978
1718323200000,2024-06-14,MANAUSDT,0.3967,0.4014,0.3737,0.3841,9042957.0,3494602.3911,31197
1718236800000,2024-06-13,MANAUSDT,0.4132,0.4144,0.3929,0.3964,7876539.0,3163128.2268,25423
1718150400000,2024-06-12,MANAUSDT,0.3933,0.4187,0.387,0.4133,9161438.0,3733682.1517,34480
1718064000000,2024-06-11,MANAUSDT,0.4136,0.4144,0.385,0.3932,11704153.0,4672362.8162,39482
1717977600000,2024-06-10,MANAUSDT,0.4217,0.4265,0.4104,0.4135,7260999.0,3034013.3547,25320
1717891200000,2024-06-09,MANAUSDT,0.4126,0.4255,0.4099,0.4216,5889224.0,2459258.2401,17791
1717804800000,2024-06-08,MANAUSDT,0.4366,0.4396,0.4077,0.4127,11499287.0,4826151.9392,33204
1717718400000,2024-06-07,MANAUSDT,0.4766,0.4795,0.4012,0.4366,19962949.0,8938113.5378,62952
1717632000000,2024-06-06,MANAUSDT,0.4718,0.4878,0.4664,0.4766,15764333.0,7545552.066,39510
1717545600000,2024-06-05,MANAUSDT,0.4667,0.475,0.4629,0.4718,9727935.0,4572435.7144,29548
1717459200000,2024-06-04,MANAUSDT,0.451,0.4675,0.4481,0.4667,12408816.0,5682074.053,31346
1717372800000,2024-06-03,MANAUSDT,0.4414,0.4763,0.4365,0.4511,15972954.0,7383875.0724,48771
1717286400000,2024-06-02,MANAUSDT,0.4496,0.4619,0.4413,0.4415,7913208.0,3575546.6502,24687
1717200000000,2024-06-01,MANAUSDT,0.4445,0.4532,0.4421,0.4496,7265353.0,3243045.5647,20098
1717113600000,2024-05-31,MANAUSDT,0.4452,0.4476,0.4287,0.4445,13213646.0,5805269.6154,37631
1717027200000,2024-05-30,MANAUSDT,0.4531,0.4637,0.4393,0.4453,9115738.0,4115542.8614,30403
1716940800000,2024-05-29,MANAUSDT,0.4548,0.4768,0.4494,0.4532,12750775.0,5919356.1873,43423
1716854400000,2024-05-28,MANAUSDT,0.4691,0.4726,0.446,0.4548,10536929.0,4787346.8993,36067
1716768000000,2024-05-27,MANAUSDT,0.4468,0.4768,0.4438,0.4689,11372543.0,5250783.8252,31243
1716681600000,2024-05-26,MANAUSDT,0.465,0.4687,0.4442,0.4471,5907881.0,2679535.2088,18202
1716595200000,2024-05-25,MANAUSDT,0.4541,0.4656,0.4524,0.4652,6469826.0,2969144.1013,14157
1716508800000,2024-05-24,MANAUSDT,0.4488,0.4621,0.44,0.4545,7683259.0,3479279.0037,20810
1716422400000,2024-05-23,MANAUSDT,0.4612,0.4689,0.423,0.449,15798021.0,7100286.556,48719
1716336000000,2024-05-22,MANAUSDT,0.4679,0.4736,0.4551,0.4609,9429787.0,4375478.9654,28180
1716249600000,2024-05-21,MANAUSDT,0.4656,0.4746,0.4603,0.4677,14613271.0,6821217.2775,44373
1716163200000,2024-05-20,MANAUSDT,0.4202,0.4671,0.4143,0.4655,28504668.0,12638621.0065,92021
1716076800000,2024-05-19,MANAUSDT,0.4362,0.4409,0.4173,0.4203,5130253.0,2199542.6642,13735
1715990400000,2024-05-18,MANAUSDT,0.4355,0.4369,0.4292,0.4361,4518002.0,1963092.5352,13333
1715904000000,2024-05-17,MANAUSDT,0.4283,0.4456,0.4254,0.4356,8498330.0,3700419.7514,22435
1715817600000,2024-05-16,MANAUSDT,0.4304,0.4343,0.4189,0.4282,7554203.0,3231666.9445,24719
1715731200000,2024-05-15,MANAUSDT,0.4006,0.4356,0.3979,0.4304,8033797.0,3356901.05,27357
1715644800000,2024-05-14,MANAUSDT,0.4061,0.4119,0.3986,0.4003,7865851.0,3189658.9079,22761
1715558400000,2024-05-13,MANAUSDT,0.4068,0.4155,0.3941,0.4061,8364879.0,3396559.8763,24867
1715472000000,2024-05-12,MANAUSDT,0.4144,0.4188,0.4038,0.4067,5894655.0,2426684.989,15030
1715385600000,2024-05-11,MANAUSDT,0.413,0.4229,0.4123,0.4144,4876925.0,2036988.5431,14068
1715299200000,2024-05-10,MANAUSDT,0.4362,0.443,0.4106,0.413,8468608.0,3621001.2339,26378
1715212800000,2024-05-09,MANAUSDT,0.427,0.4396,0.4156,0.4362,6057667.0,2591949.3983,19468
1715126400000,2024-05-08,MANAUSDT,0.4296,0.4339,0.4188,0.4271,9047659.0,3857786.831,23321
1715040000000,2024-05-07,MANAUSDT,0.4404,0.4449,0.4276,0.4293,7943504.0,3471509.4896,21430
1714953600000,2024-05-06,MANAUSDT,0.4474,0.4639,0.4401,0.4404,11624093.0,5240061.7289,28908
1714867200000,2024-05-05,MANAUSDT,0.4468,0.4567,0.4388,0.4474,6773207.0,3027057.2274,17389
1714780800000,2024-05-04,MANAUSDT,0.4477,0.4532,0.4438,0.4468,7606209.0,3408545.2561,17569
1714694400000,2024-05-03,MANAUSDT,0.4315,0.4524,0.4256,0.4477,7551644.0,3324518.5641,22256
1714608000000,2024-05-02,MANAUSDT,0.4239,0.4362,0.4101,0.4309,8532351.0,3639261.218,22896
1714521600000,2024-05-01,MANAUSDT,0.417,0.429,0.3944,0.4241,15758172.0,6486322.7257,38729
1714435200000,2024-04-30,MANAUSDT,0.4367,0.4429,0.4005,0.4171,13945509.0,5838626.9051,33784
1714348800000,2024-04-29,MANAUSDT,0.4449,0.4467,0.4244,0.4367,13116925.0,5704114.0065,28718
1714262400000,2024-04-28,MANAUSDT,0.4525,0.4702,0.4433,0.4453,7578641.0,3478844.0463,17768
1714176000000,2024-04-27,MANAUSDT,0.4525,0.4583,0.4326,0.4525,10847507.0,4852456.96,33184
1714089600000,2024-04-26,MANAUSDT,0.465,0.4659,0.4449,0.4522,7585497.0,3457582.5122,26332
1714003200000,2024-04-25,MANAUSDT,0.463,0.4735,0.4451,0.4652,11116263.0,5096519.3921,24727
1713916800000,2024-04-24,MANAUSDT,0.4786,0.4998,0.4573,0.4631,14734415.0,7109360.1518,40575
1713830400000,2024-04-23,MANAUSDT,0.4814,0.4862,0.4714,0.4785,8894645.0,4257287.1491,21932
1713744000000,2024-04-22,MANAUSDT,0.4629,0.4862,0.4615,0.4815,10488092.0,5012234.6811,25720
1713657600000,2024-04-21,MANAUSDT,0.4702,0.4755,0.453,0.4629,8942265.0,4158023.001,23556
1713571200000,2024-04-20,MANAUSDT,0.4333,0.4732,0.4276,0.4701,12132481.0,5490780.131,27896
1713484800000,2024-04-19,MANAUSDT,0.434,0.4454,0.3975,0.4334,25054301.0,10729494.3186,51825
1713398400000,2024-04-18,MANAUSDT,0.425,0.441,0.4146,0.4344,10954065.0,4714640.3543,27173
1713312000000,2024-04-17,MANAUSDT,0.4336,0.4399,0.4072,0.4252,13537718.0,5757423.7904,32233
1713225600000,2024-04-16,MANAUSDT,0.4236,0.438,0.4029,0.4337,18511647.0,7832574.9221,42239
1713139200000,2024-04-15,MANAUSDT,0.4437,0.4664,0.4119,0.4236,24838316.0,10942817.692,60106
1713052800000,2024-04-14,MANAUSDT,0.418,0.4485,0.3975,0.4437,36305188.0,15433161.9239,81235
1712966400000,2024-04-13,MANAUSDT,0.5168,0.5168,0.3683,0.418,71090132.0,31601594.4322,205721
1712880000000,2024-04-12,MANAUSDT,0.608,0.6238,0.485,0.5166,34204711.0,18405555.3005,106648
1712793600000,2024-04-11,MANAUSDT,0.6094,0.637,0.6032,0.608,15552368.0,9656736.5049,42042
1712707200000,2024-04-10,MANAUSDT,0.6118,0.6322,0.578,0.6091,25066824.0,15001858.0378,61924
1712620800000,2024-04-09,MANAUSDT,0.6257,0.6371,0.604,0.612,25951398.0,16144082.0369,64758
1712534400000,2024-04-08,MANAUSDT,0.5942,0.6305,0.5838,0.6256,11894842.0,7334058.8632,41648
1712448000000,2024-04-07,MANAUSDT,0.5903,0.6008,0.5867,0.5943,8698661.0,5171782.877,26227
1712361600000,2024-04-06,MANAUSDT,0.5898,0.5956,0.5825,0.5903,6953009.0,4098142.0432,19120
1712275200000,2024-04-05,MANAUSDT,0.5924,0.5981,0.5607,0.5896,8542440.0,4968764.3016,29212
1712188800000,2024-04-04,MANAUSDT,0.5765,0.6019,0.5672,0.5924,13686873.0,8023788.9768,36169
1712102400000,2024-04-03,MANAUSDT,0.5843,0.5983,0.5637,0.5762,13997918.0,8177375.6178,43125
1712016000000,2024-04-02,MANAUSDT,0.628,0.628,0.5795,0.5842,16939363.0,10044920.0362,54084
1711929600000,2024-04-01,MANAUSDT,0.6696,0.6756,0.6114,0.628,18815249.0,11979695.6866,61648
1711843200000,2024-03-31,MANAUSDT,0.6614,0.6698,0.655,0.6696,6735440.0,4467257.903,25843
1711756800000,2024-03-30,MANAUSDT,0.6821,0.6848,0.6557,0.6613,8330771.0,5597643.2152,29878
1711670400000,2024-03-29,MANAUSDT,0.6751,0.6868,0.6589,0.6822,14054660.0,9487484.7873,48839
1711584000000,2024-03-28,MANAUSDT,0.665,0.6854,0.6531,0.6752,13816637.0,9284335.6491,42281
1711497600000,2024-03-27,MANAUSDT,0.6918,0.7033,0.6519,0.6652,20081695.0,13564890.6995,66958
