https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume MKR,Volume USDT,tradecount
1737072000000,2025-01-17,MKRUSDT,1421.0,1476.0,1420.0,1462.0,8389.3616,12212286.486,30872
1736985600000,2025-01-16,MKRUSDT,1431.0,1436.0,1387.0,1421.0,12279.5345,17360501.4043,79259
1736899200000,2025-01-15,MKRUSDT,1378.0,1440.0,1374.0,1430.0,8355.1629,11717514.3713,60011
1736812800000,2025-01-14,MKRUSDT,1348.0,1388.0,1344.0,1378.0,7297.7157,10000668.1595,50454
1736726400000,2025-01-13,MKRUSDT,1425.0,1451.0,1275.0,1347.0,10302.0792,13832430.0164,47855
1736640000000,2025-01-12,MKRUSDT,1441.0,1449.0,1402.0,1425.0,2967.5578,4247762.4522,20183
1736553600000,2025-01-11,MKRUSDT,1474.0,1476.0,1436.0,1441.0,2447.3127,3553530.3528,18638
1736467200000,2025-01-10,MKRUSDT,1463.0,1492.0,1434.0,1474.0,7015.8368,10275415.4913,53888
1736380800000,2025-01-09,MKRUSDT,1481.0,1533.0,1434.0,1463.0,8507.0147,12610966.5093,41991
1736294400000,2025-01-08,MKRUSDT,1493.0,1509.0,1412.0,1482.0,8332.398,12140453.7971,36209
1736208000000,2025-01-07,MKRUSDT,1631.0,1638.0,1490.0,1492.0,10488.2235,16494666.7755,70659
1736121600000,2025-01-06,MKRUSDT,1576.0,1635.0,1561.0,1632.0,6017.7441,9626836.1849,44039
1736035200000,2025-01-05,MKRUSDT,1591.0,1598.0,1551.0,1575.0,2999.5332,4724946.3285,17578
1735948800000,2025-01-04,MKRUSDT,1602.0,1636.0,1565.0,1590.0,4559.0862,7283351.7924,28979
1735862400000,2025-01-03,MKRUSDT,1549.0,1620.0,1531.0,1601.0,9070.6361,14133285.8551,52476
1735776000000,2025-01-02,MKRUSDT,1512.0,1575.0,1509.0,1549.0,8842.2909,13634762.608,36673
1735689600000,2025-01-01,MKRUSDT,1492.0,1518.0,1480.0,1511.0,3351.6233,5023668.7481,25505
1735603200000,2024-12-31,MKRUSDT,1500.0,1537.0,1469.0,1492.0,7390.8533,11070593.8285,29737
1735516800000,2024-12-30,MKRUSDT,1507.0,1549.0,1466.0,1500.0,5540.9624,8345138.6451,31919
1735430400000,2024-12-29,MKRUSDT,1551.0,1553.0,1490.0,1507.0,3207.7335,4891182.0932,18220
1735344000000,2024-12-28,MKRUSDT,1576.0,1579.0,1522.0,1550.0,3335.7503,5165312.2147,23544
1735257600000,2024-12-27,MKRUSDT,1532.0,1609.0,1520.0,1576.0,7913.9018,12396209.0396,37094
1735171200000,2024-12-26,MKRUSDT,1603.0,1610.0,1515.0,1531.0,7732.2814,11939691.3577,42399
1735084800000,2024-12-25,MKRUSDT,1642.0,1671.0,1592.0,1604.0,3808.5535,6202338.2156,27160
1734998400000,2024-12-24,MKRUSDT,1626.0,1679.0,1577.0,1642.0,10288.3452,16668737.0834,49571
1734912000000,2024-12-23,MKRUSDT,1584.0,1650.0,1509.0,1626.0,10736.3627,16995209.6225,51943
1734825600000,2024-12-22,MKRUSDT,1624.0,1650.0,1554.0,1584.0,6965.2673,11184245.3548,42962
1734739200000,2024-12-21,MKRUSDT,1697.0,1742.0,1604.0,1622.0,8175.0158,13679735.917,51571
1734652800000,2024-12-20,MKRUSDT,1638.0,1729.0,1491.0,1697.0,20334.2576,32895638.1831,112342
1734566400000,2024-12-19,MKRUSDT,1671.0,1763.0,1590.0,1637.0,29409.824,48895211.1114,146449
1734480000000,2024-12-18,MKRUSDT,1774.0,1786.0,1661.0,1671.0,23537.3641,40540573.7982,147886
1734393600000,2024-12-17,MKRUSDT,1897.0,1898.0,1748.0,1773.0,11491.0433,21056692.3825,62058
1734307200000,2024-12-16,MKRUSDT,2050.0,2082.0,1877.0,1897.0,14815.9831,28876901.568,80965
1734220800000,2024-12-15,MKRUSDT,1930.0,2073.0,1894.0,2052.0,10461.8047,20436164.4317,58437
1734134400000,2024-12-14,MKRUSDT,2112.0,2143.0,1895.0,1930.0,10514.3602,21141721.3151,58981
1734048000000,2024-12-13,MKRUSDT,2035.0,2127.0,1984.0,2112.0,13613.6893,28067289.0712,74820
1733961600000,2024-12-12,MKRUSDT,1879.0,2155.0,1870.0,2035.0,21887.9823,44545483.9996,124058
1733875200000,2024-12-11,MKRUSDT,1768.0,1907.0,1706.0,1879.0,12717.7882,23132487.9941,64182
1733788800000,2024-12-10,MKRUSDT,1886.0,1978.0,1704.0,1769.0,19773.7034,36296523.4069,110888
1733702400000,2024-12-09,MKRUSDT,2196.0,2240.0,1632.0,1889.0,25395.9474,50066526.0035,129466
1733616000000,2024-12-08,MKRUSDT,2166.0,2217.0,2103.0,2195.0,6908.8158,14908741.7467,36583
1733529600000,2024-12-07,MKRUSDT,2210.0,2239.0,2152.0,2166.0,5606.1392,12283414.5141,32626
1733443200000,2024-12-06,MKRUSDT,2098.0,2317.0,2090.0,2209.0,13666.5977,29994481.7755,93580
1733356800000,2024-12-05,MKRUSDT,2273.0,2285.0,2048.0,2099.0,17868.4951,38939328.6901,138782
1733270400000,2024-12-04,MKRUSDT,2299.0,2426.0,2231.0,2272.0,27614.0393,64334420.7936,180168
1733184000000,2024-12-03,MKRUSDT,1978.0,2325.0,1969.0,2298.0,51621.8968,112582401.7499,291179
1733097600000,2024-12-02,MKRUSDT,1837.0,1991.0,1769.0,1977.0,25467.1744,47801451.0656,126511
1733011200000,2024-12-01,MKRUSDT,1859.0,1882.0,1804.0,1837.0,5933.6876,10906878.011,40181
1732924800000,2024-11-30,MKRUSDT,1808.0,1945.0,1778.0,1859.0,12267.6487,22762847.0006,55085
1732838400000,2024-11-29,MKRUSDT,1821.0,1840.0,1784.0,1808.0,6882.4859,12454417.9639,46617
1732752000000,2024-11-28,MKRUSDT,1868.0,1890.0,1780.0,1821.0,8204.1514,14972795.8571,49231
1732665600000,2024-11-27,MKRUSDT,1739.0,1880.0,1717.0,1868.0,13952.6471,25072799.7443,77167
1732579200000,2024-11-26,MKRUSDT,1824.0,1855.0,1678.0,1739.0,12746.3875,22361284.5411,74376
1732492800000,2024-11-25,MKRUSDT,1733.0,2075.0,1691.0,1824.0,32765.691,61981192.5131,169355
1732406400000,2024-11-24,MKRUSDT,1659.0,1791.0,1644.0,1733.0,20451.5934,35201192.6568,99866
1732320000000,2024-11-23,MKRUSDT,1635.0,1777.0,1589.0,1659.0,25868.2915,43214520.9966,123828
1732233600000,2024-11-22,MKRUSDT,1637.0,1725.0,1595.0,1634.0,14532.9633,24010282.0712,68341
1732147200000,2024-11-21,MKRUSDT,1490.0,1680.0,1466.0,1638.0,19525.2081,30705820.6189,105781
1732060800000,2024-11-20,MKRUSDT,1494.0,1565.0,1477.0,1491.0,15607.0755,23650201.0191,113498
1731974400000,2024-11-19,MKRUSDT,1555.0,1574.0,1465.0,1493.0,12728.8375,19070252.527,47594
1731888000000,2024-11-18,MKRUSDT,1478.0,1562.0,1462.0,1555.0,10987.6839,16642291.0716,45052
1731801600000,2024-11-17,MKRUSDT,1504.0,1537.0,1457.0,1478.0,10476.8816,15642861.3343,49329
1731715200000,2024-11-16,MKRUSDT,1432.0,1559.0,1423.0,1503.0,13286.2507,19712564.8043,67187
1731628800000,2024-11-15,MKRUSDT,1419.0,1469.0,1407.0,1434.0,8665.9335,12474251.3937,54920
1731542400000,2024-11-14,MKRUSDT,1486.0,1523.0,1403.0,1419.0,20204.9382,29536684.263,138737
1731456000000,2024-11-13,MKRUSDT,1518.0,1606.0,1439.0,1487.0,29022.9957,44036223.9128,187205
1731369600000,2024-11-12,MKRUSDT,1538.0,1569.0,1436.0,1518.0,38066.5225,57036637.6036,286405
1731283200000,2024-11-11,MKRUSDT,1468.0,1563.0,1436.0,1537.0,22859.5114,34325824.5439,125872
1731196800000,2024-11-10,MKRUSDT,1492.0,1556.0,1416.0,1468.0,24646.3928,37139094.6558,138154
1731110400000,2024-11-09,MKRUSDT,1483.0,1526.0,1440.0,1493.0,10338.5123,15343464.7807,59192
1731024000000,2024-11-08,MKRUSDT,1508.0,1529.0,1457.0,1483.0,16251.1714,24168322.5022,78534
1730937600000,2024-11-07,MKRUSDT,1385.0,1659.0,1362.0,1508.0,35725.2763,53910974.7735,152546
1730851200000,2024-11-06,MKRUSDT,1120.0,1420.0,1118.0,1385.0,37572.097,47852526.4545,123051
1730764800000,2024-11-05,MKRUSDT,1146.0,1162.0,1106.0,1120.0,9524.1589,10849693.9006,28019
1730678400000,2024-11-04,MKRUSDT,1176.0,1190.0,1132.0,1146.0,7049.8624,8218888.5379,22754
1730592000000,2024-11-03,MKRUSDT,1212.0,1215.0,1147.0,1176.0,9147.3948,10759298.1261,32545
1730505600000,2024-11-02,MKRUSDT,1266.0,1268.0,1197.0,1212.0,8652.7839,10596716.229,27855
1730419200000,2024-11-01,MKRUSDT,1271.0,1320.0,1250.0,1266.0,15351.979,19665071.8125,50395
1730332800000,2024-10-31,MKRUSDT,1247.0,1335.0,1238.0,1273.0,24210.4133,31016925.8562,68713
1730246400000,2024-10-30,MKRUSDT,1158.0,1271.0,1142.0,1247.0,24596.2655,30048040.7388,84258
1730160000000,2024-10-29,MKRUSDT,1117.0,1160.0,1110.0,1157.0,8357.7174,9434416.7672,25459
1730073600000,2024-10-28,MKRUSDT,1105.0,1127.0,1091.0,1117.0,7937.6023,8805532.6915,30020
1729987200000,2024-10-27,MKRUSDT,1103.0,1116.0,1093.0,1105.0,3405.2875,3758008.6448,11497
1729900800000,2024-10-26,MKRUSDT,1063.0,1137.0,1057.0,1102.0,9028.5122,9945009.9921,25568
1729814400000,2024-10-25,MKRUSDT,1136.0,1138.0,1006.0,1063.0,16316.8275,17713961.2918,42529
1729728000000,2024-10-24,MKRUSDT,1161.0,1177.0,1131.0,1136.0,5757.2605,6605470.2016,18118
1729641600000,2024-10-23,MKRUSDT,1216.0,1221.0,1129.0,1161.0,15093.5988,17730652.5935,37888
1729555200000,2024-10-22,MKRUSDT,1183.0,1226.0,1155.0,1216.0,17878.2204,21218524.2566,52004
1729468800000,2024-10-21,MKRUSDT,1231.0,1242.0,1176.0,1183.0,9214.1232,11127414.235,27531
1729382400000,2024-10-20,MKRUSDT,1215.0,1243.0,1197.0,1231.0,8193.8933,9976551.6573,27228
1729296000000,2024-10-19,MKRUSDT,1205.0,1234.0,1199.0,1214.0,5985.0918,7252169.5507,19138
1729209600000,2024-10-18,MKRUSDT,1201.0,1219.0,1190.0,1205.0,7733.0687,9320741.0836,25444
1729123200000,2024-10-17,MKRUSDT,1278.0,1298.0,1189.0,1202.0,13097.0522,16279382.5251,36213
1729036800000,2024-10-16,MKRUSDT,1326.0,1332.0,1274.0,1278.0,13148.4052,17027897.3174,45029
1728950400000,2024-10-15,MKRUSDT,1400.0,1441.0,1291.0,1325.0,19591.2691,27145993.3255,108570
1728864000000,2024-10-14,MKRUSDT,1330.0,1400.0,1320.0,1399.0,9027.4202,12286706.4633,46847
1728777600000,2024-10-13,MKRUSDT,1356.0,1363.0,1309.0,1329.0,4367.6509,5838725.7943,27980
1728691200000,2024-10-12,MKRUSDT,1366.0,1383.0,1351.0,1356.0,5397.8575,7375912.9828,28362
1728604800000,2024-10-11,MKRUSDT,1355.0,1384.0,1352.0,1366.0,4400.725,6022498.6495,24510
1728518400000,2024-10-10,MKRUSDT,1351.0,1377.0,1321.0,1354.0,7648.9093,10358186.5918,28290
1728432000000,2024-10-09,MKRUSDT,1411.0,1423.0,1337.0,1351.0,6592.3928,9100658.5468,21740
1728345600000,2024-10-08,MKRUSDT,1404.0,1432.0,1397.0,1411.0,10062.3229,14244274.6151,51475
1728259200000,2024-10-07,MKRUSDT,1456.0,1501.0,1387.0,1403.0,17207.9307,24425580.6189,70040
1728172800000,2024-10-06,MKRUSDT,1456.0,1477.0,1448.0,1455.0,2702.4545,3954775.9123,12732
1728086400000,2024-10-05,MKRUSDT,1460.0,1465.0,1436.0,1455.0,2688.7355,3900119.8385,18471
1728000000000,2024-10-04,MKRUSDT,1435.0,1468.0,1425.0,1459.0,4583.8507,6651590.6928,29372
1727913600000,2024-10-03,MKRUSDT,1451.0,1479.0,1404.0,1434.0,7695.7286,11020081.7932,47096
1727827200000,2024-10-02,MKRUSDT,1485.0,1527.0,1433.0,1451.0,8767.397,12995554.767,35289
1727740800000,2024-10-01,MKRUSDT,1569.0,1613.0,1447.0,1486.0,14520.4546,22216101.7379,93497
1727654400000,2024-09-30,MKRUSDT,1656.0,1656.0,1552.0,1570.0,11208.7761,17995608.4904,39044
1727568000000,2024-09-29,MKRUSDT,1687.0,1693.0,1640.0,1656.0,6935.1722,11516837.5677,30737
1727481600000,2024-09-28,MKRUSDT,1704.0,1721.0,1663.0,1687.0,9489.1019,16084395.7484,40742
1727395200000,2024-09-27,MKRUSDT,1606.0,1722.0,1600.0,1705.0,18481.4817,30709449.5242,66174
1727308800000,2024-09-26,MKRUSDT,1550.0,1615.0,1524.0,1606.0,8450.8706,13346960.4095,35724
1727222400000,2024-09-25,MKRUSDT,1593.0,1612.0,1541.0,1551.0,7718.0483,12170892.1231,28633
1727136000000,2024-09-24,MKRUSDT,1633.0,1641.0,1558.0,1594.0,8253.2648,13171177.0465,35884
1727049600000,2024-09-23,MKRUSDT,1583.0,1657.0,1550.0,1633.0,11989.8098,19350286.4844,46410
1726963200000,2024-09-22,MKRUSDT,1582.0,1632.0,1536.0,1583.0,11883.9054,18889177.9208,49613
1726876800000,2024-09-21,MKRUSDT,1520.0,1592.0,1481.0,1582.0,6238.6711,9561767.336,30196
1726790400000,2024-09-20,MKRUSDT,1524.0,1590.0,1501.0,1520.0,13698.3235,21188404.9179,68724
1726704000000,2024-09-19,MKRUSDT,1515.0,1582.0,1510.0,1523.0,6409.4722,9875074.3424,42864
1726617600000,2024-09-18,MKRUSDT,1497.0,1515.0,1432.0,1515.0,6185.0298,9095985.3131,29933
1726531200000,2024-09-17,MKRUSDT,1523.0,1568.0,1477.0,1498.0,4931.1532,7516218.6178,25137
1726444800000,2024-09-16,MKRUSDT,1540.0,1542.0,1497.0,1523.0,4293.7459,6525625.9444,31770
1726358400000,2024-09-15,MKRUSDT,1603.0,1621.0,1520.0,1540.0,4246.2632,6704273.0332,36643
1726272000000,2024-09-14,MKRUSDT,1633.0,1666.0,1576.0,1604.0,6240.0773,10092378.7806,43702
1726185600000,2024-09-13,MKRUSDT,1621.0,1638.0,1589.0,1634.0,4087.1882,6603947.6741,34424
1726099200000,2024-09-12,MKRUSDT,1594.0,1633.0,1590.0,1622.0,5066.7363,8165317.8139,42168
1726012800000,2024-09-11,MKRUSDT,1608.0,1609.0,1526.0,1595.0,8314.9747,13075015.3323,74808
1725926400000,2024-09-10,MKRUSDT,1611.0,1617.0,1570.0,1608.0,5833.2206,9280376.806,48289
1725840000000,2024-09-09,MKRUSDT,1541.0,1700.0,1528.0,1611.0,14720.8918,23821803.2882,108331
1725753600000,2024-09-08,MKRUSDT,1542.0,1574.0,1500.0,1541.0,5227.8584,8030453.6555,33325
1725667200000,2024-09-07,MKRUSDT,1531.0,1564.0,1522.0,1542.0,2203.9804,3404618.1335,16002
1725580800000,2024-09-06,MKRUSDT,1626.0,1652.0,1486.0,1532.0,6667.5467,10466327.0014,55797
1725494400000,2024-09-05,MKRUSDT,1672.0,1688.0,1615.0,1627.0,2938.4463,4829603.1244,30030
1725408000000,2024-09-04,MKRUSDT,1681.0,1707.0,1607.0,1673.0,6042.2633,10017436.0485,57777
1725321600000,2024-09-03,MKRUSDT,1757.0,1776.0,1668.0,1681.0,6476.5558,11032597.9238,50886
1725235200000,2024-09-02,MKRUSDT,1687.0,1778.0,1684.0,1758.0,5792.8848,10084402.8957,48185
1725148800000,2024-09-01,MKRUSDT,1758.0,1764.0,1666.0,1688.0,4968.556,8563030.8627,57933
1725062400000,2024-08-31,MKRUSDT,1766.0,1774.0,1744.0,1758.0,1815.8853,3195921.3628,21705
1724976000000,2024-08-30,MKRUSDT,1778.0,1797.0,1707.0,1766.0,5284.5003,9282174.5427,63733
1724889600000,2024-08-29,MKRUSDT,1815.0,1834.0,1761.0,1778.0,5725.2989,10318984.1361,64464
1724803200000,2024-08-28,MKRUSDT,1965.0,1965.0,1786.0,1814.0,17331.1861,32518631.4101,159779
1724716800000,2024-08-27,MKRUSDT,2080.0,2175.0,1926.0,1965.0,18401.9202,38330764.9893,166613
1724630400000,2024-08-26,MKRUSDT,2130.0,2149.0,2071.0,2081.0,3715.1382,7843924.7891,43329
1724544000000,2024-08-25,MKRUSDT,2136.0,2159.0,2078.0,2131.0,3846.3302,8132917.8587,45931
1724457600000,2024-08-24,MKRUSDT,2173.0,2203.0,2103.0,2136.0,8101.6487,17374925.5347,62157
1724371200000,2024-08-23,MKRUSDT,2025.0,2195.0,2021.0,2173.0,9753.0917,20673911.5931,88985
1724284800000,2024-08-22,MKRUSDT,2034.0,2056.0,1988.0,2024.0,3264.2685,6615443.3132,31536
1724198400000,2024-08-21,MKRUSDT,1941.0,2061.0,1915.0,2034.0,8008.1572,15851120.5078,70726
1724112000000,2024-08-20,MKRUSDT,1959.0,1986.0,1910.0,1940.0,3019.1773,5900838.011,30892
1724025600000,2024-08-19,MKRUSDT,1935.0,1961.0,1892.0,1959.0,3073.6713,5910866.8415,30428
1723939200000,2024-08-18,MKRUSDT,1956.0,1988.0,1933.0,1935.0,2335.226,4574061.4808,24235
1723852800000,2024-08-17,MKRUSDT,1973.0,1980.0,1936.0,1956.0,2729.5064,5338768.7847,24724
1723766400000,2024-08-16,MKRUSDT,1959.0,1996.0,1935.0,1974.0,4565.6241,9007124.3977,54983
1723680000000,2024-08-15,MKRUSDT,2058.0,2066.0,1939.0,1959.0,4708.2173,9462212.6472,47346
1723593600000,2024-08-14,MKRUSDT,2139.0,2161.0,2023.0,2057.0,7771.3518,16285879.5946,63054
1723507200000,2024-08-13,MKRUSDT,2011.0,2161.0,1971.0,2139.0,12551.1458,26113580.1122,91250
1723420800000,2024-08-12,MKRUSDT,1885.0,2033.0,1867.0,2013.0,6764.3996,13211271.5133,46939
1723334400000,2024-08-11,MKRUSDT,1974.0,2029.0,1877.0,1886.0,4003.8915,7813491.2403,32186
1723248000000,2024-08-10,MKRUSDT,2007.0,2029.0,1949.0,1975.0,4185.4772,8298435.3443,26656
1723161600000,2024-08-09,MKRUSDT,2053.0,2086.0,1977.0,2008.0,8364.848,16985864.0701,58877
1723075200000,2024-08-08,MKRUSDT,1796.0,2068.0,1776.0,2054.0,13792.6316,26686008.6411,94154
1722988800000,2024-08-07,MKRUSDT,1864.0,1927.0,1753.0,1795.0,12787.6626,23466455.529,97676
1722902400000,2024-08-06,MKRUSDT,1902.0,2030.0,1851.0,1863.0,15566.7601,30043415.3865,97245
1722816000000,2024-08-05,MKRUSDT,2169.0,2181.0,1724.0,1902.0,30505.6301,57991698.1143,223111
1722729600000,2024-08-04,MKRUSDT,2314.0,2315.0,2104.0,2169.0,6386.3213,14140914.1387,52691
1722643200000,2024-08-03,MKRUSDT,2430.0,2439.0,2304.0,2314.0,7201.4075,17157014.5941,61342
1722556800000,2024-08-02,MKRUSDT,2740.0,2743.0,2425.0,2430.0,12878.9634,32977906.3039,83780
1722470400000,2024-08-01,MKRUSDT,2801.0,2815.0,2641.0,2739.0,9641.1838,26208032.5019,71716
1722384000000,2024-07-31,MKRUSDT,2776.0,2907.0,2755.0,2801.0,5210.3899,14822348.4382,42883
1722297600000,2024-07-30,MKRUSDT,2824.0,2861.0,2737.0,2776.0,8331.074,23408506.4222,54577
1722211200000,2024-07-29,MKRUSDT,2637.0,2843.0,2629.0,2823.0,9232.1966,25360277.6824,75488
1722124800000,2024-07-28,MKRUSDT,2642.0,2686.0,2579.0,2636.0,2864.2776,7574971.1465,30655
1722038400000,2024-07-27,MKRUSDT,2649.0,2684.0,2557.0,2643.0,5719.0607,15026914.678,45387
1721952000000,2024-07-26,MKRUSDT,2643.0,2785.0,2635.0,2649.0,7443.6573,20245613.7682,46183
1721865600000,2024-07-25,MKRUSDT,2707.0,2735.0,2578.0,2642.0,9725.3178,25666182.5055,73157
1721779200000,2024-07-24,MKRUSDT,2817.0,2832.0,2653.0,2707.0,9039.7573,24737016.5207,67748
1721692800000,2024-07-23,MKRUSDT,2688.0,2856.0,2656.0,2816.0,12588.4056,34482710.4703,81868
1721606400000,2024-07-22,MKRUSDT,2896.0,2960.0,2683.0,2689.0,10780.9204,30458754.8077,71710
1721520000000,2024-07-21,MKRUSDT,2815.0,2930.0,2715.0,2896.0,6485.4203,18332719.1403,46529
1721433600000,2024-07-20,MKRUSDT,2840.0,2842.0,2759.0,2815.0,6053.2089,16935845.3495,35092
1721347200000,2024-07-19,MKRUSDT,2816.0,2860.0,2715.0,2841.0,9169.7707,25553176.7111,66684
1721260800000,2024-07-18,MKRUSDT,2857.0,2944.0,2750.0,2816.0,8770.9533,24978826.8557,67367
1721174400000,2024-07-17,MKRUSDT,3040.0,3120.0,2817.0,2857.0,14501.5648,42949121.6404,100406
1721088000000,2024-07-16,MKRUSDT,2925.0,3046.0,2859.0,3039.0,18445.7633,54153963.3551,140127
1721001600000,2024-07-15,MKRUSDT,2783.0,2964.0,2741.0,2926.0,19538.2103,55856691.4872,118837
1720915200000,2024-07-14,MKRUSDT,2711.0,2870.0,2670.0,2783.0,9141.4027,25439869.634,62687
1720828800000,2024-07-13,MKRUSDT,2518.0,2736.0,2516.0,2712.0,10757.18,28297865.9664,67160
1720742400000,2024-07-12,MKRUSDT,2382.0,2551.0,2359.0,2519.0,13966.6205,34291026.7443,92344
1720656000000,2024-07-11,MKRUSDT,2296.0,2390.0,2244.0,2382.0,7807.1101,18148636.4212,45645
1720569600000,2024-07-10,MKRUSDT,2297.0,2325.0,2257.0,2295.0,5054.1987,11570841.9736,37717
1720483200000,2024-07-09,MKRUSDT,2202.0,2308.0,2196.0,2299.0,5667.7892,12852194.7485,33485
1720396800000,2024-07-08,MKRUSDT,2120.0,2222.0,2034.0,2202.0,10259.4103,22056625.4564,60096
1720310400000,2024-07-07,MKRUSDT,2349.0,2355.0,2112.0,2119.0,5845.4576,13007359.1138,47965
1720224000000,2024-07-06,MKRUSDT,2230.0,2355.0,2207.0,2350.0,4820.4622,11039651.8949,32957
1720137600000,2024-07-05,MKRUSDT,2230.0,2242.0,1987.0,2232.0,17641.4475,37256752.1541,108781
1720051200000,2024-07-04,MKRUSDT,2317.0,2330.0,2202.0,2230.0,6208.3085,14077679.9614,45043
1719964800000,2024-07-03,MKRUSDT,2565.0,2567.0,2301.0,2316.0,7850.6831,18845317.1844,60463
1719878400000,2024-07-02,MKRUSDT,2568.0,2595.0,2529.0,2564.0,2775.4387,7105675.8545,18256
1719792000000,2024-07-01,MKRUSDT,2537.0,2650.0,2535.0,2567.0,6117.8747,15924514.625,38953
1719705600000,2024-06-30,MKRUSDT,2440.0,2549.0,2429.0,2538.0,3941.0198,9790671.8187,27675
1719619200000,2024-06-29,MKRUSDT,2520.0,2570.0,2417.0,2440.0,4915.729,12229062.5553,34840
1719532800000,2024-06-28,MKRUSDT,2599.0,2656.0,2509.0,2520.0,7515.3095,19343945.9956,50296
1719446400000,2024-06-27,MKRUSDT,2451.0,2674.0,2444.0,2599.0,12974.9871,33434470.1976,102962
1719360000000,2024-06-26,MKRUSDT,2362.0,2502.0,2327.0,2452.0,7907.7659,19009994.6629,49409
1719273600000,2024-06-25,MKRUSDT,2194.0,2428.0,2158.0,2363.0,9575.6924,21981168.1634,69765
1719187200000,2024-06-24,MKRUSDT,2257.0,2269.0,2070.0,2193.0,8073.0535,17653444.8763,60648
1719100800000,2024-06-23,MKRUSDT,2354.0,2451.0,2246.0,2257.0,7966.8767,18892161.8823,63657
1719014400000,2024-06-22,MKRUSDT,2484.0,2492.0,2249.0,2354.0,5268.3128,12559719.0231,50985
1718928000000,2024-06-21,MKRUSDT,2480.0,2528.0,2394.0,2484.0,6072.6573,14881876.6425,41496
1718841600000,2024-06-20,MKRUSDT,2486.0,2503.0,2349.0,2480.0,7582.8198,18442151.4634,60150
1718755200000,2024-06-19,MKRUSDT,2228.0,2518.0,2210.0,2487.0,13183.0009,31857275.023,97713
1718668800000,2024-06-18,MKRUSDT,2294.0,2300.0,2068.0,2228.0,9102.2275,19920664.7691,75280
1718582400000,2024-06-17,MKRUSDT,2430.0,2434.0,2265.0,2294.0,5218.7044,12259925.0448,32298
1718496000000,2024-06-16,MKRUSDT,2311.0,2452.0,2289.0,2429.0,4207.7373,10036821.6499,32161
1718409600000,2024-06-15,MKRUSDT,2276.0,2322.0,2270.0,2311.0,1841.362,4232595.5151,16692
1718323200000,2024-06-14,MKRUSDT,2248.0,2309.0,2190.0,2275.0,4901.3631,11064098.8038,35740
1718236800000,2024-06-13,MKRUSDT,2307.0,2311.0,2235.0,2247.0,3316.9802,7512218.3357,28115
1718150400000,2024-06-12,MKRUSDT,2261.0,2357.0,2239.0,2306.0,4571.0065,10552138.5221,37592
1718064000000,2024-06-11,MKRUSDT,2403.0,2404.0,2219.0,2261.0,7028.9903,16067834.4245,46084
1717977600000,2024-06-10,MKRUSDT,2489.0,2493.0,2376.0,2401.0,4744.5023,11468010.7778,24199
1717891200000,2024-06-09,MKRUSDT,2424.0,2493.0,2401.0,2489.0,1481.053,3622644.9547,12665
1717804800000,2024-06-08,MKRUSDT,2502.0,2514.0,2413.0,2424.0,3112.5739,7639438.8675,20083
1717718400000,2024-06-07,MKRUSDT,2619.0,2697.0,2213.0,2502.0,7087.8504,17564826.0731,64342
1717632000000,2024-06-06,MKRUSDT,2681.0,2730.0,2588.0,2619.0,3411.8176,9128169.4913,21865
1717545600000,2024-06-05,MKRUSDT,2634.0,2692.0,2624.0,2681.0,2788.5673,7435048.7638,20706
1717459200000,2024-06-04,MKRUSDT,2576.0,2712.0,2550.0,2634.0,3450.7981,8998352.6452,25050
1717372800000,2024-06-03,MKRUSDT,2641.0,2660.0,2570.0,2576.0,3197.429,8352116.0004,23281
1717286400000,2024-06-02,MKRUSDT,2679.0,2700.0,2614.0,2641.0,2039.8202,5412350.16,16139
1717200000000,2024-06-01,MKRUSDT,2706.0,2728.0,2667.0,2680.0,2735.306,7363371.2222,17888
1717113600000,2024-05-31,MKRUSDT,2704.0,2816.0,2696.0,2706.0,5681.4573,15625171.7288,46760
1717027200000,2024-05-30,MKRUSDT,2687.0,2711.0,2650.0,2703.0,2739.892,7343591.7104,21104
1716940800000,2024-05-29,MKRUSDT,2718.0,2747.0,2670.0,2688.0,1678.87,4536976.6173,17106
1716854400000,2024-05-28,MKRUSDT,2763.0,2769.0,2689.0,2718.0,3072.7011,8380892.5584,29290
1716768000000,2024-05-27,MKRUSDT,2831.0,2856.0,2742.0,2766.0,4727.5887,13264720.6838,29644
1716681600000,2024-05-26,MKRUSDT,2796.0,2866.0,2770.0,2832.0,2267.1764,6409094.2881,17496
1716595200000,2024-05-25,MKRUSDT,2751.0,2876.0,2740.0,2797.0,2974.6193,8339676.8544,23290
1716508800000,2024-05-24,MKRUSDT,2833.0,2865.0,2711.0,2751.0,2955.2861,8157275.9269,22072
1716422400000,2024-05-23,MKRUSDT,2941.0,2974.0,2671.0,2838.0,8910.8824,25617360.2535,59267
1716336000000,2024-05-22,MKRUSDT,3064.0,3066.0,2922.0,2942.0,4642.0309,13826604.1233,34325
1716249600000,2024-05-21,MKRUSDT,3167.0,3234.0,3050.0,3065.0,7534.2158,23591567.4825,54230
1716163200000,2024-05-20,MKRUSDT,2776.0,3177.0,2727.0,3166.0,6130.8379,18005192.5622,60466
1716076800000,2024-05-19,MKRUSDT,2827.0,2848.0,2745.0,2776.0,1911.8933,5331478.9694,21740
1715990400000,2024-05-18,MKRUSDT,2786.0,2869.0,2776.0,2823.0,2999.6421,8480394.503,31668
